random : rwll,uncnormprop++switchKkde : rwll0010,uncnormswitchK : rwll0010,uncnormprop++ : rwll0010,unc : rwll0010,uncnormprop : rwll0010,unc : rwll,uncnormprop++kde : rwll0010,unc : laplace,uncnormpropdecaytau : rwll0010,uncnormprop++decaytaukde : rwll0010,vopt : rwll0100,uncnormprop++decaytau : rwll0010,uncnormkde : rwll0010,uncnormprop++switchK : rwll0010,mcvopt : rwll,voptfull : laplace,uncnormdecaytaukde : rwll0010,uncnormdecaytau : rwll0010,uncnorm : rwll,uncnormpropswitchK : rwll0010,uncnorm : rwll0010
3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897
4.926234765875561,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.645926876202694,7.6715843489416295,7.633098139833226,7.620269403463759,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.633098139833226,7.6715843489416295,7.6715843489416295,7.645926876202694,7.620269403463759,7.6715843489416295
9.006928406466512,11.11111111111111,11.11111111111111,11.098280728765717,11.11111111111111,11.431870669745958,10.739030023094688,11.098280728765717,7.659738260200154,11.393379522709777,11.136771875801898,11.40620990505517,11.136771875801898,11.11111111111111,11.11111111111111,11.444701052091352,7.159353348729792,11.136771875801898,11.136771875801898,11.483192199127535,11.329227610982807,11.11111111111111
12.934684973694342,13.268317721031694,14.987809572693443,14.974977543949699,14.987809572693443,13.435134094700372,14.063903503143846,14.974977543949699,9.059412293083536,13.152829462337996,15.01347363018093,11.279353265751315,15.000641601437188,14.987809572693443,13.191325548569228,15.231618118824587,7.558064930065443,15.000641601437188,15.000641601437188,15.167457975105863,13.127165404850507,14.987809572693443
17.32546201232033,17.04312114989733,17.235626283367555,17.312628336755647,17.235626283367555,17.299794661190965,18.51899383983573,17.209958932238195,10.972792607802875,17.132956878850102,17.197125256673512,11.370636550308008,17.2741273100616,17.235626283367555,17.004620123203285,18.82700205338809,11.447638603696099,17.248459958932237,17.248459958932237,18.878336755646817,17.107289527720738,17.235626283367555
20.600693107431653,20.80605827236555,18.27749967911693,21.049929405724555,18.27749967911693,18.906430496726994,14.32422025413939,18.2903350019253,14.43973815941471,20.908740854832498,18.341676293158773,14.965986394557824,21.01142343729945,18.27749967911693,20.71621101270697,19.1888075985111,15.017327685791297,18.328840970350406,18.328840970350406,18.07213451418303,19.137466307277627,18.27749967911693
22.362002567394097,24.094993581514764,20.397946084724005,24.082156611039796,20.397946084724005,22.734274711168165,17.586649550706035,20.449293966623877,11.450577663671373,24.54428754813864,20.410783055198973,18.433889602053917,24.082156611039796,20.397946084724005,24.069319640564828,22.593068035943517,18.71630295250321,20.397946084724005,20.397946084724005,18.94736842105263,22.34916559691913,20.397946084724005
25.959686737707024,25.47181923225061,21.877006034150725,26.21645910899987,21.877006034150725,25.664398510720247,20.760046219026833,22.09526254974965,11.60611118243677,26.47323148029272,22.146617024008215,21.761458467068945,25.587366799332393,21.877006034150725,26.177943253305944,25.63872127359096,22.506098343818206,21.90268327128001,21.90268327128001,20.066760816536142,26.190781871870588,21.877006034150725
29.5582948125321,29.031843862352336,24.871597329224446,30.02054442732409,24.871597329224446,29.31432973805855,22.406266050333848,25.98870056497175,13.918849512069851,30.02054442732409,25.821777092963533,25.24396507447355,28.556753980482792,24.871597329224446,30.046224961479197,29.53261427837699,26.245505906522855,25.02568053415511,25.02568053415511,20.980996404725218,30.046224961479197,24.871597329224446
29.89598048028766,29.88313856427379,25.902144599974317,30.21702838063439,25.902144599974317,33.17066906382432,24.939000898934122,29.7547194041351,15.577244124823423,29.88313856427379,29.69050982406575,28.483369718762038,29.908822396301527,25.902144599974317,30.088609220495698,32.74688583536663,26.158982920251702,25.966354180043663,25.966354180043663,20.315911133941185,31.218697829716195,25.902144599974317
