uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,uncnormswitchK : rwll0010,random : rwll,sopt : rwll0100,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964,46.68875430290964
60.81947779567768,62.72379099668683,23.936137876531202,62.20781786680446,62.99887534575519,24.037204778260737,32.88017872883674,35.21687589288428,64.10985136326332,62.99887534575519,61.90537706313262,36.451715857624855,28.364843916228455,63.87808140065047,28.364843916228455,28.364843916228455,64.08857412079395,60.32022249916411,36.451715857624855,38.7321803094319,22.551597312988235
52.29302025152931,53.73152475398001,46.449333181351875,62.66879440708234,50.76104715224743,41.148979824461414,48.41141380751548,34.26877920893651,52.46095976290893,62.59280367795129,50.251149359778104,53.00657319806984,35.85470572590144,64.13541547931152,36.07203921121623,35.85470572590144,63.111060450625025,49.18195980090429,52.545309472244384,49.37573616018846,43.42870169839279
47.39501800993966,34.291077100779674,47.6374302779762,63.003632384455216,60.20107299724911,44.524066446798486,57.118105688709214,43.84546407890937,59.41532288706172,62.95043846983905,59.56654558718483,64.48166329771874,48.51664969527486,64.19137650652765,51.66192987522228,48.51664969527486,59.73980576622034,62.10617505357387,48.60707935012235,57.69184005349788,63.02111038497196
57.90581565888763,52.812079669891254,39.394952619060284,63.37419163633324,61.67197343323733,41.94676008602281,60.030548737394845,57.349555067518786,61.75860418107346,60.72435463892456,62.02229601878519,60.25168512002918,59.798013572150495,64.16298739294643,48.44102649836997,59.798013572150495,62.21683524199616,62.4896461057959,42.56609394116708,47.048095263425864,63.68803811752905
61.867742719922184,60.28709951972764,45.01337467323241,63.64292662167913,61.1959693598395,39.434008146391875,59.28855857498936,50.66189434008147,63.85570551401301,60.307617484345556,62.5904310292419,54.122591038968935,54.01316189434008,64.2280685755973,51.861815307921454,54.01316189434008,64.05024621557541,62.95139522159402,49.66031369688127,53.66359657122013,63.88762234786309
55.84956417992112,61.067246240244394,57.80790479592069,64.77798633645158,58.81861221512109,36.96605390946189,60.89094238967711,55.07747490329886,64.18676049273887,57.76762848523075,64.52872916840818,48.687220250625046,58.238025396873645,64.20575875249827,55.21882195590884,58.238025396873645,64.3714235776003,61.63871389380733,59.04051188911096,48.928878114764686,64.01881587646571
55.59237024089976,65.11513032905236,53.027585682802645,64.84003343719128,61.92719811535831,38.721787369860934,63.94862831522152,59.148871494794435,63.11801808648074,61.813207690553995,63.41743293563341,53.667451934037544,60.851128505205565,64.19332776046812,52.357321984953266,60.851128505205565,63.82323884793677,63.608936849304655,56.341667299946806,53.254046660080554,64.17128961167262
49.43650305116689,66.07391195312678,53.73853437597368,64.83216682245477,63.19221211499441,45.531921361208006,64.76529193169642,61.79543882847351,63.91263707452751,59.30130937996337,65.45911892331426,55.118588939805,62.3076396963272,64.17177727621609,55.29565541192653,62.3076396963272,65.81553169337863,64.15353866964564,57.869578764182414,58.91221910646026,64.30476711579236
40.60552633978782,62.638690458096484,57.74386722193513,64.9952883241633,63.7079368939417,55.05897194273034,65.17235614189744,63.67525914217102,64.60315530291516,62.99662583214275,61.67127701614129,59.228805058212,62.492780496701826,64.1646654710156,57.439128187980664,62.492780496701826,65.6898805362191,65.17083624646624,60.903729823388154,60.219776879350704,64.33793355017175
