mcvopt : rwll : avg,mcvopt : rwll : std,random : rwll : avg,random : rwll : std,uncnorm : rwll : avg,uncnorm : rwll : std,uncnorm : rwll0010 : avg,uncnorm : rwll0010 : std,uncnormdecaytau : rwll0010 : avg,uncnormdecaytau : rwll0010 : std,uncnormswitchK : rwll0010 : avg,uncnormswitchK : rwll0010 : std,vopt : rwll0100 : avg,vopt : rwll0100 : std
29.07595273376648,6.3810672814473826,29.07595273376648,6.3810672814473826,29.07595273376648,6.3810672814473826,29.07595273376648,6.3810672814473826,29.07595273376648,6.3810672814473826,29.07595273376648,6.3810672814473826,29.07595273376648,6.3810672814473826
30.790347584236365,5.669030579139278,29.973441038345214,4.082951145777019,30.106995759685095,2.9355255348670064,32.57272368041096,5.46458350408667,32.57272368041096,5.46458350408667,32.57272368041096,5.46458350408667,30.957338480477834,5.638989091827385
30.45697719483559,4.2779489017376555,29.79793758026643,4.423502453953423,29.528926310670023,2.704223647306922,34.716322296778706,2.9899212421685455,32.60355794001201,4.564625476491541,34.716322296778706,2.9899212421685455,29.870129870129873,4.775126194541011
33.22542403793543,4.162558893711653,29.818681986746917,4.425863428151544,29.880615842908384,1.0717898892768478,36.183050641376376,3.979389274704177,34.37424007538452,2.894353514182535,36.183050641376376,3.979389274704177,31.46372879810323,4.832401989164157
33.51236026779948,3.509111670859643,32.253535576141225,4.24265851031666,30.58890805602207,1.5318418660470008,36.300164904894714,3.0671013381862253,35.56455228701051,3.2278235158292485,36.300164904894714,3.0671013381862253,31.022638326329307,1.6960109870004523
34.43954707804545,3.2165206922538965,34.550497758188314,2.6983484689779016,31.43798920890645,1.8597865603553154,37.42153659092636,1.3136659992324022,35.72497910175545,4.789217091435795,37.42153659092636,1.3136659992324022,30.832320085112855,1.8586834174877138
35.831642462515866,3.7841521057010836,36.32218498506714,3.459629403143703,32.38283595133332,0.9227008647131568,37.32815812871896,2.981188953609333,36.36455174824644,4.625167893193734,37.32815812871896,2.981188953609333,31.694898509753855,0.5865398100457845
37.11508648205004,2.514536942098245,35.47055962549776,3.896431767257953,32.199744657567564,1.65694108832082,37.73862358269751,3.4582004051740918,37.41716569899991,4.834064409624345,37.73862358269751,3.4582004051740918,32.230712526978145,0.9763168376176017
38.2744876013588,3.0386327364712944,37.5335329477836,3.217948212724002,34.147180192572215,2.1723460540001076,38.331674101544984,3.623783078832149,38.19260261272011,4.214853489825423,38.331674101544984,3.623783078832149,33.013329584229446,0.3198972632008778
40.020404906297024,3.0738828779438796,38.04793063091818,3.032951224805385,34.17213837338319,2.426540617408145,39.23308710653109,3.1188090985422776,40.46916085297828,3.9098800248389596,39.23308710653109,3.1188090985422776,34.941597130393816,1.7280456372816269
40.083786145837294,3.17593784320284,37.35380172512065,2.152038579708964,34.137059695254024,2.2488292965327656,39.923433522057984,1.5958580420341724,41.894592848728955,2.286230194813648,39.923433522057984,1.5958580420341724,36.32366911122088,1.070181155275919
41.96843841196498,2.6672137209417976,37.193161782587545,2.096517167759311,34.5876018360895,2.045119691219827,41.14709995136187,1.6378911255808675,43.65234375,2.0309462235344893,41.14709995136187,1.6378911255808675,37.218050826848255,0.6172224064642495
42.4863014219162,3.4006978809901396,37.24208294384533,3.9935335429748196,35.14169763571282,2.5996815080316806,42.62271722030961,2.0130010726722247,45.64571411200535,2.3741024081405735,42.62271722030961,2.0130010726722247,38.22150277771445,1.5349146418113455
43.24014682859358,3.4446171452781065,37.076119834019856,4.747284491677718,35.58769436549072,2.3385688011065837,44.742061984161964,2.928039594897772,46.45202231308233,2.29921261147944,44.742061984161964,2.928039594897772,39.89736438114636,1.5033250758635062
43.02653878599494,2.92246182157934,37.05873188378261,5.1738934961167775,36.267774222722124,1.3587436616961133,46.233688754455436,1.700719272801805,47.91231256792395,1.4379902044321924,46.233688754455436,1.700719272801805,41.93253585244071,1.0170766011319452
44.87365101079192,3.6109747476889735,38.426052591579264,4.7907909631377406,37.0094239246086,1.5306193587956858,48.19349445204438,1.5700549198938905,49.01485788113695,2.323398205449723,48.19349445204438,1.5700549198938905,45.265047879616965,1.145171056544867
46.226791509283395,2.6490912794675827,39.95185401925839,4.366778644869966,38.36801465279414,2.0586044423389174,47.78517088593164,1.8419524674834429,49.11061035575587,1.671495010457139,47.78517088593164,1.8419524674834429,46.17017153193139,1.5259635093434967
