mcvopt : rwll : avg,mcvopt : rwll : std,random : rwll : avg,random : rwll : std,uncnorm : rwll : avg,uncnorm : rwll : std,uncnorm : rwll0010 : avg,uncnorm : rwll0010 : std,uncnormdecaytau : rwll0010 : avg,uncnormdecaytau : rwll0010 : std,uncnormswitchK : rwll0010 : avg,uncnormswitchK : rwll0010 : std,vopt : rwll0100 : avg,vopt : rwll0100 : std
27.931532353052926,5.082619637789157,27.931532353052926,5.082619637789157,27.931532353052926,5.082619637789157,27.931532353052926,5.082619637789157,27.931532353052926,5.082619637789157,27.931532353052926,5.082619637789157,27.931532353052926,5.082619637789157
29.041217684696868,4.689573992414823,28.844590178883536,4.7357249820005105,28.435566971138503,4.005410492767459,30.06064106266243,3.8046762212522545,30.08248856330836,3.804885646037045,30.06064106266243,3.8046762212522545,29.507804307187257,4.555638125058489
29.451034629501567,3.9164197586095635,29.422347693266364,4.972045269253613,29.133958493232925,3.071649359793325,31.69488498628347,3.024638720855209,30.47008579483711,3.5558708347944408,31.69488498628347,3.024638720855209,29.37675256282629,4.609300628537813
30.482286157213203,3.2958408205751137,29.934000547145722,4.658455765708007,29.031400085111557,1.4714894828311587,32.521733844002675,2.9213575925087256,32.262979512432366,2.2834356104733486,32.521733844002675,2.9213575925087256,29.751618639430966,3.6871642335520964
31.42141179867924,3.2197837390689457,30.681619563647974,3.9818694560180745,29.860324794248843,1.3317908010538235,33.765797052989946,2.0796309389824033,33.324847443974136,2.0898687107971057,33.765797052989946,2.0796309389824033,30.388856380755524,2.626133782754812
32.14985941180941,3.12743574045289,31.805418344859028,3.3756846211777507,30.88285584010943,1.049132043273002,34.23208450490159,1.6110557986469733,34.09700585150847,2.5037838956245153,34.23208450490159,1.6110557986469733,30.818071282012312,2.3215352404012606
32.947472813077084,2.85524140399087,33.2030032905486,3.656629878235778,31.043058310345092,1.4475279621980508,34.95808920198497,1.7985078074905898,34.80629079938293,2.657722447136212,34.95808920198497,1.7985078074905898,31.401560920745652,1.9108476777889318
34.14540079642521,2.4454569822912715,33.05335592911207,2.905821768765401,31.11073958111682,1.1096354391225136,35.57201264552999,2.050417979015138,35.76940906465635,3.0563532298938343,35.57201264552999,2.050417979015138,32.451287351430224,1.5439658763139736
35.1550685098072,2.4380336377407863,33.98891987810346,1.8633486987213983,31.36214063699301,1.2601313927057638,35.60857075546977,2.4340052414514433,36.514815293304046,2.386411596482927,35.60857075546977,2.4340052414514433,33.04562760759042,1.5507410437736249
36.072226528658064,2.1640042603743455,34.56408736491724,1.9447499797938166,31.602336114784244,0.9615416524310935,36.27760552034411,1.9834271780885926,38.33937500949949,2.593033267066844,36.27760552034411,1.9834271780885926,34.30228139771708,0.8080611534462808
36.82999582019228,2.05341565434758,34.89208496409165,1.2473786602646204,31.517270205570547,0.9733424162200394,37.39901964509633,1.4740599490355797,39.705513546376864,1.9195085107950567,37.39901964509633,1.4740599490355797,35.356993578295395,0.6821204867810876
38.53527024562257,1.6849310034214435,35.333133207684824,1.3217585155480718,32.084827942607006,0.6028215517203476,38.37985621352141,1.169596244911032,40.859830982490266,1.9330352597058054,38.37985621352141,1.169596244911032,36.153331712062254,0.8341348776988489
38.94139060516936,2.4265905855036416,36.01358078171192,1.971700456430025,32.52376826793734,0.6504898826684442,39.8263833473929,1.2032144898811425,42.55697924503926,2.5508819738667596,39.8263833473929,1.2032144898811425,36.792176800954536,1.0528283790231854
39.72712833062273,2.387142628574207,36.36914623580733,1.8297625002902673,32.82135854448177,0.7165563795699156,41.33753096928151,1.5867253776833565,43.92280099101701,2.4739615176017393,41.33753096928151,1.5867253776833565,37.76637382012737,1.2424472187360245
40.09545451090963,2.0432683719668403,36.70647737895289,1.4170246821746273,33.1784224166103,0.4125656032618487,42.89278087261839,1.143713020605297,45.467430708080954,1.9636185862243059,42.89278087261839,1.143713020605297,39.27941724109104,0.9429622190405718
40.969942240462075,2.6451984635285135,37.629388964888285,1.250735201224941,33.59420124639003,0.3257207398818856,44.15488676090591,0.9899866744352802,46.39914880680955,2.1066193178162913,44.15488676090591,0.9899866744352802,41.57223742210062,0.8226665417852254
42.495003001998796,1.8798185360893886,38.62888454844618,1.0985403900480923,34.024806390077444,0.6566952615947506,44.45390221843912,0.7699717792975735,47.396241041503586,1.7909084028272242,44.45390221843912,0.7699717792975735,42.540032983986805,1.40735932063261
43.16926081867789,1.295084377683595,38.75533903844108,1.2081644822824071,34.57910896958458,1.0403226435338306,45.51007767255924,0.8579035177917543,48.68348052105976,1.3634979385488906,45.51007767255924,0.8579035177917543,43.32221191992583,1.749536352087768
43.935110239631555,1.4817477686104332,39.01612743868609,1.431732739748134,35.2246213243956,0.6037045670794748,46.0637117429338,0.8730725558058673,49.608594207194265,1.5587732965328238,46.0637117429338,0.8730725558058673,43.678986448999446,1.4328106386964
