random : rwll,uncnormswitchK : rwll0010,vopt : rwll0100,mcvopt : rwll,uncnormdecaytau : rwll0010,uncnorm : rwll,uncnorm : rwll0010
21.93168433451119,21.93168433451119,21.93168433451119,21.93168433451119,21.93168433451119,21.93168433451119,21.93168433451119
23.339969907442587,24.617383771296563,23.51550982567594,22.732799367752328,24.63258203261547,23.514749912609997,24.617383771296563
23.98455844915763,26.651873579901668,23.849292895518758,25.29921804351295,25.54771150441133,25.28933909858427,26.651873579901668
25.269013313879263,27.799562283421483,25.55778466776096,27.120189677184023,28.601282752750926,27.27825399720348,27.799562283421483
25.095941211785,30.373657772947997,27.273901710603308,28.04447112644482,29.836386986951997,28.384919941333372,30.373657772947997
27.823542822402917,31.864883349798617,28.07280188464169,29.165590090432403,29.927046128125237,31.23109658788662,31.864883349798617
29.61037776713859,32.227617809999316,28.74480389698227,30.070902583042656,30.541306644172383,32.378086314205596,32.227617809999316
30.232240021886494,32.961972216311516,30.35155181323525,31.476274432319055,31.061342979603005,32.00519804237469,32.961972216311516
34.1272314134375,33.40147582967922,31.136054473466224,33.0420178285089,32.89534680477555,31.923366289983054,33.40147582967922
34.5431884850972,34.32204033863785,34.67846123447783,34.476312069673064,34.50747039958658,32.71776632772483,34.32204033863785
34.88163544476954,35.80955276057301,35.725196640954515,34.751681422654556,37.53315347494015,32.863928259300074,35.80955276057301
35.845543531128406,37.91570403696498,35.454158560311285,38.75927164396887,38.760031614785994,32.75474221789883,37.91570403696498
35.89445445080292,41.14665268309736,36.78362706428642,39.86989200732617,40.85102178852891,33.47848886254303,41.14665268309736
35.486616710492314,42.814366706692404,36.917663510206566,40.424222158045936,41.900107917496314,32.65188247632655,42.814366706692404
36.696027541970345,43.70615818393233,38.269962988577376,40.845562809220176,43.53060092262561,32.99868522051056,43.70615818393233
37.31190150478796,44.86624107007144,40.64143486852105,41.31858945128439,44.76212190302478,33.910928712570296,44.86624107007144
38.02050479179808,44.531422187431126,41.19806352077459,44.235782305687074,46.432941426823426,34.88702604518958,44.531422187431126
38.267795528127806,44.45196005411239,41.16189636565383,44.03471704996276,47.48362188207755,36.170180425299066,44.45196005411239
37.80295948380036,45.3529112230861,42.37974722025886,43.946890413978124,47.61774474262219,35.759289237480715,45.3529112230861
38.55414361281693,46.73724691433088,43.250288806469264,44.51875722016173,48.78929288016052,36.55681887274275,46.73724691433088
40.085882576477296,47.65798973969219,44.384571537146115,45.52384571537146,49.39540186205586,36.209006270188105,47.65798973969219
41.41699727909769,49.132807393558,44.728441789411285,45.338744736802106,50.65894477632359,36.27388389803457,49.132807393558
42.77853358971826,49.75564895533278,45.59522090398486,46.09228337120838,51.86854445820951,36.78414264324748,49.75564895533278
43.219681999209556,50.73647888608519,45.9801477518013,46.33280637217645,52.85851092937707,37.32709087039796,50.73647888608519
43.211649983659015,51.43154646540651,46.077783098099125,47.663998905533894,54.32656132430399,36.34387517006027,51.43154646540651
43.818499657976744,52.134985178992174,47.91441818043627,48.431253325226116,54.23196777380862,38.00714448582504,52.134985178992174
43.751187589781786,52.27675212246046,48.11163723977533,48.620115680745464,55.413509261300156,37.7558543425883,52.27675212246046
43.84880822084397,52.68606348048158,47.909826097531315,49.176091450808705,56.864131095707165,37.474157849933114,52.68606348048158
44.56740672053022,53.50581832830421,48.839754649722195,49.48201296677738,57.6823975616986,37.18409631594549,53.50581832830421
45.22673031026253,54.26325950473527,49.072708754541445,50.145934359941016,58.3228189653862,36.76101728410075,54.26325950473527
45.82145707444989,55.21073233762779,49.47896477026565,49.97377722038536,59.10690533196519,37.373921635693385,55.21073233762779
45.749597154236724,54.899516585084065,50.307834970052596,50.393724727129005,60.585722538080326,37.14998023775501,54.899516585084065
45.89360230459932,55.7808806427339,51.04094616267491,50.64569825862895,61.65259229418606,37.05145063581706,55.7808806427339
46.01024611970022,56.488955777504145,51.632690290509416,50.95696325686748,62.39111597573768,37.396816709992244,56.488955777504145
46.342761152621215,57.206923024300515,51.734936645358424,51.64220399662514,63.44205349609687,37.32641132250439,57.206923024300515
47.68546670720584,57.553967771359076,52.9180602006689,52.36394040741867,63.570994223168135,37.81316509577379,57.553967771359076
48.10921335674488,58.329722785974354,53.911172933816765,53.227069223694315,64.34983543505196,37.634065324303165,58.329722785974354
47.77284543699357,58.3750133021177,54.05068486903115,53.237355386977605,64.64449140303137,38.21964456741513,58.3750133021177
48.159352980077074,58.32072789741329,54.851509231739854,52.98843847153705,64.63814164202589,39.27803157566682,58.32072789741329
48.55118732706984,58.549971114962446,55.029797196631094,53.989935844811335,64.87123354312992,39.914561099455746,58.549971114962446
49.33905970886701,58.15362395956064,55.83444186842005,54.09296491961537,65.10356884953062,39.529474364334305,58.15362395956064
49.76435532176901,58.03624367180017,55.41982759931283,54.75242105903279,66.46168113474315,39.083570244918434,58.03624367180017
50.34244753065305,58.486693575973185,55.8710177647032,55.6916223879349,65.81909952642661,40.18076364659111,58.486693575973185
50.6803393334955,59.14239236195573,55.734614449039164,56.0865665288251,65.81275845293116,40.92754196059353,59.14239236195573
50.900411247348934,58.813692028186786,55.876428153339766,55.907594773129816,66.68060296006873,41.098889404109435,58.813692028186786
52.129228430254656,59.15317369821361,56.76016723679209,56.735081717977955,66.7115165336374,41.71493728620297,59.15317369821361
52.72864103870041,59.62569080722773,57.13840470090993,57.377859200754095,67.00925130559716,41.95926992983603,59.62569080722773
53.03235320947487,59.664153008787665,56.95183507160884,57.78271049350807,66.82883814273117,42.84899808434944,59.664153008787665
53.951059317202215,67.69139547082031,56.4307813937224,58.08038191672938,66.85595262529742,42.43882414650277,59.921548952085566
54.08982409195262,67.53987198394478,57.21496662764356,58.61827801681541,67.6896294832226,42.8830979277211,59.6506165143752
54.21794823064351,67.9341670150899,56.89992017940629,59.1934319054316,68.09000722186325,43.61321220874986,60.247823938576154
54.600741957063796,67.6739341969227,57.049352307972995,59.6629264732713,68.57325305601168,43.31022319528066,60.732530560116764
55.68217236949135,67.22516591532806,57.33182305405837,60.713987061265136,68.66271865473648,43.57586492629787,60.895676698874134
55.641544145596086,67.66888142190327,57.320095482811574,60.99116631950252,69.19995134633805,43.94565994131152,61.346186009031335
55.05583810370911,67.48010126120373,57.733330292456344,60.55222326118853,69.77596338784106,44.206749226476916,61.662903581392875
54.933100197658504,67.72616694541584,58.157974760529115,60.783031777406116,70.2790025847651,44.59936141097765,61.79641173787441
55.44515314849588,67.426390652202,58.549935760496886,60.33039630831921,70.26281178965934,44.83841294216924,62.083488547122904
55.444054189663824,67.09620033754504,58.58383128829692,60.35746324256108,70.66627134364214,45.13980750809652,62.82215025315878
