uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,soptfull : rwll,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,voptfull : rwll,uncnormpropswitchK : rwll0010
65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871,65.0924843201871
75.63717543253514,75.71424774762804,58.62279745927127,73.55888059106492,76.43447524384086,75.8125813910224,47.18420283307199,76.05974433252717,74.87176761368167,75.40064315518111,76.43447524384086,76.83312514949371,75.84447338347464,75.57604911366838,56.41959231402982,75.57604911366838,75.57604911366838,47.173572168921254,75.84447338347464,75.49100380046244,75.8125813910224,69.35711058548382
77.70158932652953,75.85977781321427,77.09296762876734,78.30489555094881,72.32233030351352,78.09759209057566,60.466167012172434,71.22734279487588,71.20076542816138,66.43012810290756,63.84680805825759,70.33700100993994,71.93430074948174,72.00605963961091,77.21788125232553,71.98214000956786,72.00605963961091,60.07282198479775,71.95024716951045,65.14644129059693,78.09759209057566,75.23786743209483
79.23189368770764,73.53887043189368,78.59933554817276,78.67906976744186,78.95016611295681,75.82990033222592,47.779401993355485,69.80199335548173,79.01129568106312,77.86578073089701,72.90099667774086,78.30697674418604,79.64651162790697,79.62790697674419,78.74817275747509,79.61993355481728,79.62790697674419,55.798006644518274,79.65182724252492,69.84186046511628,75.82990033222592,60.411960132890364
82.68392515415692,76.67446310865405,78.67584520518818,70.22379332341059,76.39272804592814,79.01605358281948,70.8457367637678,82.63874122900276,82.18424409951095,81.19817137997023,78.2585583669998,79.11971082287901,82.57229428024665,82.49521581968956,66.141292791835,82.50584733149054,82.49521581968956,68.15064852221985,82.56166276844567,81.62343185200936,79.01605358281948,76.29438656176909
85.75605347792573,77.537676421338,80.1929670680169,77.84599845838981,69.49738192063366,76.15820110039071,68.43951837971454,81.36778034712809,86.11221858969247,77.79549743507961,81.35714855274699,76.50107646918109,86.33814422029079,86.29295909417112,76.160859048986,86.2956170427664,86.29295909417112,67.66871328708503,86.33017037450496,82.13326954256705,76.15820110039071,79.86338144220291
86.13311360374249,82.77071926000744,79.1079687416937,85.71580458242518,78.40359364201797,80.51671894104513,66.78007548774653,82.8318537026208,86.19956408484397,78.52852054648875,87.32656424432513,78.270692679815,86.60624102918506,86.55308064430386,72.85896549891021,86.57434479825633,86.55308064430386,65.5733347509436,86.60092499069694,79.90271649566743,80.51671894104513,75.87315932167348
83.96640174370697,83.12378724648468,82.19079769277796,85.86427792987959,72.60306743574068,80.50291060843678,80.31418622577816,84.63624039765025,82.04991892825815,76.26059913346269,83.74578028228915,78.75654554637038,82.31838600781478,82.23332713112357,77.39294542941443,82.24130140081337,82.23332713112357,56.69971558438106,82.29180510884878,81.89574971425533,80.50291060843678,79.70282554956009
86.67729930887826,88.11802232854865,88.08612440191388,83.60180754917597,66.46996278575226,82.89739500265816,83.80648591174906,84.04837852206273,86.1190855927698,81.14035087719299,84.33280170122275,78.63370547581074,86.10845295055822,86.00744284954811,72.5518341307815,86.0180754917597,86.00744284954811,76.53907496012759,86.05528973950027,80.90377458798511,79.86975013290802,85.26049973418394
88.29580796937718,88.85403652409687,91.19593822270662,84.88529732316117,60.222228129402694,81.97187591376698,83.22390281506685,84.29782822509902,89.03745447779048,82.0463063877296,88.27188388846062,80.58162098939366,88.70251734495866,88.76099843164359,79.45718918631543,88.75302373800473,88.76099843164359,81.89744543980436,88.75834020043064,82.71086419096733,79.08769504771524,86.52542598155188
87.77712797065234,85.42718911159551,88.11739061087778,84.587165718539,65.69195597852092,87.13913552022967,87.49534797171567,87.7186453293636,88.26359721409963,80.4162900739008,84.07145515444734,85.36604816843001,88.36461268541656,88.34866287415599,82.47913233026742,88.34600457227923,88.34866287415599,75.29108405550534,88.4230953267053,82.10431176564411,78.01584347918549,84.37715987027487
88.33771964803148,90.16933833107372,89.15384001914028,83.59784140149401,60.56038493234442,88.02934843288938,88.68862482388282,88.46532153015923,85.25932424169923,86.52736794534385,83.51809022516416,91.06255150596805,89.74665709652551,89.73336523380387,88.14100007975118,89.81577478267805,89.73336523380387,74.00909163410161,89.75463221415849,84.39535316479251,83.45428928410027,84.39003641970386
85.33602722245853,89.52041684389621,90.94268396427053,85.309442790302,56.26595065929392,87.18630370055295,87.19427903019991,90.7406422798809,86.37547851977882,90.40301999149298,87.34846873670779,94.11952360697576,87.37771161207996,87.30859208847299,93.92014036580179,87.30593364525734,87.30859208847299,82.37186303700553,87.20491280306253,82.91950233943003,82.8078477243726,91.23511271799234
87.10354911604414,90.81217599361956,91.35185431343879,81.90881297354778,64.64442376711418,86.66489432407285,91.55390136913465,88.50192742257079,87.86122557490363,89.7009171872923,86.32460454605875,89.11604413133058,87.89046922770171,87.87451814435731,93.43081217599362,87.87185963046657,87.87451814435731,79.60122291638974,87.92237139439054,85.07510301741327,87.72564136647614,93.78971155124286
84.86467804540862,92.14919976604456,89.77508374541394,90.41580262668155,57.66469931408518,88.77545594725368,91.47126070080289,88.57606210453555,89.06524166533737,89.12373052586803,87.40096772478333,91.08842452278407,89.49859095017813,89.38958898282554,92.82713883128622,89.37895464454725,89.38958898282554,83.58058169830382,89.39490615196469,85.41500505131069,87.44882224703568,92.97070239804329
86.46744476643714,85.5395740834286,90.34908143461037,91.90173610187966,65.11046712572781,87.7728444952543,90.71863451466248,89.28827798899317,90.67875468587988,92.41219791029697,88.70869114401935,92.09050062478399,91.04564911067982,91.05096642118417,90.96588945311461,91.04299045542764,91.05096642118417,87.12944992422833,91.0270385239146,84.60638608991572,89.84925424720177,93.56339563448807
88.43188344145486,86.9057747527385,89.47410400935871,94.26512815059024,66.44687865574816,87.60236094863342,89.3757311496331,90.56684037009465,91.28735509943635,91.68882271615442,90.56152291821759,92.28969477826226,90.94437945336594,90.92045091991918,92.33223439327874,90.91779219398065,90.92045091991918,86.97490162714027,90.96299053493566,83.17824098691906,89.09124747421036,93.53929596937148
91.14886602323789,91.12227805695143,87.979580441892,93.39289037781501,74.80790194358033,86.93467336683418,90.01090106617745,90.22094599984047,91.15152481986652,90.54266039190662,91.8507883332004,95.69806705485098,91.14886602323789,91.11164287043684,92.47560554093218,91.11696046369413,91.11164287043684,85.52551115365186,91.15684241312383,84.51782723139507,87.98489803514929,92.87442503522905
93.93512363733049,92.01808029779313,88.73703802180272,93.88992289284765,78.38074980058495,92.7997872906142,88.44722148364797,91.49428343525658,91.07418239829832,90.15687317202871,92.83967030045201,95.52512629619783,91.15926615261898,91.11406540813613,91.12470087742622,91.10342993884605,91.11406540813613,87.92874235575644,91.14597181600638,83.99361871842595,89.17043339537356,91.37197553842063
