mcvopt : rwll : avg,mcvopt : rwll : std,random : rwll : avg,random : rwll : std,unc : laplace : avg,unc : laplace : std,unc : rwll : avg,unc : rwll : std,unc : rwll0010 : avg,unc : rwll0010 : std,uncnorm : rwll : avg,uncnorm : rwll : std,uncnorm : rwll0010 : avg,uncnorm : rwll0010 : std,uncnormdecaytau : rwll0010 : avg,uncnormdecaytau : rwll0010 : std,uncnormdecaytaukde : rwll0010 : avg,uncnormdecaytaukde : rwll0010 : std,uncnormkde : rwll0010 : avg,uncnormkde : rwll0010 : std,uncnormprop : rwll0010 : avg,uncnormprop : rwll0010 : std,uncnormprop++ : rwll0010 : avg,uncnormprop++ : rwll0010 : std,uncnormprop++decaytau : rwll0010 : avg,uncnormprop++decaytau : rwll0010 : std,uncnormprop++decaytaukde : rwll0010 : avg,uncnormprop++decaytaukde : rwll0010 : std,uncnormprop++kde : rwll0010 : avg,uncnormprop++kde : rwll0010 : std,uncnormprop++switchK : rwll0010 : avg,uncnormprop++switchK : rwll0010 : std,uncnormprop++switchKkde : rwll0010 : avg,uncnormprop++switchKkde : rwll0010 : std,uncnormpropdecaytau : rwll0010 : avg,uncnormpropdecaytau : rwll0010 : std,uncnormpropswitchK : rwll0010 : avg,uncnormpropswitchK : rwll0010 : std,uncnormswitchK : rwll0010 : avg,uncnormswitchK : rwll0010 : std,vopt : rwll0100 : avg,vopt : rwll0100 : std,voptfull : laplace : avg,voptfull : laplace : std
3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8314520266803482,0.008213345609841896,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735,3.8340174448435094,0.0038481272447407735
7.098139833226428,1.1914028886951389,5.095574085952533,1.3224156153849993,5.989737010904426,1.5077171288243862,6.248877485567672,1.6488539848479682,7.302116741500962,0.9766502758892536,6.248877485567672,1.6488539848479682,6.481077613855035,1.4686051413464145,6.481077613855035,1.4686051413464145,6.481077613855035,1.4686051413464145,6.481077613855035,1.4686051413464145,6.574727389352148,1.409752051892715,7.042976266837717,1.218405817602584,7.458627325208468,0.5539934991182405,7.198203976908275,0.7813205998614345,7.599743425272611,0.052015740686884554,7.16484926234766,0.9007974745870851,7.223861449647208,0.9510836156070024,6.826170622193715,1.4707176927133891,7.5869146889031445,0.15481898490361087,6.481077613855035,1.4686051413464145,6.219371391917896,1.7514659901344016,6.150096215522771,1.146148341696837
10.165511932255582,1.679938066132315,7.341544778034385,1.5869559632609855,6.399794713882473,2.3040723310495914,8.605337439055685,1.3389541372312,11.046959199384142,0.7569055677369072,8.45008981267642,2.3614471199882785,10.42468565563254,0.9986167729478532,10.42468565563254,0.9986167729478532,10.42468565563254,0.9986167729478532,10.42468565563254,0.9986167729478532,10.520913523222992,1.4267938986782946,10.808314087759817,1.1765145793425127,11.354888375673596,0.21121475023292693,11.227867590454197,0.572023571126219,10.823710546574288,1.227368082642644,10.999486784706184,1.0972797726125196,11.231716705157814,0.4622215356857089,10.449063382088784,1.5966502263464173,11.267641775724917,0.5886559285168963,10.42468565563254,0.9986167729478532,8.521939953810625,2.667434946751924,6.1957916345907105,1.0914493377605132
13.246503272167327,1.8928616896634445,10.982933401770818,1.067088703762737,8.325420248941358,1.3872343006541201,10.533812395739767,3.2048461264193593,14.785063518542282,0.5947420377299008,9.906326190170665,2.8638201953970204,14.592583087386117,0.7064098838704027,14.592583087386117,0.7064098838704027,14.592583087386117,0.7064098838704027,14.592583087386117,0.7064098838704027,13.59681765687155,1.3297994278490606,14.089567560631338,1.1902009298162504,14.871038111125369,0.9911353008942717,14.511741306300525,0.9068613601331529,13.985628127807004,1.53411666596215,14.256383934300013,1.3281738646251093,14.854356473758504,0.6051277823923462,14.291030411908121,1.3957101015870115,13.732837161555242,1.5396915960882855,14.592583087386117,0.7064098838704027,10.538945207237264,2.893217291284642,6.29667650455537,1.6055739778320528
15.793121149897331,2.3489146514154546,13.218685831622178,2.336194303441801,10.46329568788501,1.7476436468362697,13.153234086242302,3.188854363380403,16.7055954825462,1.6323209414083484,11.0805954825462,4.171667920215227,16.65682751540041,1.6570899338401563,16.65682751540041,1.6570899338401563,16.65682751540041,1.6570899338401563,16.65682751540041,1.6570899338401563,16.83521560574949,1.439899507906152,16.61575975359343,1.5596696797825274,17.620636550308014,1.6492446566164722,17.256160164271048,1.052740078108854,17.227926078028748,1.674085954672306,15.943275154004104,2.475509565818563,17.79774127310062,1.0040790876031902,17.420431211498975,1.5292357072414526,16.803131416837783,1.9356658935678723,16.65682751540041,1.6570899338401563,13.286704312114988,3.2589352175677266,10.197638603696099,1.4088570315764546
17.27506096778334,2.727072379387184,14.716981132075471,3.030023647976223,11.583878834552689,2.7224094869633517,15.284302400205368,3.64425443503705,18.615068668977024,1.2914663010869385,11.736619175972276,4.673302785743065,18.597099217045308,1.291101414497272,18.597099217045308,1.291101414497272,18.597099217045308,1.291101414497272,18.597099217045308,1.291101414497272,19.789500705942757,1.2657580773754458,19.18624053394943,1.792950801871964,20.903606725709157,2.172639152331984,19.71762289821589,1.8619873263511388,19.620074444872287,1.42449185892248,18.978308304453854,2.628272976709669,20.79964061096137,0.8962190047672388,20.61352843024002,1.9849070408189848,19.830573738929534,2.0543574708012198,18.597099217045308,1.291101414497272,17.576691053780003,3.1030926586126846,13.790270825311257,1.5779639577847513
20.057766367137354,2.33163524404511,15.664955070603337,3.9688834124266075,12.774069319640565,3.2693142876223873,17.525032092426187,3.8574948897469103,21.351732991014124,1.1634722170791063,11.912708600770218,5.177642099209343,21.33889602053915,1.167586506651104,21.33889602053915,1.167586506651104,21.33889602053915,1.167586506651104,21.33889602053915,1.167586506651104,22.365853658536587,1.937081830720569,22.4403080872914,1.5725728950378683,23.62387676508344,1.840814852201463,23.37227214377407,2.132529911847157,22.617458279845952,1.2800776961247187,21.930680359435172,3.0108276181051368,24.52374839537869,0.9965359278888907,23.34017971758665,2.166573358841205,22.62259306803594,2.23017785700063,21.33889602053915,1.167586506651104,20.73555840821566,3.106271272216168,15.732991014120667,1.528529074987123
23.309795865964823,2.1485051291521255,17.51957889331108,4.358835605475245,14.024906920015406,3.555236723624497,19.229682886121456,3.8748507766457285,23.52291693413789,1.8856762264250142,13.298241109256642,5.293475623335059,23.602516369238668,1.8900278034803597,23.602516369238668,1.8900278034803597,23.602516369238668,1.8900278034803597,23.602516369238668,1.8900278034803597,23.393246886634998,2.5053895544723317,24.859417126717165,1.6063677290650729,25.620747207600466,2.31447357148996,25.303633329053792,3.6299406643817695,24.43189112851457,2.949251732768009,23.83361150340223,3.2033225509652867,26.344845294646298,1.8490285251830845,25.362690974451148,2.230716902908044,26.036718449094884,2.3800458114181215,23.602516369238668,1.8900278034803597,23.47027859802285,3.6985448597029698,18.47092052895108,1.703264740252898
26.105546995377505,2.5726361908615383,19.69054956343092,3.8718685784555946,15.345403184386234,4.244571451343527,20.12198253723678,3.5817231668531964,26.863122752953263,1.793077439806753,15.048793014894713,5.874836850824181,27.212378017462765,1.7756195258217609,27.212378017462765,1.7756195258217609,27.212378017462765,1.7756195258217609,27.212378017462765,1.7756195258217609,26.04134565998973,2.4983903265941447,27.59116589625064,1.3815888706713646,26.732152028762197,2.094549847702611,27.6874678993323,2.9265898290051515,26.991525423728813,1.2858416808005275,26.53184386235234,2.343016630116221,28.324345146379038,1.1597746895233623,27.298407806882388,2.7916996736916775,27.214946070878277,1.490934163456244,27.212378017462765,1.7756195258217609,27.09809964047252,3.78153255600394,22.42039034411916,1.6853304222621315
28.58353666367022,3.982157023441536,19.56979581353538,3.3051881184771847,16.59946063952742,3.749290575903824,22.288429433671507,3.6679093018120326,28.403749839476053,3.408220316483328,15.596506998844225,5.178564532964924,28.808270193912932,3.5167068235517513,28.808270193912932,3.5167068235517513,28.808270193912932,3.5167068235517513,28.808270193912932,3.5167068235517513,27.852831642481057,2.0859197352370304,28.525748041607805,2.155078983293199,28.76974444587132,1.3341514693091023,28.39604468986773,2.978913767003418,28.943110312058558,1.9498477835171115,28.66700911776037,2.5887726061442753,29.730319763708746,1.950309949142978,27.963272120200333,3.537234609108125,29.316810068062146,1.7644479496794743,28.808270193912932,3.5167068235517513,26.05496340053936,4.073489159779903,22.469500449467056,1.6649191240322336
