random : rwll,uncnormprop++switchKkde : rwll0010,uncnormswitchK : rwll0010,uncnormprop++ : rwll0010,unc : rwll0010,uncnormprop : rwll0010,unc : rwll,uncnormprop++kde : rwll0010,unc : laplace,uncnormpropdecaytau : rwll0010,uncnormprop++decaytaukde : rwll0010,vopt : rwll0100,uncnormprop++decaytau : rwll0010,uncnormkde : rwll0010,uncnormprop++switchK : rwll0010,mcvopt : rwll,voptfull : laplace,uncnormdecaytaukde : rwll0010,uncnormdecaytau : rwll0010,uncnorm : rwll,uncnormpropswitchK : rwll0010,uncnorm : rwll0010
3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8353001539250897,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867
3.9127645926876204,7.620269403463759,7.581783194355356,5.439384220654266,7.556125721616421,6.093649775497114,3.8357921744708148,7.568954457985888,6.966003848620911,7.055805003207184,5.285439384220655,7.517639512508018,5.7985888389993585,7.581783194355356,7.376523412443874,7.658755612572162,7.363694676074407,7.581783194355356,7.581783194355356,3.8357921744708148,7.607440667094291,7.581783194355356
7.6725686425455475,11.457531434436746,11.496022581472928,10.726199640749295,11.419040287400565,11.419040287400565,7.64690787785476,11.419040287400565,5.183474467539133,11.23941493456505,11.188093405183475,11.123941493456504,11.419040287400565,11.496022581472928,11.354888375673594,11.47036181678214,7.377469848601488,11.496022581472928,11.496022581472928,4.195535026943803,11.36771875801899,11.496022581472928
11.446169639419992,15.33427434877454,15.321442320030798,14.83382522776851,15.270114205055819,15.116129860130886,4.542538175285513,15.257282176312074,7.609393045040421,15.116129860130886,15.128961888874631,11.29218529449506,15.257282176312074,15.321442320030798,15.282946233799564,14.885153342743488,3.9779289105607596,15.321442320030798,15.321442320030798,4.298729629154369,15.231618118824587,15.321442320030798
15.310574948665298,19.019507186858316,15.33624229979466,15.349075975359343,15.284907597535934,18.929671457905545,9.317248459958932,19.070841889117045,11.447638603696099,17.94147843942505,17.46663244353183,15.002566735112936,19.070841889117045,15.33624229979466,11.678644763860369,18.852669404517453,8.906570841889117,15.33624229979466,15.33624229979466,5.3773100616016425,18.68583162217659,15.33624229979466
18.765241945834937,22.834039276087793,19.073289693235786,19.02194840200231,19.073289693235786,22.731356693620846,13.68245411372096,22.84687459889616,15.030163008599667,22.371967654986523,21.57617764086767,18.829418559876782,22.821203953279426,19.073289693235786,13.733795404954435,21.024258760107816,14.041843152355282,19.073289693235786,19.073289693235786,8.458477730714927,22.436144269028365,19.073289693235786
21.373555840821567,26.63671373555841,22.82413350449294,22.63157894736842,22.82413350449294,26.585365853658537,17.753530166880616,24.78818998716303,14.78818998716303,26.354300385109113,26.07188703465982,20.911424903722722,24.77535301668806,22.82413350449294,16.14890885750963,22.34916559691913,14.890885750962774,22.82413350449294,22.82413350449294,5.096277278562259,25.45571245186136,22.82413350449294
20.785723456156116,28.116574656566954,24.77853382975992,24.26498908717422,24.77853382975992,22.41622801386571,22.57029143664142,28.604442162023368,14.379252792399537,30.068044678392607,30.09372191552189,24.496084221337785,28.591603543458724,24.77853382975992,20.464757992040056,24.701502118372062,17.3321350622673,24.77853382975992,24.77853382975992,7.7416869944793945,29.182179997432275,24.77853382975992
21.1864406779661,30.17462763225475,28.62095531587057,26.37390857729841,28.59527478171546,26.707755521314844,19.04211607601438,28.03030303030303,15.190035952747817,32.76836158192091,32.164869029275806,27.863379558294813,26.412429378531073,28.62095531587057,24.537750385208014,26.900359527478173,21.1864406779661,28.62095531587057,28.62095531587057,12.621982537236775,27.04160246533128,28.62095531587057
19.121612944651343,34.005393604725825,32.37447027096443,30.011557724412484,32.37447027096443,28.907152947219725,21.240529086939773,29.626300243996404,15.179144728393476,32.99088223963015,24.887633234878646,27.661487093874406,30.21702838063439,32.37447027096443,26.569924232695517,30.332605624759214,21.202003338898162,32.37447027096443,32.37447027096443,13.599589058687556,30.692179273147552,32.37447027096443
20.883637297713847,36.42435139994863,32.41715900333933,33.71435910608785,32.39147187259183,29.437451836629847,24.05599794502954,31.620857950166965,16.18289237092217,35.281274081685076,28.101721037760083,31.518109427176984,30.375032108913434,32.41715900333933,25.21191882866684,30.721808374004624,21.25610069355253,32.41715900333933,32.41715900333933,18.22501926534806,31.620857950166965,32.41715900333933
21.245985870263326,31.63776493256262,36.19781631342325,33.744380218368654,36.17212588310854,33.436095054592165,25.908798972382787,31.946050096339114,19.383429672447015,32.999357739242136,30.224791265253693,35.067437379576106,32.08734746307,36.19781631342325,28.978805394990367,29.38985228002569,22.594733461785484,36.19781631342325,36.19781631342325,19.576107899807322,34.65639049454079,36.19781631342325
