voptfull : laplace,uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,unc : laplace,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897
7.633098139833226,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.556125721616421,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295
8.160123171670516,11.496022581472928,11.496022581472928,11.496022581472928,11.496022581472928,11.36771875801899,11.200923787528868,11.496022581472928,11.496022581472928,11.496022581472928,11.496022581472928,11.47036181678214,11.3420579933282,11.496022581472928,11.496022581472928,11.316397228637413,11.496022581472928,11.496022581472928,10.867333846548627,11.496022581472928,11.496022581472928,11.508852963818322
7.891697677402798,15.321442320030798,15.231618118824587,15.321442320030798,15.321442320030798,11.856794559219813,14.936481457718465,15.295778262543308,15.308610291287053,15.321442320030798,15.321442320030798,15.180290003849608,13.832926985756448,15.321442320030798,15.321442320030798,15.116129860130886,15.321442320030798,15.321442320030798,14.667008854099834,15.321442320030798,15.321442320030798,14.525856537918646
11.678644763860369,18.634496919917865,18.878336755646817,18.544661190965094,18.878336755646817,14.078542094455852,14.989733059548255,18.37782340862423,18.788501026694046,18.82700205338809,18.8911704312115,18.121149897330596,17.33829568788501,18.82700205338809,18.82700205338809,18.352156057494867,18.82700205338809,18.82700205338809,15.182238193018481,18.82700205338809,18.59599589322382,18.429158110882955
15.505069952509306,22.705686048004107,20.947246823257604,22.654344756770634,22.667180079579,15.492234629700937,18.829418559876782,22.41047362341163,20.100115517905277,20.15145680913875,22.769862662045952,21.909896033885254,15.505069952509306,20.15145680913875,20.15145680913875,21.64035425490951,20.15145680913875,20.15145680913875,19.52252599152869,20.15145680913875,20.087280195096906,22.50032088307021
19.191270860077022,25.802310654685495,21.335044929396663,25.802310654685495,25.725288831835687,19.293966623876766,22.45186136071887,25.956354300385108,22.053915275994864,22.118100128369704,25.8408215661104,25.76379974326059,19.396662387676507,22.118100128369704,22.118100128369704,25.378690629011555,22.118100128369704,22.118100128369704,23.388960205391527,22.118100128369704,22.130937098844672,26.44415917843389
22.981127230709976,26.293490820387728,22.51893696238285,29.426113750160482,26.26781358325844,23.032481704968546,26.088072923353447,29.759917832841186,22.506098343818206,22.146617024008215,29.46462960585441,29.374759275901912,19.322120939786878,22.146617024008215,22.146617024008215,29.19501861599692,22.146617024008215,22.146617024008215,25.20220824239312,22.146617024008215,22.73719347798177,26.948260367184492
26.694915254237287,29.943502824858758,24.422187981510014,30.225988700564972,29.982023626091422,25.19260400616333,27.11864406779661,29.455572675911657,26.50231124807396,25.847457627118644,29.609655880842322,32.960965588084235,22.701592193117616,25.847457627118644,25.847457627118644,32.85824345146379,25.847457627118644,25.847457627118644,25.3723677452491,25.847457627118644,26.52799178222907,28.3256291730868
26.441505072556826,33.67150378836522,27.54590984974958,30.705021189161425,33.607294208295876,29.587774495954797,27.533067933735712,31.07743675356363,30.06292538846796,29.574932579940928,33.26056247592141,33.67150378836522,22.15230512392449,29.574932579940928,29.574932579940928,36.56093489148581,29.574932579940928,29.574932579940928,25.542570951585976,29.574932579940928,30.101451136509567,31.97637087453448
