mcvopt : rwll : avg,mcvopt : rwll : std,random : rwll : avg,random : rwll : std,sopt : rwll0010 : avg,sopt : rwll0010 : std,soptfull : rwll : avg,soptfull : rwll : std,unc : rwll : avg,unc : rwll : std,unc : rwll0010 : avg,unc : rwll0010 : std,uncnorm : rwll : avg,uncnorm : rwll : std,uncnorm : rwll0010 : avg,uncnorm : rwll0010 : std,uncnormdecaytau : rwll0010 : avg,uncnormdecaytau : rwll0010 : std,uncnormdecaytaukde : rwll0010 : avg,uncnormdecaytaukde : rwll0010 : std,uncnormkde : rwll0010 : avg,uncnormkde : rwll0010 : std,uncnormprop : rwll0010 : avg,uncnormprop : rwll0010 : std,uncnormprop++ : rwll0010 : avg,uncnormprop++ : rwll0010 : std,uncnormprop++decaytau : rwll0010 : avg,uncnormprop++decaytau : rwll0010 : std,uncnormprop++decaytaukde : rwll0010 : avg,uncnormprop++decaytaukde : rwll0010 : std,uncnormprop++kde : rwll0010 : avg,uncnormprop++kde : rwll0010 : std,uncnormprop++switchK : rwll0010 : avg,uncnormprop++switchK : rwll0010 : std,uncnormprop++switchKkde : rwll0010 : avg,uncnormprop++switchKkde : rwll0010 : std,uncnormpropdecaytau : rwll0010 : avg,uncnormpropdecaytau : rwll0010 : std,uncnormpropswitchK : rwll0010 : avg,uncnormpropswitchK : rwll0010 : std,uncnormswitchK : rwll0010 : avg,uncnormswitchK : rwll0010 : std,vopt : rwll0100 : avg,vopt : rwll0100 : std,voptfull : rwll : avg,voptfull : rwll : std
42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702,42.63554152320814,7.408470852038702
41.23349905708897,5.725737420720674,39.55254585976341,6.612769233465369,41.51165780901766,7.529295901156524,42.256700382879025,5.202720948595125,39.574118521058345,6.396800286167946,39.28224469969713,6.707717511144808,40.91248071318361,4.5169888009948425,38.05146008343334,3.222262191763845,38.05146008343334,3.222262191763845,37.961169209669116,4.467971939455136,37.961169209669116,4.467971939455136,42.63872221269786,5.828386466011385,38.28475912909309,7.844842396208013,40.7484713412195,4.856862883278221,40.703040173724226,6.700447038640278,43.656066060917766,8.180579961562202,41.90082290416595,4.904149573610621,40.25387164980856,4.989126455707552,43.37090690896622,6.195805618251311,40.6903251614378,3.422176850398621,38.05146008343334,3.222262191763845,41.2603577347277,6.217139268662618,42.256700382879025,5.202720948595125
48.07029073505251,4.589170335682422,42.460890063575974,8.278999200902815,45.10279305664691,10.314953799399555,44.51017929852132,5.044383506907585,46.15286806200443,9.2551035432051,47.50125008929209,3.6862119783416536,44.45831845131796,8.909596328955569,48.693335238231306,2.053694985536346,48.6897635545396,2.0461385719961904,48.78605614686764,2.151814170396272,48.303021644403174,2.3609422969471705,47.35823987427673,7.850664886915736,46.27130509322095,3.2681310457999646,46.81905850417887,3.6593546124004757,49.01764411743697,7.169291239993462,49.71140795771127,5.398562826663154,47.67769126366169,4.030655892458009,47.75426816201157,3.466560078949073,44.665476105436106,5.0029679468036985,44.992928066290446,7.347762994091545,48.693335238231306,2.053694985536346,45.59297092649476,6.271208754010698,44.51017929852132,5.044383506907585
52.52964539817698,6.163407959597313,44.760122296196826,7.034662187544355,49.89241935023002,7.746555384600492,44.478383861473844,7.684994644398514,48.90576335114438,9.790351250401363,51.718433008543585,6.559779859559301,47.89696259679401,12.232871447362209,55.26516558562163,5.203937111039556,54.29308226419407,5.19049033367826,54.42780809783695,5.403062675351763,54.83427150898649,6.140232475901944,48.42315055576192,10.468184020547586,55.099579963996916,4.807638200150382,52.543932337057456,6.98776602788645,55.423607737806094,8.10075415865165,52.82267051461554,8.558080674689192,53.7168900191445,4.678953820868261,52.86595993942338,6.791402815436103,47.328913906906315,7.744663143077944,44.78541017801526,9.642884477614302,55.26516558562163,5.203937111039556,47.25476469411663,6.4891049996128,44.478383861473844,7.684994644398514
52.776991984912776,6.409072687162377,44.04440444044405,7.978039667863231,52.14164273570215,7.789940360699261,49.03790379037903,5.535709356586915,50.28702870287029,10.094820946430156,58.75030360178876,5.539483095901281,48.14981498149815,10.736077029658068,61.53243895818152,4.070789059677277,60.58305830583058,3.815317508959961,61.522295086651525,4.228760613329746,61.255696998271254,4.494944996369289,47.17743202891718,10.767409136158431,60.403468918320414,4.451727345276708,56.67223865243667,6.679614450531609,60.7872215793008,5.60806444542905,58.168388267398164,6.6424372981274455,57.55504121840757,5.647595666266579,56.55208377980655,8.446331974290983,47.486748674867485,4.728690387084931,46.62766276627663,10.694460222858343,61.53243895818152,4.070789059677277,49.77883502635978,4.368167047310434,49.03790379037903,5.535709356586915
55.30232026517316,5.404035751283929,48.7348554120471,7.5462750193844075,54.414218767859175,8.910764497414664,53.42710595496628,4.5478916418817645,51.44516516173277,11.442177082941921,61.514030174877135,6.249771182697934,49.435506915076004,10.418497820170154,60.96339581666475,5.7814024837786535,62.29611955652075,4.132690718969649,62.78274659961139,4.552770867951017,61.536889930277745,5.392515557201757,48.08378100354326,11.501556214353753,63.76671619613671,3.2331288070791677,59.77740313178649,6.6475302455234555,62.11152703166076,5.681648648726834,62.02080237741457,6.877469588524968,59.36535604069038,7.6983424988039975,62.47328266087552,8.780670716852953,49.28263230083438,8.264046673079012,50.22288261515602,11.166155268073666,60.96339581666475,5.7814024837786535,51.555606355012,5.51686312311987,55.0257172248257,5.812563283599495
57.55911474332415,6.691159751419976,47.829149462073694,11.115862718825218,55.81803374719608,8.870169253892104,54.378705833607185,3.2998962647677175,53.20912688774272,11.634905794382222,63.60960694946495,6.363683541653728,52.36187509822692,9.965947405640494,61.63020959837693,5.80510909348803,62.59761969396065,4.686254044524802,64.1519623951651,5.16546458762636,62.23671614921919,6.4730623951817545,52.55432841365318,10.07049704580558,68.14190395908045,4.78073548249809,62.44374276692717,6.319709363639533,63.32442742638339,8.813404192849179,62.571330599648526,6.142595820236358,59.58737551970967,6.69323629403988,63.44187109771256,6.165193037409483,50.972839365061226,7.388757180311609,55.47841865382692,8.200894256020236,61.63020959837693,5.80510909348803,52.6484833764341,7.748103025822819,54.67988741409611,3.674227639007839
58.35519359908558,6.326129962572188,48.74710672953279,11.112502678802544,54.63466209458494,7.947749863857438,53.88912701814545,3.7456325660060004,54.28818402628947,11.947324812201286,64.79054150592943,5.718449992793305,52.89769967138163,9.60940379729946,62.39705672238891,5.354223700457256,61.945849407058155,5.441237851294972,64.28346906700958,6.0371583487829685,63.27875410772968,6.238307802769926,55.49621374482069,10.8722054591164,67.4654950707244,3.959337509706998,64.86340905843693,6.549819358734668,66.64366338048292,6.720124003916505,63.68866980997285,8.222897768751977,59.45706529504215,7.090444434067603,64.70152878982712,4.849032017958282,55.597085297899696,7.203911268745007,56.483069009858546,9.127461959803151,62.39705672238891,5.354223700457256,54.75639377053865,7.554147630822569,55.327046720960155,4.869590983779397
60.68596493734729,4.892933981455071,53.03176213404964,11.884335539489445,57.28614496563746,6.067099271163012,55.705468002114614,5.1112147342810585,54.1879438197431,10.922912254467965,65.20324622440668,5.912071456750678,54.32853734158225,9.605804759943842,64.91248624783896,4.787118536901349,64.8596207975539,4.1807982847593905,66.79235308405607,4.834323710763109,65.79876837788795,5.244247477288139,55.959079283887476,8.589854724275629,68.32245067081969,4.983078682167532,64.57600480075442,4.221153306768139,66.78406606752489,5.2443766685015625,65.61745417136979,2.688492796612,61.33949620654674,3.653564880060594,64.43898326879938,5.109493467111653,58.13942190915715,6.319400197398668,57.75921930589093,7.084765452527088,64.91248624783896,4.787118536901349,58.74894626298418,3.1913740583954424,57.15012359084999,5.42387210806735
62.609018688918106,2.9070666934497487,53.949105560953306,7.205380201136205,56.77887637880781,6.4943597380716,57.240241184203,4.5557016201129,58.085100302909076,7.485679468267359,66.86531976910328,4.704876609538321,56.358518603189125,9.412758307412508,67.70474938560896,3.4273486627942282,66.6517117220095,3.5239340909503416,68.2312682174087,4.559032647464596,68.1755443790364,4.8703341993416345,58.08595759273019,9.30312025618619,68.3259987426416,3.708653997862653,63.71220780705264,6.160756541503885,68.2208378579185,4.4329634333534385,67.48342573012516,4.2575044368924155,63.44573355432359,4.32123707963225,65.73669771960908,4.0577095791522995,61.99819969137567,5.776891139175559,57.09921700863005,7.0905429184259825,67.70474938560896,3.4273486627942282,58.208692918786085,3.828138157463463,58.059524489912555,4.7639812989441195
