random : rwll,uncnormprop++switchKkde : rwll0010,uncnormswitchK : rwll0010,uncnormprop++ : rwll0010,unc : rwll0010,uncnormprop : rwll0010,unc : rwll,uncnormprop++kde : rwll0010,uncnormpropdecaytau : rwll0010,uncnormprop++decaytaukde : rwll0010,vopt : rwll0100,uncnormprop++decaytau : rwll0010,uncnormkde : rwll0010,uncnormprop++switchK : rwll0010,mcvopt : rwll,uncnormdecaytaukde : rwll0010,uncnormdecaytau : rwll0010,uncnorm : rwll,uncnormpropswitchK : rwll0010,uncnorm : rwll0010
45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624,45.195746855154624
40.36449462260937,49.79804370042338,49.4914594384155,43.52766557983357,49.333300890554284,43.61526108326439,48.67876782325174,46.904958878777556,48.48897756581829,45.92194267360942,51.89060294904861,45.94384154946713,49.272470679838435,51.574285853326195,40.80490534819213,49.73234707285026,49.53769039855954,49.06321475497591,42.04340843836683,49.4914594384155
46.716305326422855,51.037788646373215,51.06942112562961,48.027836581745625,51.02805557583279,51.23974986008711,51.473343553057404,51.874832712850086,50.03041584543884,44.52879772246149,53.874978708908195,49.363700513419474,50.923425067523176,53.51728836654743,42.74034601065771,51.46604375015208,51.512275835219114,47.09102854222936,43.8888483344283,51.06942112562961
45.34261241970022,50.82976445396146,54.18288884562975,48.763869963013434,53.83005645318279,52.55255985984037,48.19203815456492,53.95415612225034,52.14132762312634,47.790539225228734,56.769515281292584,52.46739342028421,53.99308935176173,51.92962818765817,45.23797936538836,54.58195444812147,54.50408798909869,47.06297449873467,49.885633638310296,54.18288884562975
47.76736829297968,53.07458328263779,56.1868840491544,54.40807884170824,55.50553595327899,57.50577929188466,52.356734395911914,54.490813967635965,56.55189195765908,54.906922983331306,56.354787687066555,60.255505535953276,56.20635113760798,55.56880399075313,43.59411120574279,56.63219369753011,56.38642170580363,40.39420854118506,49.69704343594111,56.1868840491544
51.14615272302526,58.05713729498223,60.49544945734171,57.60208302915267,60.232637367985596,57.92329780503236,53.43602472380396,59.75568209470969,57.480410765561885,57.40254051686377,61.64403562563878,62.53954348566701,60.73636053925147,56.76984474619166,43.960188835353094,62.21346181924368,61.94578283934394,42.61206015476712,53.73533849223731,60.49544945734171
51.9893899204244,59.216898255177284,63.54853624704938,63.38792495072153,64.21288297276908,58.00988002822865,54.76115153432458,63.31005280704743,58.21186090088336,61.51412649356338,62.18334022826272,64.34672571970896,64.31265665685153,55.486335872289686,47.80619570243107,66.08668142992724,66.02341031319203,43.97585963546103,53.84858735064366,63.54853624704938
51.107271488367566,63.52818066776988,63.954054317142024,66.57256886985301,64.49430546091696,60.86586196826633,56.22018884454395,64.15604010512995,58.48827022291444,66.79402316752653,67.07388299425679,65.77922710016549,64.73522826827606,57.76063467341575,51.732697362016935,66.14912878419157,66.14426165677017,44.59262143482916,53.3218144651027,63.954054317142024
54.07266798082305,64.45450341924023,65.69565111581612,68.20958360711592,65.45958969117325,63.8387968168212,58.19522523180258,63.14034703463045,63.19388673918863,68.39210532720061,66.79808230512765,70.66754277092308,66.51334842179553,60.00584069504271,57.15363461585262,66.50361393005768,67.79586770825728,45.66206711932053,57.76204034946825,65.69565111581612
54.529082501825265,64.60939401314188,65.95765393039669,69.3258700413726,65.78972986128012,62.70382088099294,58.972986128011684,64.67023606716963,62.2195181309321,70.76174251642736,66.8800194694573,72.4701873935264,67.05281090289608,62.5699683621319,60.357751277683136,67.76587977610124,68.71258213677294,48.41567291311755,56.95546361645169,65.95765393039669
52.16237922558349,65.10014845822482,66.71615274160968,69.3080873226411,67.22237095086277,62.36218939375502,57.9984910803378,64.24103774732897,62.0677066854876,73.37973666918154,68.68991700941858,71.38893621163815,67.36596169291052,62.9292511377741,59.80919467497384,69.02577332132688,69.3810995643603,51.28379858356251,57.63829735452311,66.71615274160968
54.015771028037385,66.98306074766356,67.91033878504673,67.1558605919003,68.30948208722741,61.45103193146417,59.535630841121495,66.64963006230529,65.01654984423676,73.08703271028037,67.42114485981308,71.82389018691589,67.57447429906541,66.10689252336448,60.72332554517134,70.33683800623054,69.35845015576324,49.25282320872274,57.40118769470405,67.91033878504673
57.704383381604885,66.89707206659041,68.34035096259157,67.23051086718426,68.85876311242,62.396865188502446,59.1598315768978,66.22289288582763,65.69717915642417,73.22023997858203,66.85326258914012,71.35833718694478,67.95336724511402,67.88765302893859,61.8176065422153,71.18553313700197,70.52352325553095,53.71772093362864,56.691897680531554,68.34035096259157
58.45543494134255,67.92338022684126,68.84826948352237,66.0443946843207,69.11113274594753,62.135520615294745,63.82952830647909,66.58959256194323,67.40495545928053,74.36353015625761,67.71406318453974,73.86944457966217,68.96509760015577,68.24952538577618,62.432458745071315,72.44560190819257,71.30652777101689,55.59314608382417,61.20819743951711,68.84826948352237
59.91481075818425,70.90422295241572,69.23207983448947,66.84191310697335,70.17402945113788,62.64086649628818,65.52999878301083,67.0926128757454,72.19179749300231,75.42655470366314,67.44310575635876,75.15881708652793,69.13958865766095,68.52135815991238,64.75599367165633,73.5134477303152,71.95326761591822,57.381039308750154,60.3042472921991,69.23207983448947
60.295978969915296,71.59964949858826,71.21993963586797,69.19968844318956,71.1006717943725,62.12880926881511,65.85532080615324,66.75591471132314,71.92094245935158,77.37805471716483,66.99688443189562,75.25070587089864,69.61590886963295,68.08003115568104,64.24885600233668,74.64706455067666,73.57608801479896,57.304546782202316,63.28741115762828,71.21993963586797
60.69663851228002,70.53038969890223,71.23140958547332,69.38879828639584,72.99369568921452,62.34695616191612,65.53075481342648,67.47072998563883,75.11379402672638,78.61159116909671,67.6557213445951,76.82496409707178,71.11213884088309,67.83341041306623,66.74536913078403,76.6764841905411,75.31825816030961,57.07226833483436,63.822018839909454,71.23140958547332
60.646998685555715,72.12404459373936,72.75692517404217,69.74100579329146,74.35859987342388,63.88686042549048,65.71004332797818,68.56530840757509,73.90341268682148,77.96115086899373,67.46993817243562,78.08285867289811,72.64738815052822,67.85210067669539,66.71534978822842,75.07424176038168,75.665741687357,57.570225402852834,61.70829073560197,72.75692517404217
62.61045252062998,73.22119714709963,73.35264477495679,70.72369221781359,74.30442296925587,63.496506901000465,66.51493391105377,69.59178208904359,72.77086731092233,78.35252306419027,67.52026484262798,78.54726029064531,71.07421922543269,68.58645115746938,68.58645115746938,75.75034687568463,77.5833110196928,57.364718482997006,62.79545288576227,73.35264477495679
62.723953261927946,73.08179162609542,73.42015579357351,69.28432327166504,75.09250243427459,63.92648490749757,65.15092502434274,70.42112950340798,72.83349561830575,78.70253164556962,69.85150925024342,78.36416747809153,72.05209347614411,69.5715676728335,68.93622200584225,75.89094449853944,77.44401168451802,57.721518987341774,65.27750730282376,73.42015579357351
63.319457630419436,74.02809221256604,74.60989800141192,70.27921809196913,76.19221500036515,67.38966381849608,63.363275639621214,72.00516078775043,72.61617858273084,78.3076511112734,71.75199006791792,79.60028238272596,73.1298230239295,70.81477153776869,70.43501545801992,76.65230409698385,77.36556391343508,57.834903478663065,66.59120231748582,74.60989800141192
62.94853692974341,74.21977700959151,73.64039145041141,71.30093967573883,75.9457617216028,66.91416329908954,66.04751935342519,72.53274258727299,73.50406543648668,80.3520132430985,71.02098446857198,80.5199863673986,73.22411022931983,72.30634402843371,70.08861190905107,78.13671551682165,78.80617362091631,58.405959394323,67.67369394809874,73.64039145041141
63.052316381429996,74.12664021228424,74.63787520997151,73.26240962095576,75.76746110962338,70.20960634905178,64.11130316235362,71.69705674708474,75.180758088468,80.19816442291307,73.10173576453977,79.59685468753804,72.5905007668525,71.69949119945468,70.79630937020717,77.1404922462692,78.29198821725053,60.56917496409183,67.63882464639579,74.63787520997151
62.24802804557406,74.0578439964943,74.88314344142564,74.03593339176162,76.46801051709028,67.24851494790146,63.53345018989191,71.37257766092122,74.13331385724024,80.72110234686922,73.09621189989288,78.85870094459051,73.55633459927938,71.83513487194469,70.07741747005551,77.69500438212094,77.81429545233226,60.341805433829975,67.81819067095141,74.88314344142564
62.21059038344492,74.26902008520999,75.89531345100426,73.04930006086427,76.86427267194156,68.40170419963482,64.29214850882532,71.72002434570906,74.65611685940353,82.1472915398661,74.1253804017042,79.84175289105295,74.39561777236761,71.64942178940962,69.86244674376141,79.10164333536214,78.29336579427876,64.42604990870359,67.81253804017042,75.89531345100426
61.6350976286702,75.40780055509568,75.32258849880704,73.13872522763792,77.63792179967862,69.35530992842187,64.96080245410722,71.13015532940547,75.59039781857136,81.20222038272387,74.84783561377027,80.24784535229098,74.33656327603838,71.04250864293714,71.43935336222428,79.01592248137509,78.22466767298047,65.58163314992453,69.18001655548522,75.32258849880704
65.42984442334381,76.049959827624,75.39502836413216,74.02186351130914,76.95079492610718,69.70272441750055,66.81274803398827,70.74233681493925,76.21551871058847,81.06785479512088,74.55992988094368,80.09154432352153,74.42845665035425,70.81050811968933,70.07766659362598,79.2296642563241,78.84741801183259,65.965476103523,70.03871156234023,75.39502836413216
65.22448383326841,75.56973120373978,75.58920919361123,74.14783794312427,77.29596805609661,70.61988702765875,66.51246591351773,72.03447604207246,76.25633034670822,82.5452863264511,73.80697312037398,80.1860148032723,74.90017530190885,71.14335800545383,70.87553564472147,79.6138488507986,78.70325282430854,66.58307362680172,71.62056875730424,75.58920919361123
