uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,sopt : rwll0010,uncnormswitchK : rwll0010,random : rwll,sopt : rwll0100,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244,55.209508978956244
61.129207383279045,57.994742556717526,59.95199725698611,51.960112006400365,49.0499457111835,56.58037602148694,57.560432024687124,60.447739870849766,56.936110634893424,50.6114635122007,52.02440139436539,59.69341105206012,58.45905480313161,59.92199554260243,58.744785416309504,60.34916280930339,58.45905480313161,54.76884393393908,59.57626150065718,59.85627750157152,58.12474998571347,52.64586547802732
60.58004143153082,60.06429030645046,61.867276234016714,54.51389384956068,56.0840060004286,61.10007857704122,64.83463104507464,64.00457175512537,55.54253875276805,54.57532680905779,56.164011715122506,62.40445746124723,61.571540824344595,61.23151653689549,62.25873276662619,58.664190299307094,61.571540824344595,55.163940281448674,62.66733338095578,63.1487963425959,61.377241231516535,60.69147796271162
65.63991199245649,60.5109009343658,66.1385261593851,59.7265479898277,58.725033574306366,61.61813869760265,68.13012543932336,66.74429236791725,59.663685458753605,58.20641769294511,60.32374203503157,66.16424264936994,63.12255336171672,65.78706746292539,64.93413721176101,58.75932222761951,63.12255336171672,56.10766637140326,57.80066862873961,65.19130211160957,65.02843100837215,62.182472783381435
65.95373823096595,62.68483991256269,68.55828439986855,63.7992370665638,57.09142342805709,64.56074178846455,73.61450430757361,68.94832340376895,66.27805637706628,62.109068049662106,62.40766933836241,69.1954909776692,65.00792936436501,67.48674867486748,65.11365422256512,55.295529552955294,65.00792936436501,60.68178246396068,59.934564885059935,69.3955109796694,69.8012658408698,66.65095080936665
72.44113612984341,66.57475140016003,70.50234312492856,67.10766944793691,62.7185964110184,63.95445193736427,80.41919076465882,71.24528517544863,66.04183335238314,63.18007772316836,60.899817121956794,68.81072122528289,67.99062750028574,70.67236255572065,69.02503143216367,60.36404160475483,67.99062750028574,64.15304606240713,61.42987770030861,69.18362098525546,69.60081152131673,67.65201737341411
74.93106256518695,68.9302910374191,73.11511480047434,69.64466860024861,61.70650512208712,65.151233730051,84.72089268620252,69.84755182809218,66.99718535240245,64.42113986083925,60.35633152833936,71.71064851195153,70.76338386363962,74.24668885999628,72.8136474689603,58.77469960423483,70.76338386363962,67.455815747739,61.53505450700804,72.88079895986627,65.24696032347016,69.35320255461417
80.17859694242034,66.48806972424632,74.11058722674667,67.25532218888412,63.846263751964564,69.84712101728819,88.04686383769109,75.59651378768396,69.82854693527646,69.09844263466209,63.85769395627947,77.44963566223747,76.50807258179739,77.75396485212173,79.57851121588799,62.477496785255035,76.50807258179739,68.54693527646806,63.23903414773539,79.87998285469352,68.86126589512787,70.93299042720389
75.73332952321078,65.64888768235008,72.75571875580448,68.5807769792396,68.9879838260298,69.61093886182114,89.30689108288445,79.07814085070511,71.68983697438169,70.59395047793225,64.71016874080213,81.37993113203504,80.2240352055323,77.80365486004943,84.39183300232894,63.98862678420895,80.2240352055323,68.0821271914158,66.07895526439869,85.25053937047251,73.5844204089214,73.82017174127363
77.52186089043836,68.0873864090987,73.96839458192834,71.34508772932503,73.81408241412814,69.60336057609877,90.06829742241527,77.91049894267589,72.07235526090187,72.40812710750414,65.97273818368863,81.97833914385323,80.37663599474196,85.55752414699663,84.46876607418415,68.33457164085272,80.37663599474196,70.37492141509973,65.55552380408069,83.71149339886838,75.12573584042978,76.23021089329599
