voptfull : laplace,uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,unc : laplace,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8353001539250897,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867,3.8224730631092867
7.543296985246953,7.658755612572162,7.633098139833226,7.633098139833226,7.633098139833226,7.633098139833226,7.6715843489416295,7.645926876202694,7.658755612572162,7.645926876202694,7.633098139833226,7.633098139833226,7.633098139833226,7.645926876202694,7.645926876202694,7.633098139833226,7.645926876202694,7.645926876202694,7.633098139833226,7.645926876202694,7.645926876202694,7.633098139833226
11.316397228637413,11.457531434436746,11.265075699255839,11.457531434436746,11.457531434436746,11.419040287400565,7.659738260200154,11.457531434436746,11.457531434436746,11.457531434436746,11.457531434436746,11.47036181678214,10.905824993584808,11.457531434436746,11.457531434436746,11.36771875801899,11.457531434436746,11.457531434436746,10.097510905824993,11.457531434436746,11.457531434436746,11.316397228637413
10.843064288464006,15.270114205055819,14.987809572693443,15.231618118824587,15.270114205055819,11.394841524445015,7.647889131271654,15.257282176312074,15.231618118824587,15.270114205055819,15.231618118824587,15.270114205055819,10.868728345951494,15.270114205055819,15.270114205055819,15.167457975105863,15.270114205055819,15.270114205055819,13.69177466957526,15.270114205055819,15.231618118824587,15.077633773899654
14.463552361396303,18.480492813141684,18.69866529774127,18.81416837782341,19.04517453798768,15.130903490759753,11.486139630390143,19.058008213552363,18.968172484599588,17.158624229979466,18.852669404517453,19.12217659137577,13.796201232032855,17.145790554414784,17.145790554414784,17.453798767967147,17.145790554414784,17.145790554414784,17.4152977412731,17.145790554414784,19.006673511293634,18.287987679671456
18.26466435630856,22.346297009369785,22.38480297779489,22.69285072519574,22.8725452445129,18.765241945834937,15.158516236683353,22.8725452445129,22.78269798485432,21.049929405724555,22.705686048004107,22.667180079579,11.680143755615454,21.037094082916184,21.037094082916184,21.422153767167245,21.037094082916184,21.037094082916184,21.08843537414966,21.037094082916184,22.821203953279426,22.12809652162752
22.130937098844672,25.494223363286263,25.982028241335044,26.546854942233633,25.930680359435172,21.874197689345316,13.337612323491657,26.70089858793325,26.62387676508344,24.890885750962774,26.62387676508344,26.31578947368421,9.332477535301669,24.865211810012838,24.865211810012838,25.532734274711167,24.865211810012838,24.865211810012838,24.72400513478819,24.865211810012838,25.8793324775353,25.301668806161747
24.32918217999743,29.00243933752728,26.280652201823084,26.858390037231995,29.759917832841186,24.932597252535626,15.046860957760945,30.273462575426883,30.337655668250097,27.795609192450893,27.500320965464116,29.272050327384772,13.454872255745283,27.808447811015533,27.808447811015533,28.925407626139428,27.808447811015533,27.808447811015533,24.22647323148029,27.808447811015533,29.72140197714726,28.874053151880858
27.503852080123266,30.110426296866976,23.317925012840266,29.99486389316898,29.738058551617872,28.428351309707242,15.254237288135593,31.189008731381612,33.39753466872111,29.90498202362609,30.624036979969183,33.14072932717001,17.552645095017976,29.90498202362609,29.90498202362609,32.33179250128403,29.90498202362609,29.90498202362609,24.178222907036467,29.90498202362609,30.868002054442734,30.36723163841808
27.854115834082446,33.64581995633748,26.31308591241813,33.58161037626814,33.27340439193528,28.26505714652626,15.204828560421214,34.249390008989344,33.27340439193528,33.5559265442404,34.21086426094773,36.54809297547194,19.969179401566713,33.54308462822653,33.54308462822653,32.721202003338895,33.54308462822653,33.54308462822653,22.15230512392449,33.54308462822653,34.42917683318351,33.876974444587134
27.729257641921397,33.61161058309787,28.320061649113793,37.34908810685847,36.97662471101978,31.89057282301567,15.42512201387105,35.35833547392756,36.86103262265605,32.90521448754174,37.760082198818395,35.78217313126124,24.78808117133316,32.90521448754174,32.90521448754174,36.34729000770614,32.90521448754174,32.90521448754174,24.96789108656563,32.90521448754174,35.692268173645004,35.242743385563834
27.54014129736673,37.34104046242775,28.32369942196532,38.72832369942196,37.0199100834939,35.60693641618497,16.840077071290946,39.3320488118176,36.81438664097624,36.6859344894027,38.625561978163134,35.56840077071291,25.895953757225435,36.67308927424534,36.67308927424534,37.12267180475273,36.67308927424534,36.67308927424534,26.795118818240205,36.67308927424534,39.511881824020556,38.17597944765575
26.631551901336074,39.272867420349435,27.22250770811922,42.523124357656734,41.34121274409044,39.452723535457345,17.047790339157245,42.857142857142854,40.197841726618705,40.23638232271326,42.805755395683455,32.36125385405961,29.663412127440903,40.223535457348405,40.223535457348405,40.1207605344296,40.223535457348405,40.223535457348405,23.522610483042136,40.223535457348405,42.92137718396711,36.652106885919835
30.463831427470126,37.05512013362457,28.52370551201336,46.22896055505589,41.70628292432224,40.15161248875755,19.555441346524475,46.408839779005525,39.18797378902737,39.14942824103816,42.86264936399846,32.4553514069125,28.677887703970192,39.136579725041756,39.136579725041756,40.16446100475395,39.136579725041756,39.136579725041756,27.650006424258,39.136579725041756,42.37440575613517,36.451239881793654
33.71883834489849,37.29118478540221,28.450269853508097,46.55615523001799,45.438190696479055,41.3775379079928,21.099974299665895,50.1799023387304,43.06090979182729,43.26651246466204,41.480339244410175,32.62657414546389,28.887175533281933,43.2408121305577,43.2408121305577,40.43947571318427,43.2408121305577,43.2408121305577,28.822924698021076,43.2408121305577,46.87740940632228,39.912618864045236
33.56895000642591,41.781262048579876,32.193805423467424,46.4593239943452,47.474617658398664,41.447114766739496,21.989461508803494,47.84732039583601,42.96362935355353,45.662511245341214,41.75555841151523,33.40187636550572,28.92944351625755,45.662511245341214,45.662511245341214,41.29289294435163,45.662511245341214,45.662511245341214,27.515743477702095,45.662511245341214,46.81917491325022,40.43182110268603
32.95629820051414,41.33676092544987,32.35218508997429,49.33161953727507,46.51670951156812,41.38817480719794,24.652956298200515,48.76606683804627,43.58611825192802,47.46786632390746,42.660668380462724,33.958868894601544,28.958868894601544,46.38817480719794,46.38817480719794,43.36760925449872,46.38817480719794,46.38817480719794,27.069408740359897,46.38817480719794,46.99228791773779,40.102827763496144
36.50854865663967,41.86913485023782,32.22779277542101,49.20940994986502,46.49697904614989,41.40635043064661,23.70484638128294,48.30955135621545,43.244632986245016,50.79059005013498,43.77169301966834,37.51124823242062,29.18112867977889,49.222265072631444,49.222265072631444,46.625530273814114,49.222265072631444,49.222265072631444,29.772464327034324,49.222265072631444,47.12688006170459,41.23923383468312
36.55181280534842,42.38878889174595,35.67755206994086,52.27564926716379,49.44715865260993,40.16456672666495,24.003599897145797,48.83003342761636,46.207251221393676,51.671380817690924,44.93443044484443,40.961686808948315,32.437644638724606,51.645667266649525,51.645667266649525,44.831576240678835,51.645667266649525,51.645667266649525,27.38493185908974,51.645667266649525,49.93571612239651,42.041655952687066
