random : rwll,uncnormprop++switchKkde : rwll0010,uncnormswitchK : rwll0010,uncnormprop++ : rwll0010,unc : rwll0010,uncnormprop : rwll0010,unc : rwll,uncnormprop++kde : rwll0010,unc : laplace,uncnormpropdecaytau : rwll0010,uncnormprop++decaytaukde : rwll0010,vopt : rwll0100,uncnormprop++decaytau : rwll0010,uncnormkde : rwll0010,uncnormprop++switchK : rwll0010,mcvopt : rwll,voptfull : laplace,uncnormdecaytaukde : rwll0010,uncnormdecaytau : rwll0010,uncnorm : rwll,uncnormpropswitchK : rwll0010,uncnorm : rwll0010
3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897
6.901860166773573,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.658755612572162,7.6715843489416295,7.6715843489416295,7.620269403463759,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.620269403463759,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295
10.0846805234796,11.508852963818322,11.508852963818322,11.508852963818322,11.508852963818322,11.508852963818322,11.36771875801899,11.508852963818322,7.621247113163972,11.508852963818322,11.508852963818322,11.457531434436746,11.508852963818322,11.508852963818322,11.508852963818322,11.496022581472928,7.890685142417244,11.508852963818322,11.508852963818322,11.393379522709777,11.496022581472928,11.508852963818322
14.846657256512255,13.473630180931606,13.473630180931606,13.447966123444116,13.473630180931606,13.39663800846914,12.716540485050686,13.537790324650327,7.827537533684075,13.409470037212884,13.473630180931606,12.43423585268831,13.473630180931606,13.473630180931606,13.524958295906583,15.193122032593353,7.955857821121519,13.473630180931606,13.473630180931606,15.193122032593353,13.435134094700372,13.473630180931606
17.620636550308006,17.389630390143736,17.389630390143736,17.33829568788501,17.389630390143736,17.32546201232033,16.170431211498972,17.40246406570842,8.098049281314168,17.40246406570842,17.389630390143736,12.217659137577002,17.389630390143736,17.389630390143736,17.40246406570842,15.207905544147843,11.845482546201232,17.389630390143736,17.389630390143736,13.449691991786448,17.18429158110883,17.389630390143736
20.087280195096906,21.126941342574767,21.126941342574767,21.07560005134129,21.126941342574767,21.255294570658453,19.95892696701322,21.114106019766396,7.893723527146708,21.242459247850082,21.114106019766396,15.787447054293416,21.10127069695803,21.126941342574767,21.139776665383135,15.992812219227314,15.492234629700937,21.114106019766396,21.114106019766396,15.659093826209729,20.575022461814914,21.126941342574767
21.373555840821567,24.608472400513477,24.634146341463413,24.569961489088573,24.634146341463413,22.721437740693197,19.70474967907574,24.608472400513477,9.6405648267009,25.186136071887034,24.608472400513477,19.2811296534018,24.608472400513477,24.634146341463413,24.634146341463413,18.16431322207959,19.242618741976894,24.608472400513477,24.608472400513477,15.314505776636715,24.569961489088573,24.634146341463413
21.722942611375014,26.139427397612018,24.983951726794196,27.423289254076263,24.983951726794196,25.84413917062524,23.75144434458852,26.69148799589164,11.426370522531776,28.219283605084094,26.79419694440878,22.58313005520606,27.243548594171266,24.983951726794196,27.5259982025934,19.078187187058674,23.00680446783926,24.983951726794196,24.983951726794196,18.821414815765824,28.501733213506228,24.983951726794196
23.677452491011813,29.892141756548536,28.659476117103235,31.11196712891628,28.659476117103235,29.661016949152543,24.1397021058038,30.303030303030305,11.517719568567026,30.49563430919363,30.405752439650744,26.01438109912686,31.03492552645095,28.659476117103235,31.20184899845917,22.033898305084747,26.733436055469955,28.62095531587057,28.62095531587057,22.598870056497177,29.75089881869543,28.659476117103235
23.513548221394633,30.011557724412484,30.640811609092076,32.50288943110312,30.640811609092076,31.899319378451263,25.375626043405678,30.345447540773083,15.397457300629254,34.21086426094773,30.9233337613972,29.202517015538717,33.992551688711956,30.640811609092076,31.0902786695775,24.95184281494799,26.40297932451522,30.550918196994992,30.550918196994992,22.614614100423783,30.615127777064338,30.640811609092076
