random : rwll,uncnormprop++switchKkde : rwll0010,uncnormswitchK : rwll0010,uncnormprop++ : rwll0010,unc : rwll0010,uncnormprop : rwll0010,unc : rwll,uncnormprop++kde : rwll0010,uncnormpropdecaytau : rwll0010,voptfull : rwll0100,uncnormprop++decaytaukde : rwll0010,uncnormprop++decaytau : rwll0010,uncnormkde : rwll0010,uncnormprop++switchK : rwll0010,mcvopt : rwll,uncnormdecaytaukde : rwll0010,uncnormdecaytau : rwll0010,uncnorm : rwll,uncnormpropswitchK : rwll0010,uncnorm : rwll0010
65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508,65.07936507936508
88.83810440221313,81.40485927351456,80.94779889343276,80.77940822708685,80.94779889343276,77.70026461390425,80.8756314649988,80.80346403656483,82.65576136636997,61.63098388260765,81.91003127255232,82.31898003367813,80.94779889343276,80.49073851335098,80.08178975222516,82.19870098628819,82.19870098628819,80.73129660813086,82.67981717584797,80.94779889343276
88.95572666025024,84.14340712223292,84.67276227141483,84.60057747834456,84.67276227141483,80.14918190567853,80.84696823869105,85.17805582290664,84.67276227141483,77.76708373435996,84.48026948989413,84.8893166506256,84.67276227141483,85.17805582290664,82.26660250240616,84.79307025986526,84.79307025986526,82.43503368623676,85.58710298363812,84.67276227141483
93.38146811070999,89.21780986762936,89.16967509025271,89.04933814681107,89.16967509025271,90.10830324909747,90.68592057761732,89.0734055354994,88.20697954271961,71.40794223826715,88.06257521058966,88.47172081829122,89.16967509025271,90.54151624548736,92.75571600481348,89.29001203369434,89.29001203369434,93.1167268351384,90.20457280385078,89.16967509025271
97.23158401540684,94.29465575349062,94.34280211844006,93.52431391429947,94.34280211844006,93.2354357246028,95.8353394318729,93.25950890707752,84.32835820895522,74.93981704381319,94.87241213288397,95.40202214732788,94.34280211844006,95.30572941742898,99.56668271545499,95.54646124217622,95.54646124217622,98.24265767934521,97.52046220510351,94.34280211844006
91.813147122562,96.86973272333253,97.08644353479413,96.43631110040934,97.08644353479413,85.35998073681677,93.57091259330605,96.0992053936913,81.24247531904648,71.75535757283892,96.60486395376836,97.01420659764025,97.08644353479413,97.3513123043583,93.64314953045991,98.21815555020467,98.21815555020467,93.28196484469059,97.7365759691789,97.08644353479413
91.73892100192678,95.59248554913295,95.39980732177264,94.29190751445087,95.39980732177264,89.59537572254335,96.67630057803468,94.26782273603082,79.6242774566474,79.3111753371869,95.4961464354528,92.91907514450867,95.39980732177264,94.58092485549133,93.40077071290943,95.03853564547207,95.03853564547207,90.7514450867052,95.08670520231213,95.39980732177264
90.74921705613106,92.96555046976633,92.62828234160443,92.65237292218742,92.62828234160443,88.21970609491689,98.1691158756926,92.48373885810648,77.69212238014936,84.5579378463021,96.45868465430017,93.30281859792821,92.62828234160443,92.84509756685136,89.6892315104794,92.21874247169357,92.21874247169357,94.96506865815466,92.84509756685136,92.62828234160443
87.18072289156626,94.86746987951807,94.72289156626506,89.97590361445783,94.72289156626506,88.36144578313252,97.73493975903614,93.37349397590361,90.4578313253012,79.32530120481928,95.46987951807229,94.0,94.72289156626506,94.93975903614458,93.5421686746988,96.144578313253,96.144578313253,96.02409638554217,98.60240963855422,94.72289156626506
92.16678717763317,94.16726922149915,93.8057363220053,93.0826705230176,92.98626174981923,89.17811520848397,99.06001446131597,91.87756085803808,88.16582308990118,82.98385153048928,95.83032055917089,96.60159074475777,92.98626174981923,92.72113762352375,89.8529766208725,93.44420342251145,93.44420342251145,97.20414557724753,97.66208724993974,92.98626174981923
94.84088717454195,95.58823529411765,93.7801350048216,93.10511089681775,94.0212150433944,92.43008678881388,97.66152362584378,93.37029893924783,86.64416586306653,78.92960462873674,99.03567984570877,96.74541947926711,94.0212150433944,92.23722275795564,91.20057859209257,96.52844744455159,96.52844744455159,96.62487945998072,98.52941176470588,94.0212150433944
93.73040752351098,96.35881360019292,95.22546419098143,91.825415963347,94.0680009645527,96.6481794068001,98.19146370870509,94.4055944055944,94.18857005063902,84.15722208825657,98.33614661200868,97.54039064383892,94.0680009645527,94.21268386785628,93.99565951290089,95.65951290089221,95.65951290089221,99.39715456956836,96.81697612732096,94.0680009645527
93.56005788712011,97.15388326097444,96.55089242643511,95.70670525808008,94.59720212252773,96.23733719247467,98.69753979739508,93.9218523878437,96.50265315967198,86.83068017366136,98.0704293294742,95.97202122527737,94.59720212252773,96.98504582730342,96.59913169319826,96.35793535938254,96.35793535938254,99.66232513265798,96.59913169319826,94.59720212252773
94.18576598311218,99.17973462002412,99.13148371531966,95.92279855247286,96.76718938480097,94.33051869722557,97.94933655006031,96.81544028950543,94.30639324487335,83.81182147165259,97.708082026538,97.22557297949336,96.76718938480097,95.07840772014475,94.71652593486128,96.52593486127864,96.52593486127864,98.64897466827503,99.05910735826296,96.76718938480097
94.44980694980696,98.47972972972973,97.05598455598455,94.64285714285714,96.91119691119691,95.77702702702703,98.84169884169884,96.71814671814671,92.27799227799228,85.83494208494209,97.56274131274131,98.503861003861,96.91119691119691,97.15250965250965,95.36679536679537,94.86003861003861,94.86003861003861,99.3484555984556,96.50096525096525,96.91119691119691
93.36229785179822,99.20347574221579,98.18971759594497,93.65194303644702,96.83804006758388,96.08979000724113,99.42070963070239,95.87255611875453,93.28988655563602,89.86241853729182,97.77938691769249,98.16558049722424,96.83804006758388,97.70697562153029,97.15182235095341,96.69321747525947,96.69321747525947,100.0,96.62080617909727,96.83804006758388
96.11298889425399,98.23756639304683,97.8029937228392,94.68855625301786,94.51955577015934,97.5374215354901,99.6378561081603,95.3887011105746,95.48527281506519,90.53597295992274,97.27184934814099,98.38242394978272,94.51955577015934,99.25156929019798,95.60598744567842,96.90970545630131,96.90970545630131,99.87928536938676,97.05456301303718,94.51955577015934
