uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,sopt : rwll0010,uncnormswitchK : rwll0010,random : rwll,sopt : rwll0100,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273,55.45237653042273
54.40882336133493,52.09011943539631,59.344819703983084,59.12766443796789,54.677410137722156,58.70049717126693,54.317389565118006,58.771929824561404,60.2934453397337,54.677410137722156,57.57043259614835,59.48339905137436,58.657637579290245,54.99314246528373,58.71621235499171,52.181553231613236,58.657637579290245,53.27875878621636,57.67758157609006,59.320532601862965,60.26344362535002,53.010172009829134
54.622473033788125,54.599614258161296,64.7260518608472,57.68554896778341,54.729623544538896,57.67269090649332,52.1308664904636,63.368812058004146,60.7671976569755,56.01542967354811,61.382955925423246,64.23601685834703,63.674548182013,61.07293378098436,63.91170797914137,55.67397671262233,63.674548182013,58.442745910422175,61.81441531537967,64.74176726909064,60.89863561682977,58.94563897421244
61.52241620710347,52.39449095636769,65.63562591079236,61.96959739406235,59.94656684858702,56.56484841557848,59.04648969911707,65.16558562162471,64.98557019173072,61.06094808126411,60.15229876846587,65.88136125953653,65.41989313369717,63.44686687430351,66.1385261593851,60.9466525702203,65.41989313369717,64.4740977798097,64.32122753378862,67.66865731348402,62.736806011943884,62.77395205303312
64.63217750346463,54.74404583315474,70.68992613547069,66.53665366536654,58.90731930335891,57.935793579357934,66.45378823596646,64.43072878716443,67.86392925006787,65.16651665166516,66.14518594716614,67.75248953466776,67.51818038946752,64.74075979026475,69.05690569056905,66.61809038046661,67.51818038946752,64.14212849856415,67.49246353206749,70.28131384567028,63.32919006186333,63.56064177846356
71.87107097954052,58.9481655046291,70.36804206194994,65.78037489998857,57.89661675620071,59.926848782718025,73.53983312378557,67.10624071322437,70.52806034975426,64.49594239341639,66.68476397302548,66.83192364841696,66.44045033718139,64.49879986284147,68.38067207680878,67.4405646359584,66.44045033718139,63.08292376271574,66.47331123556978,69.35649788547262,66.91907646588182,60.569779403360386
78.35721735651727,58.55467131488334,70.4919203897644,69.09602663199554,59.740538069180324,68.4073666614279,73.6323241559629,70.02043119829692,68.58738980726093,68.7488391364604,66.50569358917575,69.84040805246389,68.92886228229344,70.02900372905088,72.28643682759211,67.7972882227715,68.92886228229344,64.49543512737353,66.90860253461159,73.02367447243218,71.92067551542341,63.156691574631026
82.19459922846121,62.121731675953704,75.39791398771253,71.28589798542649,62.121731675953704,69.22703243320474,77.81968852693242,74.62923274753537,70.82726103729104,67.92541791684526,65.93513359051293,75.58936990998714,72.76610944420632,72.91755965137877,79.15845120731534,66.14802114587798,72.76610944420632,65.06358051150164,67.31961708815545,79.74710672953279,74.07343906272325,62.91898842691813
86.60789552643988,62.55268685079084,74.99607081112747,76.43201074454556,66.76477732215062,71.87272285644887,84.97049536355713,79.09242881024161,76.1291060023718,71.83414536570032,65.33741016445441,80.0983011616111,76.1748274728886,74.83747446027233,84.47327437168698,67.07053965623169,76.1748274728886,69.67380588378174,71.5869636657189,84.45470002428954,72.82430096157968,64.61729700381488
85.66897182374122,66.45710693261702,75.2671886609133,75.42435846145054,71.44939132422701,75.64868263130822,83.75007144081843,79.38932388409441,77.28039092415843,75.89158141395667,68.32456992627307,80.51951763159398,77.53043378864949,75.48865519803395,84.13299422758188,70.11773446876607,77.53043378864949,73.43830370920729,70.53352003200548,84.31874035548951,74.40418357432702,70.15345487797909
85.58875219683655,71.1117779016103,73.60081157929329,78.17023161444268,70.70027290782573,76.9471473273608,84.84861474273794,80.13345335562319,78.50315058510866,76.28702473316473,70.22161258519439,81.02504750882306,78.59602497606699,77.1400402931973,85.03579236143855,71.6147284495692,78.59602497606699,76.7028162373012,69.192850100733,84.20420935316558,74.22807092745796,71.65759355308843
