random : rwll,uncnormswitchK : rwll0010,vopt : rwll0100,mcvopt : rwll,uncnormdecaytau : rwll0010,uncnorm : rwll,uncnorm : rwll0010
23.88084653672252,23.88084653672252,23.88084653672252,23.88084653672252,23.88084653672252,23.88084653672252,23.88084653672252
25.05509369728103,28.46026414578172,27.09925984467377,27.09925984467377,28.490660668419533,25.528519537364925,28.46026414578172
24.939016513036407,32.068575076181865,25.788605776903026,25.788605776903026,28.73861071637549,27.045511539367595,32.068575076181865
25.32828743388656,32.39254665937139,26.703750987902,27.336768192595294,32.10605507933613,28.351267554258616,32.39254665937139
28.735247851296823,33.754588079731896,28.30512725034387,28.366681611964346,33.759147662074156,29.600048635544983,33.754588079731896
29.098715707880537,33.89771259214226,29.10935481419561,28.88745345390987,34.49882209894369,29.569116194239683,33.89771259214226
29.484227405026257,35.03864304767116,30.43491477251138,30.12029880917098,34.73314638761599,28.597375160537734,35.03864304767116
30.143326139161626,35.28209259202967,31.62294434142931,31.954281545429673,35.07234702252485,29.311943338298324,35.28209259202967
31.169492427063464,33.751814388959396,31.9028475457302,32.52448950124253,35.86676495398481,29.82133493430202,33.751814388959396
31.66294286626237,35.143556305382035,32.9062362257383,33.470126001246335,37.5845454683629,30.25625826455702,35.143556305382035
33.157274765360796,36.05654139909564,34.193107117072614,34.80335904548391,38.19736292130562,30.508036630315004,36.05654139909564
33.06025048638132,36.68455131322957,35.19804839494164,35.7239482003891,39.339889348249024,31.470391536964982,36.68455131322957
32.916866160522254,37.87039359187737,35.11623841985667,34.789448484986664,40.03252699816846,32.047452938449496,37.87039359187737
34.003891109726254,38.83357906096578,36.185040507060236,35.80276937575048,41.267042604611575,34.035050386831024,38.83357906096578
34.55514093980134,41.11915854112676,38.41132078339578,36.59418913064956,43.562520424681374,33.72067395748626,41.11915854112676
35.91579267365861,42.510259917920656,40.87551299589603,36.73810609515124,44.39124487004104,33.92156862745098,42.510259917920656
37.44214502314199,43.18242272703091,41.69130332347867,39.51238419504632,45.88574164570334,33.08126676749329,43.18242272703091
37.315508671662435,45.040204289470886,42.58614662025567,41.46513854899755,48.06958610101993,34.001124808098616,45.040204289470886
37.66235740288956,46.26948478837487,42.73087241691177,41.51865447608625,49.62797449402251,35.26072185868351,46.26948478837487
38.0783729555542,45.56150057761294,43.4076123305162,43.72757949778075,50.23484526053384,35.50951541314525,45.56150057761294
38.33403002090063,45.47976439293179,44.11856355690671,44.78586357590728,51.8479954398632,35.37830134904047,45.47976439293179
38.474926657242314,46.68551537537812,44.50423335917431,45.244501193244865,52.566616504780576,35.17336251843069,46.68551537537812
38.979121856307906,47.802360666702135,45.99043876783231,45.741147499867,53.672105979190256,35.29599537899113,47.802360666702135
39.199069710880735,48.7634147082966,46.026510199738546,46.460493114036424,55.047426504119414,35.93697747241054,48.7634147082966
39.605232156022225,49.52079105577977,46.29971650287678,47.82892886730359,56.55501592296174,34.95527129838642,49.52079105577977
39.57209090218135,50.644523827620276,46.70821615869879,48.20855818195637,56.90582959641256,36.0051683514479,50.644523827620276
39.47054397312437,51.217232022740916,48.656598438841975,48.37005677629229,57.69216152741147,36.5207609695293,51.217232022740916
39.697342818922536,51.39319591390004,49.185212209655845,50.223458591754834,58.617596984069074,36.9101909278852,51.39319591390004
39.28948748546368,52.33455197731954,49.06397500893081,51.263614736218045,58.96691419580898,36.648247660887606,52.33455197731954
39.20617788790417,52.515847559399845,49.83050332152684,52.20877734369062,60.03754769469316,36.59684112916711,52.515847559399845
40.23258465397332,53.36525671721203,51.60643028160985,52.963934177022765,61.44187283852089,36.53327252688785,53.36525671721203
40.12875862698002,54.14019032562099,51.77024109938889,52.788756802772795,62.87130217992764,37.180383691587366,54.14019032562099
41.05181548003618,54.6057782203203,52.88340946922767,53.084073789743314,63.03139940560796,37.03928916184642,54.6057782203203
41.04984722032198,54.577309557471004,53.534455237834635,53.98367309709491,64.24727504902631,36.54322676760767,54.577309557471004
41.72665151526668,55.63806903261605,53.97040156277316,54.24555909426046,64.46211263216303,37.06645586457993,55.63806903261605
41.26482213438735,55.40361812100942,53.73973852234722,55.646093037397385,66.13636363636364,36.72848890240195,55.40361812100942
41.57602292507544,56.04937708556617,53.788034265994725,55.48461146709841,66.77840360598667,36.9203171200754,56.04937708556617
41.68351601574971,56.50207513036075,54.38589823499901,55.16274190851183,66.99174508581766,36.86358868331838,56.50207513036075
43.0900674232462,57.019390834391174,55.63824045850848,55.648882233556556,67.55246775162097,37.52441907310139,57.019390834391174
43.49174496032108,57.57776156161635,56.61011280367296,56.11374623734379,67.71184894645626,37.91161178509532,57.57776156161635
44.50610011022006,57.44289460681844,57.48926304587435,56.07540572384174,68.18516970088557,38.2950096917639,57.44289460681844
