uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,soptfull : rwll,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,sopt : rwll0010,uncnormswitchK : rwll0010,random : rwll,sopt : rwll0100,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,voptfull : rwll,uncnormpropswitchK : rwll0010
61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689,61.64264182750689
47.82273272758443,54.56597519858278,54.7931310360592,48.76135779187382,51.14292245271158,53.91450940053717,48.84279101662952,46.76124349962855,55.064575118578205,47.94416823818504,51.48294188239328,54.08451911537802,54.17595291159495,54.380250300017146,49.20709754843134,54.380250300017146,49.4299674267101,54.380250300017146,47.35413452197268,45.841190925195725,54.17595291159495,47.857020401165784,53.91450940053717,53.74878564489399
65.93613829559254,67.39767126223302,67.40338595613973,59.775698264161726,67.41910136438317,67.18908493463819,58.83277376955497,55.90827916279734,66.56189727837703,59.26137581255804,68.23630259304235,67.56482605900422,66.84763197371241,50.177869847846274,57.33266661904422,50.173583827416245,56.84691763697407,50.177869847846274,44.377455532538036,51.95942567326237,66.30045003214515,65.88613472390885,67.18908493463819,50.057861275805415
72.86195959653685,71.36325970797498,61.422407634940136,54.97471211818156,64.09977998114124,64.23407720661771,51.863016830014004,73.21913306854873,73.05911935308741,64.34694402377346,66.78000971511844,71.6375689344801,63.17541503557448,63.77689516244249,52.09160785210161,64.25122153327428,48.65417035745921,63.77689516244249,50.095722490499185,41.47212618224419,73.0648341286396,73.28913906906307,64.23407720661771,61.255250450038574
73.9002471675739,70.04128984327004,66.94526595516695,66.44521595016644,67.58104381866758,60.26888403126027,62.68483991256269,76.63480633777664,74.83176889117483,74.80890946237481,68.13681368136814,70.83565499407084,75.08893746517509,59.85741431285986,61.46043175746146,75.08465132227508,50.08357978655008,59.85741431285986,44.65017930364465,63.67636763676368,74.57602903147458,72.77156287057277,60.26888403126027,56.914262854856915
74.75997256829352,73.21693907875186,67.02908903874729,71.5667504857698,66.88192936335581,65.00171448165504,69.86512744313636,81.95079437650017,68.13778717567722,77.12738598696994,77.9703394673677,78.68756429306207,69.64224482798033,68.73214081609326,74.00131443593554,69.22076808778147,60.846953937592865,68.73214081609326,50.01571608183792,70.94096468167791,69.23505543490684,75.96153846153847,65.00171448165504,60.531203566121846
73.64232544184252,79.68595962338014,66.25280393193411,72.10784243688474,64.88405652155276,71.34631595490849,68.80884685173808,80.16602134560158,65.50270749096312,75.55257104484862,74.25240388049892,71.26630566787158,66.085639582232,65.78131474046663,74.91105999342773,65.88847137489105,57.64455429983855,65.78131474046663,51.94096383820777,59.61909388349931,66.01277307082339,76.06120786958323,71.34631595490849,66.29423783057821
74.62066009429918,72.03886269467067,75.90370052864695,79.27418202600371,63.520502928989856,77.77111015859408,77.44963566223747,74.8235462208887,75.18502643234748,72.11315902271753,72.38176882411773,73.45906558079726,75.7751107301043,75.4950707243892,77.77253893413345,75.56222317473924,53.85340762966138,75.4950707243892,62.24603514787827,64.95213601943135,75.46792398914131,74.0220031433062,77.77111015859408,72.7318188312616
83.16592607409736,80.43692580262612,74.72031319207304,73.18149994999214,70.33533841032163,81.91858720656103,75.84906199545642,67.87209418622926,74.75031790709969,68.17642772435669,73.17864235808484,72.23849462058324,75.21753418394319,85.47628913114919,86.22926459872265,75.15038077412164,51.94959207875523,85.47628913114919,66.70191030019004,65.33455257254711,75.07608338453186,75.74190229893269,81.91858720656103,71.0540227750075
84.21157912785048,87.5735840429788,72.64388180831,75.37720752128936,71.84088700920158,81.14105275190033,86.76201634565926,75.86872035206035,84.01726010173172,68.69320454935132,82.2926787449277,76.92890209750243,84.001543121678,84.1487112076356,84.65451220209178,84.03297708178545,55.88529462193519,84.1487112076356,61.807738469451905,69.55478081956907,83.92581585414642,79.90226896039322,80.32805623821227,76.03160541807166
89.16941717747582,85.50159315301413,81.82233843428065,73.29075399717091,81.57372083386915,88.5564461971509,82.69107119893694,77.14861331390115,82.02380442082101,79.48619029248289,84.17134610713418,80.97503822138397,82.01523140011716,89.54520125166103,86.50606541214798,89.82096675096804,57.96362181548002,89.54520125166103,75.58975238258533,78.06021118207667,89.30658550873734,89.08654464400531,79.40903310614829,76.09698944089617
91.9626782499357,86.06006915668848,82.31503443545851,69.16954819535336,83.4738376246678,90.59669076672478,88.95779155831167,85.14131397708113,84.22684536907381,75.9123253222073,84.4011659474752,77.56979967422056,85.62140999628497,89.44646072071558,88.8506272683108,90.98248221072787,55.41108221644329,89.44646072071558,71.32712256737062,76.84394021661475,86.11865230188894,89.13211213671306,81.54059383305233,84.3611579458749
89.4706008430378,87.93598628277488,80.32578409659213,78.53111381010217,80.98878331070944,88.23890833750089,88.70472244052297,83.24069443452169,81.17167964563835,82.97063656497821,83.66507108666143,82.53625776952204,81.75323283560763,87.03436450668,87.5501893262842,91.71393870115024,52.99421304565264,87.03436450668,67.84168036007716,82.02614846038436,87.70022147603058,87.30870900907337,78.48681860398656,83.28356076302065
91.95387517146776,95.30892775491542,79.77680612711477,79.7110768175583,86.29401005944216,87.01274577046182,87.10848193872886,82.94467306812986,82.67318244170096,80.4198102423411,87.41283721993598,86.08110425240055,84.29783950617283,90.11774119798811,86.50977366255144,89.82338820301783,55.91278006401463,90.11774119798811,71.19627343392776,81.10139460448103,90.11774119798811,91.31229995427526,79.42243941472337,82.63460219478738
88.755840704171,91.80229484303331,85.4278896303388,73.4378349027621,81.85702241973051,84.14900761613535,88.39003758055527,88.31144706571595,84.22902704942629,82.24568823857223,94.25717674292328,88.09710929797237,89.0887787033994,92.09522312561622,86.43813497563694,92.09808096251948,59.73164911478502,92.09522312561622,62.738093537001845,77.5816984124716,92.56105054084563,93.67846477001558,77.97179314976495,84.83203063601161
90.26178160098311,94.411420079449,90.79906261610128,75.32079677631391,87.89831671001114,86.78231545254494,88.75425109313824,87.96547683690092,88.2655539995999,88.67994627189849,93.90557571947072,86.66942928181533,91.56783172815867,91.01626132434055,85.81206595981824,90.77762853305136,63.021919922265724,91.01626132434055,57.59766797176417,79.60332656968934,90.7962047383613,93.99845674602041,76.97979480437827,83.53147952330599
92.51796916305854,89.94727140223775,86.56206684671554,77.81683599834241,83.66985324588103,88.56118089195638,89.30281076292137,89.4299881396379,92.13929495148683,91.33193295323017,94.84145696689102,91.09615467055343,88.46829853817465,87.95387319415269,83.8956288135351,92.95094382761035,60.137751675454766,87.95387319415269,53.042968805818724,77.94258441577,87.69666052214173,92.64371758048613,81.78219802517826,78.24838170360526
95.17147756501858,92.54358388110889,89.38982566447557,85.99028293798229,78.52815090025722,87.76364675621606,88.4466990568734,91.2160617319234,95.2286367533581,93.71963418119462,93.8196627607888,90.5901686196056,91.08888253786796,88.78108030865961,85.13003715347241,94.97713632466419,57.75793083738211,88.78108030865961,50.604458416690484,76.21463275221492,90.77307802229208,92.10202915118606,80.44298370963132,82.59645613032295
94.07965246716873,95.26286457365781,86.7403078066277,85.16126266451364,73.92503465325312,87.87493390874405,88.3107789479701,91.24165821174924,94.78843653095929,90.9087011817831,93.13079638177167,91.02302119207191,94.27971248517413,91.49030423412738,86.39448977550408,94.1053744694837,55.49950699495563,91.49030423412738,56.272596064533644,75.54409179896827,90.37282613355436,90.64147815773303,78.89652610068735,78.75505508795496
93.60513304181315,95.75723798908228,86.80299522707136,91.14150161479323,80.57103661150647,86.93303609705907,85.53545399982852,91.10148903941239,93.58226871302409,92.35759810226071,92.6248249449827,90.77281431306982,93.31218382920346,89.78250307239418,90.02829460687644,93.06925033581983,53.55826116779559,89.78250307239418,64.49026837005916,72.13409928834777,89.46668953099545,91.960330389551,83.55483151847723,74.7835033867787
95.46851108221273,95.57854723694928,89.35221572802492,90.69694328136387,77.12677022450234,88.14753418980523,84.15908084084771,92.0616774082913,93.20062306186318,89.2536119010532,90.76125012504109,89.9023965017077,94.97977907026595,90.13533017991625,90.55975534818583,92.32462094688255,54.49647741400746,90.13533017991625,70.33882561413036,68.82975834917187,92.4932477814139,92.45609271617818,86.98286579876245,81.64968489646598
94.69532411112381,95.17405967760375,89.62358522922145,85.98805304675889,79.47867840402424,89.10769406653709,85.7222476277581,91.66285583628672,94.83823025037155,91.0955184634732,89.81507945581342,91.56567966159827,94.68532068137647,93.22624899965703,90.21092946152967,91.75574482679777,57.54687321367326,93.22624899965703,76.94495255516178,73.41231279295758,94.18800731679433,95.39985137761518,86.74831370755687,81.99811363896193
95.63558413719186,96.3201143265452,92.97177563415505,86.69524830296534,75.48981779206859,89.27188281529118,85.84494462307967,91.01679171132547,94.55234012147196,95.58842443729904,91.02250803858522,91.66130760986067,94.3093962129332,94.1450518042158,90.94105037513398,90.56806002143622,60.31296891747053,93.53340478742408,78.58235083958557,73.15183994283673,94.36084315827081,96.29010360843158,86.51089674883887,80.53733476241514
95.89133106582445,95.21679480950067,92.83448137879783,90.00771715208506,80.70140337839769,88.1070111755795,85.91333924028925,91.93986337782604,93.64335324549118,94.89810501043245,91.12098779546689,92.22139651870695,92.92880212650412,93.69480092605825,91.00094320747706,93.22605539200275,62.60896904564552,93.02598107868637,74.2990253522737,74.82207677137222,94.43936319204276,95.88704375911053,88.28279075085031,91.01237602538086
95.38536292569991,94.74940334128878,94.70652966144084,89.92468523573379,82.21885584439713,90.59065639603847,84.44685807382848,92.60714847155332,93.03445614737113,95.81695796950252,90.87648092835808,91.36238263330142,92.78007231360668,93.36887085018508,89.53882211710231,93.46890943649693,65.7124891029397,93.7861746673717,75.63631686507652,75.69062352621725,93.74758835550855,96.36717019421776,87.61951038257614,92.51568462121104
95.48819527811125,96.03269879380323,95.91693820385296,93.38592579889098,77.79397473275024,89.48436517464128,89.35002572457554,92.95432458697765,93.34590979248843,94.930829474647,89.3114388612588,90.23895272394672,94.283427656777,94.0104613273881,88.9141370834048,94.66072143142972,70.81403990167496,93.28016921054136,78.51283370491053,75.93894700737438,94.76219059052193,96.55147773395072,87.94374892814268,91.50517349797062
95.65677209129497,96.16269597404639,95.14941904503294,92.62122879478642,76.27445656057509,88.37804233182318,87.89641422875191,93.07713195466694,92.5726372354261,93.24720241242801,92.00240099469781,90.63040402452445,93.24005659487501,92.96422803732975,89.04260336425091,93.29007731774593,65.4213888610996,92.96851552786154,74.75811407583141,74.00351574223608,93.59448914550313,96.6185991339269,87.68918551971531,93.32151891497907
95.64813491496355,96.2969844218951,94.81920823209947,91.3591539231099,78.70944690581678,87.92339574103187,86.46991567814777,92.73831642132342,92.9584107474632,91.40774617693297,91.18193511504931,89.60697441760755,94.20465913963127,94.46477061597828,89.92425325139345,94.17464627697585,61.76790052879806,93.06702872659712,71.9536944404745,76.41274832070887,93.69872802629699,96.10833214234673,86.89438330713163,91.79791339145348
95.13927596507024,94.96348382855264,95.51515671225829,90.3600165787706,73.71550257971387,87.46730695022082,86.09812917149023,92.55813288742158,92.41807085995227,93.45996083980049,89.70972859409167,91.04746387685975,92.85969500778917,93.53142105789706,89.58681701896555,94.74338635681517,59.031856965227455,93.34991210393174,69.75946490588689,75.5648930240535,95.13498835198445,96.08112163958324,85.70652717632095,92.59672140519373
95.17779556368626,96.07106105648296,94.8019094443174,92.6466384632975,78.89177909901669,86.3466155957009,85.14320832380517,92.61519551795107,92.5451635033158,94.89909672993369,90.20981019894809,90.23839469471758,94.24165332723531,93.64423736565287,89.43231191401783,94.9719871941459,66.54899382574891,93.2640635719186,72.44740452778413,75.90898696546994,96.43408415275555,95.56654470615139,84.39000686027899,93.58420992453694
