uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,sopt : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446,32.498955127474446
32.618508442634166,31.022691004149124,31.768925634907365,32.748453576910805,31.97334224964664,32.10556712312111,31.078924571029074,33.37158229098591,33.02354210678298,30.889706217608705,33.009103758530024,31.03636943933614,32.90955514689119,32.20891530008967,32.92323358207821,31.47407936532061,32.90955514689119,32.93615210419928,31.02041126495129,33.95975500402754,33.120810979223975
31.74636948773871,30.633848305001028,30.269087261480475,33.52913908794541,33.99724909379678,32.36114382983897,32.94476149947186,33.94405477495003,33.52381965606073,33.06558859513804,32.80645627047031,31.177190276078516,33.78371189956913,32.62939518059471,33.13474120963881,30.60117179485231,33.78371189956913,32.7289445487222,31.376289012333483,33.84982483870723,33.61880951114421
33.5605507933613,32.238281962429326,31.40540458386528,33.99978722110767,32.571888868624235,32.096935983950395,32.79986625326767,34.55605203963767,33.424524287190714,33.002006200984866,31.288376193081646,31.88491701623199,35.111556933552194,32.451060854763206,33.91239589032768,31.260258982308955,35.111556933552194,33.36449024256794,33.616785214906685,34.81974588120858,35.02568545200316
35.839837070924304,32.13517641784013,31.243778069928794,35.78436215242684,33.10712738713134,32.47866495429019,33.49393195583285,35.13994118138778,34.40280870272283,34.79493278415697,32.02118685928369,33.119286273377355,35.44163354636715,32.497663214049595,34.575312901338236,32.26132486264258,35.44163354636715,35.13234187748402,34.13303341413926,35.65897363801476,37.452409359302685
36.571927958051525,34.566456417660916,31.400562352762368,35.052815563492665,33.81411961395243,33.39615472300327,33.89239303898473,36.129645109810774,35.01861843605137,35.094612052587586,32.387719431567746,33.861235656204876,34.8696709476404,34.01474276160803,34.11429439927046,31.861843605137167,34.8696709476404,34.934265521696176,34.29743901512273,36.079489322896876,37.812143779922486
37.03957017683849,34.365334488445086,33.420726656483446,35.6389971806154,33.36829066259338,34.413210830692535,34.285540584699326,36.94305755040315,36.018968150833274,35.9938900667989,31.619664257650715,34.71262795522422,35.29170371383626,33.43592549529216,37.060088609230256,32.47839865034312,35.29170371383626,35.94525378261101,34.29845959768674,36.128399790256026,38.55717423188868
37.35826975104113,34.78052709973554,34.817764537799796,36.155272517250815,34.19232756786333,34.896039152506305,34.37243517645986,38.641821442684744,37.101407423169285,36.271544517737176,32.053074748457306,36.29662279235188,35.33148919354348,34.24932364653312,38.26412742803295,31.962640970301244,35.33148919354348,35.0313098458826,34.55254278505639,38.893364136547405,37.60601270632581
37.5090244477038,35.46626946430879,36.460288630335825,37.84720375113043,34.63640025230456,36.06739267556826,33.49419015556248,39.70908980370401,37.57666030838913,36.77186956158283,33.11345345664845,36.89118225964571,35.75353188384871,33.8863261568392,38.620836404812025,32.44317447772196,35.75353188384871,35.98531769855685,35.21928457978372,38.75382826571014,38.731789614475595
37.65370176158558,35.61701092821425,37.21140546866688,38.91751402124846,34.78637545027586,35.4095420485462,34.90416913653428,39.99057650509933,37.99796330916663,37.622543431672064,32.2724301977414,39.150061556700564,36.1117444104996,34.996884167008645,39.81122611828006,34.12445092943018,36.1117444104996,37.01761585579013,36.09578526590975,38.088398461842445,39.19489915340538
38.69134019835088,35.09290572633659,37.926815366493145,40.414940912718016,35.91974769160618,36.05046167876278,36.464642626439186,40.32602500284987,41.02215298096288,38.79849526921762,32.019607098073486,40.541855074666564,38.68526047801801,35.69479803929019,40.64673025040848,32.908006231713344,38.68526047801801,37.57951134247825,37.390280047117834,39.720332864688224,39.85332674696964
38.99486259727627,36.068214980544745,39.82855058365759,41.013345087548636,37.0614968385214,36.53863691634241,37.211971060311285,41.67375972762646,41.840953307392994,39.66287694552529,32.61642752918288,42.00510700389105,39.30037086575876,36.84338521400778,41.52632538910506,32.415035262645915,39.30037086575876,37.20969114785992,39.54432149805447,41.071102869649806,39.76699294747082
39.795414301239525,36.665070715821955,39.86685210095529,39.88813144555148,37.95551097026212,37.844554387724855,38.911561523905064,44.15160013071598,43.426582461260196,40.19440201241802,32.75347119308725,42.456852328948266,40.04468662365199,37.90383256195709,44.30207549607472,33.40249120327094,40.04468662365199,36.91130313186354,40.53715145573516,41.62087807695523,39.27255040544751
39.693879102004836,37.47321062151358,40.107309510419356,40.05639069173595,39.00609505859464,37.694365490720614,39.63384049490052,44.73408216929367,44.709002751136175,40.41890228146707,32.35776929975225,45.30026903375842,41.112006201456126,39.3724065601678,44.898238360870025,33.66645893815264,41.112006201456126,36.95186271678497,41.50491708592361,42.09010350959858,40.128589016734814
40.88128225199687,38.396881008656266,41.37603453386127,40.47468859485792,40.32193097787675,40.3698102309604,40.70572499069014,45.360652373822965,44.770141585791265,41.25443643079168,32.617171172129716,45.9952424742174,42.678654212994275,39.55434295224995,45.28541354754866,34.05582872907183,42.678654212994275,37.0570219104582,42.80101230420805,43.057888296942565,40.09849446348637
42.56117951056392,38.288493692050466,41.673506611947104,40.93859249126007,42.510259917920656,41.149110807113544,41.90074479404165,46.051831585347315,44.77732178142575,41.81182550539596,33.20337437300502,46.48350813193495,44.25140598875209,39.07736738106095,45.65207478340173,33.92232862137103,44.25140598875209,36.78370573035416,44.59492324061407,44.22252621979024,41.4234686122511
44.33078226768709,39.40902423639031,41.606943357222654,41.864583254166696,44.86050205579918,42.45586301765479,42.644342942262824,46.60546135781546,45.37578184968726,42.26814309274276,33.85570645771742,47.934700826119666,44.91674203330319,40.12266395093442,46.400261439895424,34.512346195061525,44.91674203330319,36.81438527424589,46.18594152562339,44.964622014151196,42.69146292341483
45.74016932921917,40.31905029716214,41.27057714815547,42.818708294699725,45.962090927054675,43.704114669625625,42.97374941099576,47.97306540607092,45.92485065892475,42.42578546565535,33.383240359330586,49.615437231148064,46.74109653589506,40.18224931219505,47.06561887245588,35.15937314748666,46.74109653589506,38.67591846661296,47.53834227606439,45.499247594582684,44.004316831081184
46.90789423683471,41.902460156410314,42.76355290058293,44.05557202246593,46.04756150391026,44.454577927753334,43.512163980026905,49.14004727269963,46.63353017624661,44.9767056552437,34.22938659492161,50.16682246897254,47.405701604383744,40.54964013467399,48.78436200855773,35.66580785395624,47.405701604383744,39.63154654688889,47.81154761090464,46.058961672632755,44.608100199882955
47.714628807685294,42.7190369064267,42.83227944305953,44.860764881133335,47.387821487201315,44.453395756064936,44.27935185748161,50.623213959992704,46.44084027482216,45.848787012829085,34.32996899130541,51.31330941813096,48.49592630874932,40.46862649723354,48.97017693196327,36.56137897488904,48.49592630874932,39.434243327050524,48.88885511035447,46.012190673071075,44.56587827567338
48.522895686870605,43.013490404712144,43.335740072202164,44.63461903857116,47.2103363100893,44.893026790803724,45.12179365380961,50.864525935778076,47.741592247767436,46.79764392931788,34.876686300589014,51.890556716701504,49.65608968269048,42.177465323959716,50.70492114763443,37.326239787193614,49.65608968269048,40.47881436443093,49.56184685540566,46.104503135094056,44.91582747482425
48.520224360435954,43.48579506589448,43.86504932585465,45.0347333059723,47.514706552966395,45.40410719443051,46.34882271573411,52.51797467584781,48.25877452992233,47.04272880660313,35.156641889735056,52.61449830513627,50.82463100612583,42.52055877300987,51.20464529466308,36.56041467159165,50.82463100612583,40.998221533129644,49.58198428260903,45.81300256889659,45.54851262407467
49.6234029778146,43.42608285894522,44.038670547908765,46.232889726615646,49.759449127100545,46.13332522630023,47.85100286532951,53.656905292119205,48.106374408123244,47.79476032316661,35.5331260972996,53.38861316531507,50.697331519384676,43.91478494827966,51.762899683065676,37.88543242154545,50.697331519384676,41.220463164935055,50.825017290781545,46.52854309014767,45.531378018286425
49.68762350652114,43.67798619767124,44.742042379837656,46.33204633204633,50.064603411060105,46.009029276745814,49.13887453257532,53.796400449943754,48.790776152980875,48.7071717386678,35.67704374790989,53.43994162891801,50.59131122123248,44.957893776791416,52.676101298148545,39.0082996382209,50.59131122123248,41.55671419450947,50.87860639041742,47.02520293071474,45.942905785425474
50.790827765997065,43.624354911036626,45.79580606668643,46.39472224122337,49.90689437642033,47.53099087184866,50.6532594568712,54.14187016895821,48.70830198143968,48.44304595997598,36.323353930577404,53.26781737616952,51.44218710810133,45.77452478129679,54.046864430611606,39.542908391666856,51.44218710810133,42.70013908840094,51.81308951060644,47.820568362329084,46.921434054616896
52.32727825492133,44.27605077145246,46.386714296572165,46.771300448430495,51.01390894580832,47.69856350231816,52.20795014060956,54.73208178156115,49.55232955840997,49.63289503686251,37.367180968305846,53.304704719920956,52.400243216538726,46.32439005852398,53.69233107851334,39.477084441742036,52.400243216538726,43.67865014821008,52.92011856806263,47.71300448430493,48.39857110283499
52.679582576442776,44.70049935775145,47.33941886006582,47.52487288038976,51.284877136711536,48.18384269850801,54.10241014220675,55.436310985110474,50.60614582462434,49.73511997507011,37.43435003686279,53.89263428315181,53.10521475423542,47.74604960134986,54.41479375840814,39.54198937439671,53.10521475423542,44.16389879074858,53.740622791083005,47.30673638927103,48.40121913216639
53.69390733309011,45.368174632129396,48.81126109692326,48.74589565851879,51.199379788398396,49.98251854554299,55.731636872187764,55.42533138757145,50.07144594430257,50.336708014106776,37.054602942964856,55.02629818800924,53.725829989055086,47.445427459564634,55.37212696096315,38.874954396205766,53.725829989055086,45.29216830840326,54.86288459199805,47.16040374559163,49.43071263529126
54.84049951735618,45.777436591242484,49.58310214567483,49.097418045558534,51.49011530246946,49.57170111046083,56.958811860116896,56.27626988530559,49.806562435869175,50.68596228537551,37.06856582577698,54.61627915814756,54.51899032432145,49.21370860474131,56.39864099660249,39.77061117149437,54.51899032432145,44.8129090121383,55.603608807679734,47.974036042472655,49.27451412588263
55.526503807974706,46.79476460483711,49.78185853487983,49.635164100147456,51.68280558806987,49.74917531885138,56.49103871820987,56.226532690816775,51.23512153595914,51.70636790660201,37.878327227399176,55.173069029992554,55.34028548409164,49.49911071249411,57.28531687518052,40.49602480884119,55.34028548409164,44.7509234908715,55.391210495112716,48.0458477114148,49.217122964899744
56.057462090981645,46.93573518792992,50.17367840991145,50.67761182685365,51.799490746019075,48.961349903089726,58.04659293885152,57.154258351385245,52.04803709193175,52.9532930490632,38.214570744498914,55.230494432409834,56.07418386348953,48.436134230228404,58.471477976665525,40.94554022726409,56.07418386348953,45.595713145593436,55.88264356021738,49.05559989358872,50.391821533082506
55.93703444711319,47.13903499437536,50.21282417682649,50.66811589796601,52.40567328448512,49.23459304977045,58.823842388495336,57.03383904411541,52.80395852968897,53.83919613268067,37.801374236113226,56.12477577452799,56.720683469642154,48.30348727615457,59.53224286278921,41.14347389863489,56.720683469642154,46.004226080082695,55.95603660575841,49.71040710224681,51.686631601349916
57.0851987260856,48.04390292103403,50.61149411308651,51.91277182794555,53.74611402902032,47.42822830127012,59.892979029058324,58.02087212970212,53.12891922501007,54.25993630428008,37.40261319671944,56.831327956948385,57.21061392640788,48.971975403418895,60.66979317893329,41.91452003982883,57.21061392640788,46.28961030076845,56.95598306514749,50.35990362031878,51.916572288561376
57.426156488955776,48.7329167996838,51.24428026329791,53.008467490612794,53.77084568492422,47.953816451558964,60.94692996457944,58.8695824022134,53.98367309709491,54.250467460208874,37.830832611240325,57.844970432191666,57.76592025052827,49.16009181982639,61.29809519466107,42.00453018348763,57.76592025052827,44.42316170322738,58.13380763442331,50.95240266946383,52.40799014913121
57.6842681341735,49.373294517372166,51.60571902007434,53.9346766899005,54.34057205402817,47.840925502238505,62.037381898891006,59.757070864465916,54.65373476942255,53.9399974156475,38.2544979135154,58.68836509299869,58.401806006339264,49.39305721300386,61.830633698436465,41.99420800997256,58.401806006339264,45.071107699090156,58.17073448818419,50.62290496423712,52.62881857085306
58.861356035269075,49.72484037701429,52.01809060504713,54.2550927333536,54.40863484341745,47.94086348434175,60.91897233201581,60.33216783216783,54.914107631498936,53.79142596533901,38.783824870781395,59.25433262389784,58.9084828215263,50.11249619945272,62.83216783216783,43.06628154454241,58.9084828215263,46.0063849194284,59.05518394648829,51.29142596533901,52.60641532380663
