random : rwll,uncnormswitchK : rwll0010,vopt : rwll0100,mcvopt : rwll,uncnormdecaytau : rwll0010,uncnorm : rwll,uncnorm : rwll0010
33.414643413503555,33.414643413503555,33.414643413503555,33.414643413503555,33.414643413503555,33.414643413503555,33.414643413503555
34.45521832302384,34.25536118668025,35.44310530875268,35.44310530875268,34.266759882669426,31.68989467604906,34.25536118668025
34.362770056158006,34.2753793894812,33.871862485086595,33.65072610245226,34.57554733154499,31.39452706450951,34.2753793894812
33.91467566417411,34.783269499665636,34.17305003343668,34.470180558088636,34.4299045534683,29.207702595902486,34.783269499665636
34.264501371674356,35.49330881291274,32.869269174943575,34.47956167215083,35.32536419663959,29.43514374083334,35.49330881291274
35.02545786153963,36.29607113002508,32.276008815259516,35.45178205030778,36.44273880993997,30.343491146743673,36.29607113002508
36.76067148469857,37.27439223643314,33.05823435089559,35.60479979329579,37.54493156722826,31.577107508986312,37.27439223643314
36.59908198315956,38.71249658023528,33.638325683192996,36.87950269021491,38.70185731221692,31.07274219533696,38.71249658023528
36.407851839467426,39.527460919391736,34.50720815886068,38.28189714789455,38.92557775464142,30.590407867038536,39.527460919391736
37.130089827185266,39.53308102685696,34.83805268037633,38.71992461204079,39.88342224856748,31.162889669113735,39.53308102685696
36.68427252346392,39.04472394269864,35.589922863548274,38.966447543413004,40.84888095147623,30.67750883459361,39.04472394269864
36.284046692607006,39.6187986381323,36.89962305447471,39.994984192607006,41.75431663424124,31.497750486381324,39.6187986381323
36.99870044002645,40.24380049094488,37.31333074941292,40.91181991594659,42.69776490884081,31.81566007766961,40.24380049094488
37.059020230730646,42.59017190801173,38.956696204648054,42.262619507227434,45.16803210165524,32.24073201501725,42.59017190801173
37.0570219104582,44.06715255242018,40.114454214514254,41.6876296729771,46.81222972921623,33.37715931631467,44.06715255242018
37.88417692658459,44.99164006687946,42.26174190606475,44.01124791001672,46.73886608907129,33.34093327253382,44.99164006687946
38.67866452853419,45.18502192599123,42.410263035894786,43.963702414519034,46.82206127117549,34.27522628990948,45.18502192599123
38.80511939685966,45.807049810758635,43.57871376673912,44.75140221009591,48.18054689993768,34.76189028561006,45.807049810758635
39.40506319493529,45.22674935589047,43.557764654916895,45.298190413218116,49.213768363771784,35.64908760649658,45.22674935589047
38.347418982185204,46.357238402140204,44.401714598407004,45.54706025414969,50.03344074907278,37.038669666200526,46.357238402140204
38.619038571157134,47.117613528405855,45.224396731901955,44.96142884286529,49.83925517765533,37.35360060801824,47.117613528405855
