vopt : rwll0100,sopt : rwll0100
38.465162579694066,38.465162579694066
33.88020912489741,47.0682999483267
40.27736616132832,46.76545461453703
38.630180707327085,44.557502621700074
42.5349372686997,41.2810711815978
47.588759195087846,46.25053194723083
47.68867171767066,48.40452614540508
47.91777490690782,51.37548445930542
50.63417154929363,53.800089673148975
51.91810803416725,55.302155211721434
51.3310585392174,55.255458365948
52.48810663748423,56.82595412885869
54.13990956416005,55.86807006877684
54.6616609922179,54.19579888132296
55.24421847807088,54.76847313102756
56.5396482801599,54.01726679941025
57.582021720461164,53.32912806560218
58.03769569843441,55.452956376348986
59.214616314153474,56.15561753775299
59.64218942376385,56.99813038653878
60.880701034375306,57.24100716690607
60.611357694412355,58.00069921566243
61.0845525365761,58.55519665589968
61.199021083192726,59.378752641099304
61.55822243165391,60.30416574829182
61.67269631836561,61.06086401361992
61.928540483845225,61.35926609967242
62.65182032378202,62.15322641939652
62.85371174060759,61.772149974538074
63.234221087194456,61.13340629940411
62.98083866015034,60.62082437085287
63.67906602009638,61.12369457154584
63.61722342568312,61.49583855888724
62.73448663768204,61.335167675047884
63.18417792236419,61.62370879350577
64.28756023775863,61.36118332041167
64.83456343445246,61.56383730740873
64.86850106415324,61.948920644572816
65.09778882478584,61.568573795787444
65.37040696878942,60.785357028838995
65.04328922064201,61.04654256329956
65.24901942898842,61.69235914743531
65.43650944471894,61.97483942077458
65.80339632394302,62.03156118400049
65.9080370649092,61.69832691006666
66.34790805156896,62.03098394551204
67.14658193400278,62.271666501965015
67.50665146332193,61.61839604713037
67.44863130848582,61.9981907882234
67.83303432967433,62.07772067990391
67.7544907903639,61.61295962659734
68.39660651027017,61.65219771030666
68.63658823976586,61.71500247063742
68.73973727422003,62.050720671410325
68.822362269372,61.73266536417749
68.56745374101048,62.00377065880099
67.89214009320288,62.2072205624102
68.55937357457807,62.72008514520298
69.015273036894,62.551030492857635
69.13591509677812,62.6374127628518
69.40556649459847,62.762568706903764
69.82575112516726,62.648248388273934
69.59668529288783,62.8844033907325
69.84125777365549,62.46141681998571
70.14513468103061,62.73330647061954
70.26274974911048,62.334640999908764
70.14696155278983,62.74718507424105
70.41739527104083,63.01300083631111
70.52893278288438,62.99371241323206
70.62070433671917,63.524876832309474
70.8288032115079,63.938202802466414
70.64914921764517,64.12648449736174
70.66565291769625,64.24558068808211
70.9140537088288,64.29396916152186
71.09174821133946,64.6449670399854
71.21774303918735,64.76863186387068
71.39240121349442,64.92119129264528
71.42639902676399,64.59473844282239
71.42618176841368,64.52603806294148
71.5080825438343,64.18208914369136
71.65613570869165,64.2456868693781
71.83232458408102,64.58073542382675
72.01383872562066,64.78348477359997
72.05392581778366,64.7094605897471
72.3434185213629,64.82857208032667
72.47171360788369,64.88229211022568
72.5673137608261,64.60144018371086
72.69028971180899,64.64831571743593
72.7539560030112,64.6168703282665
72.74766554125985,64.84928673540773
72.81209365280935,64.87563399666938
72.87576232263167,64.72176174471127
72.96528649100794,64.89258963537507
73.25708723689013,64.60868110475727
72.80366227386448,64.77798985574474
72.76695411476632,64.97315630180529
72.49982889863955,64.84893650998852
72.5703422053232,64.96882129277567
72.52602681389212,64.96551304572658
72.64977414105158,65.07171211729455
72.58036305010761,65.19084085568493
72.61513658210136,65.3692887996593
72.81873835507054,65.23822198562684
72.90142516008335,65.4098285853347
73.0373479957108,65.48485470709467
73.23411310193777,65.29674809113862
73.38601120989269,65.47596413442746
73.38732983496844,65.35706137348848
73.3232437694408,65.41763949836108
73.13138841567292,65.93681552689219
73.1555210781294,66.09474700921004
73.24734192233393,66.30515796358547
73.0585237859832,66.34292885119976
73.3191871254297,66.1061421922059
73.3752652434155,66.15075713210072
73.4374286974643,66.33759754186885
73.48362120762695,66.25215810649448
73.66291451171281,66.87633100091269
73.68477095201516,66.60074992964655
73.4906220052024,66.33733400264683
73.53909809320261,66.39868570168166
73.7564270285071,66.51404058535398
73.78817265639856,66.60962160106484
73.8746824467195,66.728022270563
74.21828055950651,66.82512759273767
74.27056711695266,66.83324205914568
74.29699325326497,67.0208639167573
74.36145128166122,67.21761618620218
74.36429880808403,67.37710030501486
74.41506678431253,67.21027170109836
74.5631983691725,67.3431355397172
74.6968798016217,67.34669039903854
74.5742212756247,67.49324915376717
74.61434309012353,67.48691657031583
74.62327803260233,67.74301514494573
74.86726202248559,67.88881958284523
74.8777203885563,68.22099329839268
75.04488057203712,68.22987981134946
75.07055431731567,68.25245894157113
75.28259976570463,68.30318428699661
75.13103143993854,68.29153259240664
75.06466041869523,68.42365506329114
75.00513483701647,68.50557224905862
75.16241422855143,68.65443425076452
75.11734232006877,68.79797342015777
75.42220734564708,68.96053312235645
75.44103886619348,69.03484948764178
75.46595663750476,68.80791175351845
75.48859253398656,68.61063986793357
75.3720102245755,68.7511411356582
75.4478991532709,68.65276499273472
75.5085738630312,68.50265508269555
75.54870858533988,68.50774088021606
75.61090654575332,68.32795715285597
75.5840934853891,68.34141034516863
75.7581290607264,68.45680984768947
75.77392137917393,68.3972276534719
75.74026171637249,68.46469872185027
