uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,voptfull : rwll0100,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366,63.66041366041366
83.9066634592254,57.95044503247534,84.02694250661534,84.09910993504931,82.80009622323792,84.02694250661534,83.97883088765937,84.02694250661534,83.2571566033197,59.03295645898484,83.97883088765937,83.97883088765937,83.13687755592976,83.97883088765937,83.97883088765937,71.75847967284099,83.97883088765937,57.132547510223716,84.09910993504931,85.73490497955257
84.6968238691049,80.17324350336862,84.79307025986526,84.81713185755534,85.37054860442733,84.8893166506256,84.84119345524543,84.79307025986526,81.90567853705485,80.79884504331088,84.84119345524543,84.84119345524543,76.34744947064485,84.84119345524543,84.84119345524543,79.74013474494707,84.84119345524543,68.91241578440808,85.05774783445621,85.65928777670837
79.61492178098676,79.87966305655836,79.49458483754513,80.0962695547533,90.01203369434417,79.61492178098676,79.83152827918171,79.51865222623346,89.57882069795427,90.61371841155234,79.83152827918171,79.83152827918171,86.97954271961493,79.83152827918171,79.83152827918171,82.09386281588448,79.83152827918171,67.24428399518652,80.4332129963899,90.30084235860409
86.73567645642754,77.73230621088108,78.96003851709196,79.1044776119403,79.77852672123255,78.91189215214251,79.15262397688974,79.1044776119403,85.2431391429947,90.68367838228214,79.15262397688974,79.15262397688974,81.65623495426095,79.17669715936447,79.15262397688974,78.96003851709196,79.17669715936447,78.31006259027444,79.22484352431391,86.25421280693308
87.88827353720202,87.26222008186853,86.97327233325306,87.18998314471466,86.94919335420178,86.82879845894534,87.04550927040694,86.9251143751505,86.99735131230436,93.35420178184445,87.04550927040694,87.04550927040694,83.07247772694437,87.02143029135564,87.04550927040694,73.53720202263425,87.02143029135564,71.70719961473634,86.97327233325306,89.21261738502288
91.95568400770713,90.51059730250482,92.6300578034682,92.4373795761079,92.36512524084779,92.48554913294798,92.34104046242774,92.2447013487476,93.11175337186899,96.02601156069365,92.34104046242774,92.34104046242774,81.6233140655106,92.38921001926782,92.34104046242774,72.23025048169556,92.38921001926782,77.21579961464354,92.65414258188825,84.41714836223507
89.25560105998555,89.3760539629005,94.91688749698868,85.61792339195375,91.85738376294869,86.79836184052036,96.29005059021922,95.73596723681041,90.869669959046,92.17056131052759,96.29005059021922,96.29005059021922,86.24427848711154,96.29005059021922,96.29005059021922,85.66610455311972,96.29005059021922,83.28113707540352,95.47097085039749,85.97928210069863
87.01204819277109,93.01204819277109,89.80722891566265,89.51807228915662,87.6867469879518,90.04819277108433,89.90361445783132,89.95180722891567,92.26506024096386,95.10843373493977,89.90361445783132,89.90361445783132,85.92771084337349,89.92771084337349,89.90361445783132,82.16867469879519,89.92771084337349,78.81927710843374,90.3855421686747,88.8433734939759
91.17859725234996,96.07134249216679,93.0826705230176,93.63702096890817,90.33502048686431,92.28729814413111,93.44420342251145,93.54061219570981,94.09496264160039,98.28874427572909,93.44420342251145,93.44420342251145,86.91250903832248,93.44420342251145,93.44420342251145,89.25042178838274,93.44420342251145,83.12846469028682,93.22728368281514,92.11858279103399
