uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,soptfull : rwll,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,sopt : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,voptfull : rwll,uncnormpropswitchK : rwll0010
42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803,42.40181722073803
44.7982741870964,55.29030230298874,44.75970055431739,55.826047202697296,44.27110120578319,48.064175095719754,44.55540316589519,39.30796045488314,46.864106520372594,46.90839476541517,52.395851191496654,44.52683010457741,47.02983027601577,38.98079890279445,49.26424367106692,38.98079890279445,39.25652894451112,38.98079890279445,49.1170924052803,47.02983027601577,44.37396422652723,48.064175095719754,44.41253785930625
47.38909922137295,63.918851346524754,45.206086149010645,62.18587041931566,48.3205943281663,40.82148724908922,46.09614972498036,47.3119508536324,45.247517679834274,45.386099007071934,47.94056718337024,56.50546467604829,48.79205657546968,47.49339238517037,53.38524180298593,47.45910422173012,46.17901278662762,47.49339238517037,39.622830202157296,48.79205657546968,48.29630687906279,40.82148724908922,57.89984998928495
56.476269394519534,63.74546389690545,47.9626825156442,64.7084035774495,48.1941309255079,39.80341172100466,56.1748149841415,63.81404120353173,44.92956539131926,61.768151555847645,61.75672200474327,58.49358516444266,62.56393405149013,61.0366602851673,58.34071491842158,61.12952538789039,53.74317798668457,61.0366602851673,40.254878989627684,47.04117495785353,47.63265422750521,39.80341172100466,60.45089579106781
62.42052776706242,62.47767633906248,60.81322417956081,66.3994970925664,46.56179903704656,47.607617904647604,67.99108482276799,61.671881473861674,53.41248410555341,64.75218950466476,57.31858900175732,58.39155344105839,65.64084979926564,66.17233151886617,51.928049947851925,59.873130170159875,64.36357921506436,66.17233151886617,51.31084537025131,64.13498492706414,48.48199105624848,47.607617904647604,60.45604560456046
65.51891644759401,63.39724539947422,67.99062750028574,68.88215796090982,56.24357069379358,54.05474911418448,66.37472854040462,66.20185164018746,64.7516859069608,59.79683392387702,55.55063435821237,54.90627500285747,71.13098639844554,65.11315578923306,56.46073837009944,61.60704080466339,63.36724197051092,65.11315578923306,57.84375357183678,69.50080009143902,64.90170305177735,54.05474911418448,55.28488970168019
72.00782957808862,60.67065765598434,68.91314597591119,67.79157320226886,55.21424183109257,61.63220985555286,61.215013358860425,59.65052649626381,65.97562543755626,69.36320384049378,55.56000057150205,59.16760726379106,73.42658341786802,65.23267277221358,48.053321141289594,60.766384249403494,61.42789787258362,65.23267277221358,60.622079981711934,73.24798902716063,65.54699889985855,61.63220985555286,56.01291594633596
74.93213316188027,61.84454922131733,72.49321331618803,68.98414059151307,50.49149878554079,53.649092727532505,58.13259037005287,70.9858551221603,66.80525789398486,68.09972853264752,60.86012287469639,50.880125732247464,72.91470210030005,67.05100728675525,54.61923131875982,56.316616659522786,53.25189312758965,67.05100728675525,66.45235033576225,72.76039434204887,64.63209029861409,53.649092727532505,61.20588655522217
70.72111331780708,61.368215005215106,71.94559145008502,66.91194330537655,60.518081412793435,55.26154109931561,54.33139493348955,69.76667762076897,64.27724356684622,64.29438911829001,61.40679249596365,58.047693208932834,72.41709411478946,65.10308762805583,51.728128705939504,58.96069382331509,50.05786623612282,65.10308762805583,69.31946448727658,73.28151566674764,63.371386932232205,55.26154109931561,59.706525311120316
67.05149454192147,61.01760301766017,70.33062810767561,65.84985997599588,60.58181402526147,58.978682059781676,56.459678802080354,68.0302337543579,63.30799565639824,66.90432645596388,62.160656112476424,59.06583985826142,70.85929016402812,67.81162484997428,47.628164828256274,61.41481396810882,46.50654397896783,67.81162484997428,63.20226324512774,71.2865062582157,69.38189403897812,58.978682059781676,61.97490998456878
