uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,voptfull : rwll0100,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913,79.12457912457913
88.93432764012509,86.16790955015637,89.24705316333895,89.3432764012509,88.9102718306471,88.54943468847726,89.24705316333895,89.22299735386096,87.32258840509984,87.32258840509984,89.17488573490498,89.17488573490498,88.81404859273515,89.17488573490498,89.17488573490498,56.94010103439981,89.17488573490498,55.73731056050036,88.78999278325716,89.22299735386096
80.60635226179018,86.45332050048123,80.07699711260828,80.26948989412897,80.36573628488932,80.70259865255053,80.12512030798845,80.17324350336862,83.97497593840231,85.58710298363812,80.14918190567853,80.14918190567853,80.55822906641001,80.17324350336862,80.14918190567853,80.51010587102984,80.17324350336862,75.81809432146295,80.51010587102984,79.90856592877768
89.62695547533093,94.77737665463297,89.29001203369434,89.74729241877256,89.65102286401925,89.16967509025271,89.338146811071,89.48255114320096,90.87845968712395,88.15884476534296,89.21780986762936,89.21780986762936,90.15643802647413,89.16967509025271,89.21780986762936,71.3598074608905,89.16967509025271,68.35138387484957,89.12154031287605,88.76052948255115
93.83726528647087,91.69475204622051,93.11506981222918,91.50216658642273,93.40394800192585,94.43909484833895,92.70582571015888,93.50024073182475,94.31872893596534,87.81896966779009,92.75397207510832,92.75397207510832,80.40442946557535,92.75397207510832,92.75397207510832,65.52720269619644,92.75397207510832,80.47664901299952,93.52431391429947,91.5743861338469
88.5624849506381,87.57524680953527,88.10498434866362,88.80327474115097,96.00288947748615,88.61064290874067,88.51432699253552,88.87551167830485,92.99301709607512,94.02841319528052,88.58656392968938,88.58656392968938,88.70695882494583,88.49024801348423,88.58656392968938,59.49915723573321,88.49024801348423,72.33325307006983,89.04406453166386,87.57524680953527
92.26878612716763,93.90655105973025,92.19653179190752,92.14836223506744,90.22157996146436,92.17244701348747,92.0038535645472,92.1242774566474,95.20712909441234,97.39884393063583,92.14836223506744,92.14836223506744,93.03949903660886,92.14836223506744,92.14836223506744,72.35067437379575,92.14836223506744,77.74566473988439,92.29287090558766,92.02793834296725
96.72368104071307,97.44639845820284,95.7600578173934,95.23006504456757,88.24379667549988,95.66369549506143,95.4468802698145,95.03734039990364,96.31414117080222,94.19417007949892,95.37460852806552,95.37460852806552,88.82197060949169,95.49506143098048,95.37460852806552,78.65574560346904,95.49506143098048,83.85931100939533,95.97687304264032,96.33823175138521
98.36144578313252,98.09638554216868,97.80722891566265,97.5421686746988,87.855421686747,94.24096385542168,96.0,96.72289156626506,94.09638554216868,95.855421686747,95.78313253012048,95.78313253012048,92.09638554216868,95.71084337349397,95.78313253012048,81.03614457831326,95.71084337349397,79.49397590361446,96.07228915662651,89.71084337349397
96.40877319836105,98.21643769583032,95.34827669317907,96.24005784526392,88.72017353579176,95.37237888647867,95.10725476018318,95.58929862617498,94.50469992769342,95.34827669317907,94.86623282718728,94.86623282718728,94.26367799469752,95.01084598698482,94.86623282718728,86.21354543263438,95.01084598698482,83.44179320318149,95.34827669317907,93.17907929621596
99.44551591128254,98.52941176470588,97.08293153326905,94.91321118611378,88.8138862102218,97.92671166827387,97.78206364513018,97.85438765670203,97.20347155255544,97.01060752169721,97.90260366441659,97.90260366441659,94.91321118611378,97.08293153326905,96.79363548698167,91.22468659594986,97.08293153326905,79.2430086788814,97.78206364513018,95.99807135969142
98.28791897757415,98.07089462261877,95.61128526645768,93.80274897516277,90.83674945743911,96.0212201591512,97.92621171931516,95.85242343863034,96.04533397636845,98.55317096696407,97.92621171931516,97.92621171931516,96.81697612732096,95.41837472871956,94.35736677115987,92.62117193151676,95.41837472871956,84.01253918495298,98.93899204244032,97.92621171931516
94.50072358900145,99.37288953207911,94.33188615533044,95.10371442354077,89.1702846116739,98.55282199710564,96.33381572600096,98.19102749638205,93.63241678726483,97.8774722624216,96.50265315967198,96.50265315967198,96.11673902556682,96.33381572600096,95.34491075735649,94.69368065605403,96.33381572600096,86.27592860588518,97.29860106126387,98.6734201640135
98.31121833534378,99.25211097708082,96.13992762364295,96.28468033775633,89.96381182147165,98.33534378769602,97.51507840772014,97.82870928829915,95.85042219541616,99.66224366706875,97.58745476477684,97.58745476477684,96.7189384800965,97.1049457177322,95.29553679131483,91.58021712907117,97.1049457177322,83.81182147165259,97.82870928829915,98.35946924004826
98.74517374517374,99.78281853281854,97.27316602316603,94.57046332046332,89.38223938223938,98.43146718146718,96.47683397683397,97.36969111969113,97.36969111969113,100.0,96.52509652509653,96.52509652509653,97.2007722007722,97.08011583011583,95.10135135135135,91.6988416988417,97.08011583011583,86.41409266409266,99.4449806949807,97.82818532818533
99.58966932174752,99.637943519189,96.08979000724113,95.53463673666425,92.03475742215785,97.51387883176442,97.39319333816076,99.49312092686459,96.81390296886315,99.58966932174752,97.17595944967415,97.17595944967415,96.644943277818,98.40695148443157,97.29664494327781,91.86579773111272,98.40695148443157,90.90031378228338,98.1414433985035,96.83804006758388
99.6861419604056,99.6378561081603,95.46112988894254,95.19555770159343,91.86383389666828,97.10284886528247,95.84741670690488,99.73442781265089,94.8092708836311,100.0,96.04056011588605,96.04056011588605,96.66827619507484,97.8029937228392,98.69628198937711,90.60840173829068,97.8029937228392,92.51569290197972,98.45485272815066,97.56156446161275
99.32383482250664,99.68606616759237,93.89036464622072,95.36343878290268,92.34484424052161,98.33373581260565,95.65322385897126,98.11639700555422,94.9770586814779,99.75851243660952,95.79811639700556,95.79811639700556,95.46003380825887,99.46872736054094,98.57522337599613,92.80367061096354,99.46872736054094,94.25259599130645,99.85510746196572,96.95725670127989
99.8792270531401,100.0,94.44444444444444,93.93719806763285,93.04347826086956,98.93719806763285,95.82125603864735,99.51690821256038,95.6280193236715,100.0,95.89371980676329,95.89371980676329,94.68599033816425,99.95169082125604,99.58937198067633,92.487922705314,99.95169082125604,94.42028985507247,98.96135265700484,97.70531400966183
99.95167914955303,100.0,95.38535878231457,92.96931625996618,93.95989369412902,98.502053636144,97.004107272288,99.51679149553033,97.31819280019329,99.95167914955303,97.05242812273497,97.05242812273497,96.27929451558347,98.9369412901667,99.87919787388257,91.90625755013288,98.9369412901667,94.75718772650399,98.16380768301522,97.82556172988645
99.87916868052199,100.0,97.2933784436926,96.42339294345095,95.8434026099565,99.42000966650556,97.94586756887385,99.87916868052199,98.06669888835187,100.0,98.01836636056066,98.01836636056066,98.23586273562107,98.79168680521991,100.0,91.37264378927019,98.79168680521991,94.24842919284679,99.08168197196713,98.5500241662639
99.95165578921925,100.0,97.82451051486585,95.60067681895093,96.88179840464105,99.83079526226734,95.64902102973168,99.80662315687697,97.7519941986947,100.0,95.72153734590283,95.72153734590283,98.45298525501572,99.63741841914431,99.75827894609621,92.26492627507857,99.63741841914431,94.97220207880106,99.20232052211747,99.22649262750785
99.95164410058027,100.0,98.18665377176015,97.21953578336557,96.73597678916828,99.80657640232108,96.68762088974854,99.10541586073501,98.52514506769826,100.0,96.73597678916828,96.73597678916828,99.78239845261122,99.87911025145068,99.97582205029013,93.20599613152805,99.87911025145068,96.15570599613153,99.97582205029013,99.46808510638297
99.95163240628779,100.0,97.89600967351875,98.23458282950423,96.44498186215236,99.85489721886336,94.24425634824668,99.2261185006046,98.93591293833131,100.0,94.38935912938331,94.38935912938331,99.41958887545344,99.70979443772673,100.0,91.75332527206771,99.70979443772673,95.88875453446191,99.90326481257557,99.49214026602176
99.92743105950653,100.0,98.2341557813256,98.52443154329947,96.87953555878084,100.0,96.5166908563135,98.79051765844218,98.42767295597484,100.0,95.98451862602806,95.98451862602806,99.27431059506532,100.0,100.0,92.6463473633285,100.0,95.54910498306725,100.0,98.64537977745525
99.83063150254053,99.95160900072587,96.85458504718122,98.69344301959835,97.38688603919671,100.0,97.38688603919671,98.81442051778369,98.9595935156061,100.0,96.66102105008468,96.66102105008468,98.8870070166949,99.54028550689571,100.0,93.3704330994435,99.54028550689571,96.29808855552866,99.95160900072587,98.59666102105008
99.83059051306873,100.0,96.61181026137464,98.30590513068732,97.26524685382381,100.0,97.96708615682478,99.90319457889642,98.86253630203291,100.0,97.74927395934172,97.74927395934172,99.66118102613747,100.0,100.0,92.0377541142304,100.0,96.17618586640852,100.0,98.37850919651501
99.68530622125394,100.0,95.61849431130477,97.89397240377633,96.75623335754055,100.0,95.66690873880417,99.90317114500121,99.34640522875817,100.0,97.40982812878238,97.40982812878238,99.70951343500363,100.0,100.0,92.61679980634229,100.0,95.279593318809,99.80634229000242,98.28128782377148
99.68523002421307,100.0,95.69007263922518,96.90072639225181,96.77966101694915,100.0,97.45762711864407,100.0,99.32203389830508,100.0,97.3365617433414,97.3365617433414,99.66101694915254,100.0,100.0,93.58353510895884,100.0,95.13317191283294,99.80629539951573,98.23244552058111
99.56405909421167,100.0,95.18043109711795,98.11092274158392,96.56091063211431,100.0,98.01404698474207,100.0,99.73359166868491,100.0,98.40155001210947,98.40155001210947,99.56405909421167,100.0,100.0,95.22886897553887,100.0,95.37418261080165,100.0,98.2562363768467
