random : rwll,uncnormprop++switchKkde : rwll0010,uncnormswitchK : rwll0010,uncnormprop++ : rwll0010,unc : rwll0010,uncnormprop : rwll0010,unc : rwll,uncnormprop++kde : rwll0010,uncnormpropdecaytau : rwll0010,voptfull : rwll0100,uncnormprop++decaytaukde : rwll0010,uncnormprop++decaytau : rwll0010,uncnormkde : rwll0010,uncnormprop++switchK : rwll0010,mcvopt : rwll,uncnormdecaytaukde : rwll0010,uncnormdecaytau : rwll0010,uncnorm : rwll,uncnormpropswitchK : rwll0010,uncnorm : rwll0010
51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903,51.41784820683903
45.139758030871924,51.52273675427618,52.23195661243221,52.23195661243221,52.23195661243221,53.06633291614518,53.02461410095953,52.31539424280351,51.35586149353358,53.77555277430121,51.773049645390074,52.81602002503129,52.23195661243221,51.27242386316229,53.02461410095953,52.19023779724656,52.19023779724656,53.44180225281602,51.56445556946183,52.23195661243221
55.71786310517529,50.250417362270454,50.12520868113523,50.208681135225376,50.12520868113523,48.45575959933222,57.92988313856427,50.41736227045075,49.58263772954925,54.298831385642735,48.78964941569282,50.208681135225376,50.12520868113523,50.0,57.84641068447412,50.1669449081803,50.1669449081803,56.42737896494157,49.37395659432387,50.12520868113523
61.419624217119,59.91649269311065,60.0,60.04175365344468,60.0,58.16283924843424,61.46137787056367,60.04175365344468,59.41544885177453,56.91022964509395,56.53444676409186,60.12526096033403,60.0,60.0,60.04175365344468,60.08350730688935,60.08350730688935,61.71189979123173,59.24843423799582,60.0
61.48705096073517,69.25647451963242,68.71345029239767,69.34001670843776,68.71345029239767,71.6374269005848,61.319966583124476,69.34001670843776,71.59565580618212,55.47201336675021,66.87552213868004,69.34001670843776,68.71345029239767,69.17293233082707,61.73767752715121,68.62990810359231,68.62990810359231,56.72514619883041,72.13868003341688,68.71345029239767
61.67989970748015,80.40117007939824,80.31759297952361,80.69368992895947,80.31759297952361,77.76849143334726,61.63811115754283,80.90263267864606,81.98913497701629,60.05014625992478,65.52444630171333,80.7772670288341,80.31759297952361,81.06978687839532,73.08817384036774,80.5265357292102,80.5265357292102,61.512745507730884,79.0639364814041,80.31759297952361
66.09531772575251,90.51003344481606,90.42642140468227,92.14046822742475,90.42642140468227,91.42976588628763,61.7056856187291,92.55852842809365,80.68561872909699,70.69397993311037,70.40133779264214,92.26588628762542,90.42642140468227,92.51672240802675,71.3628762541806,91.5551839464883,91.5551839464883,61.12040133779264,82.27424749163879,90.42642140468227
67.2103722291928,84.31618569636136,83.18695106649938,88.41488916771226,83.18695106649938,83.01965704726057,61.6478460895023,87.28565453785028,81.84859891258887,81.09577582601422,68.590547887913,85.40359682141363,83.18695106649938,86.24006691760769,66.45754914261815,83.73065662902552,83.73065662902552,61.438728565453786,78.71183605186114,83.18695106649938
71.17154811715481,82.80334728033473,82.88702928870293,87.11297071129707,82.88702928870293,79.9581589958159,61.67364016736402,84.35146443514644,78.7029288702929,89.6652719665272,71.58995815899581,83.26359832635983,82.88702928870293,83.09623430962343,77.28033472803347,83.97489539748953,83.97489539748953,61.71548117154812,77.23849372384937,82.88702928870293
81.33110087902888,82.08455420678108,81.4148179154458,87.65173712850564,81.4148179154458,80.6613645876936,61.61573880284638,84.80535789033068,83.089158643784,87.94474675596484,79.5311845960653,82.92172457095019,81.4148179154458,83.80075345332776,78.98702385935538,82.41942235244872,82.41942235244872,61.7831728756802,84.5123482628715,81.4148179154458
78.60134003350083,82.91457286432161,81.23953098827471,85.13400335008376,81.23953098827471,85.92964824120602,61.47403685092127,84.71524288107203,83.96147403685092,87.10217755443887,77.26130653266331,82.70519262981574,81.23953098827471,84.50586264656616,78.22445561139028,80.61139028475712,80.61139028475712,60.42713567839196,85.05025125628141,81.23953098827471
75.86929199832426,84.1642228739003,84.4574780058651,84.4574780058651,84.41558441558442,85.04398826979472,61.457896941767906,84.49937159614579,82.48847926267281,88.10222036028487,82.8236279849183,81.69250104733976,84.4574780058651,84.33179723502305,81.44113950565564,83.70339338081274,83.70339338081274,61.70925848345203,84.37369082530373,84.4574780058651
80.21793797150042,85.91785414920369,86.08549874266555,87.13327745180219,86.04358759430008,85.75020955574183,61.567476948868396,87.09136630343671,80.9723386420788,87.42665549036043,87.3428331936295,85.70829840737636,86.08549874266555,87.13327745180219,85.75020955574183,86.33696563285834,86.33696563285834,61.73512154233026,84.78625314333613,86.08549874266555
78.0293501048218,90.020964360587,91.36268343815513,90.73375262054508,90.18867924528301,88.17610062893081,61.55136268343816,89.76939203354297,83.01886792452831,86.58280922431865,85.9119496855346,89.979035639413,91.32075471698113,89.72746331236897,90.31446540880503,91.48846960167715,91.40461215932915,61.677148846960165,83.14465408805032,91.36268343815513
76.55201342281879,95.88926174496645,95.84731543624162,96.30872483221476,96.3506711409396,89.93288590604027,61.577181208053695,96.2248322147651,88.63255033557047,87.54194630872483,84.39597315436242,88.21308724832215,95.88926174496645,96.26677852348993,95.93120805369128,96.51845637583892,96.51845637583892,61.70302013422819,86.82885906040268,95.84731543624162
85.22870331514898,94.46076374318086,94.04112463281578,94.50272765421737,94.71254720939992,89.38313050776333,61.35123793537558,93.91523289970625,91.52328997062526,91.1875786823332,87.49475451112043,93.53755770037768,94.08308854385228,92.27864036928241,95.6357532522031,94.67058329836341,94.71254720939992,61.644985312631135,92.53042383550147,94.04112463281578
85.43240973971453,92.6112510495382,92.02350965575147,95.59193954659949,92.02350965575147,90.1343408900084,61.58690176322418,92.9471032745592,95.54995801847187,95.04617968094038,86.77581863979849,92.65323257766583,92.19143576826197,92.14945424013435,95.92779177162049,92.98908480268682,92.86314021830394,61.670864819479426,91.183879093199,92.02350965575147
88.99622007559849,92.94414111717765,93.07013859722805,94.66610667786644,92.31415371692566,88.6182276354473,61.612767744645105,94.70810583788324,93.57412851742966,93.78412431751364,86.60226795464091,94.28811423771525,92.14615707685846,93.53212935741286,95.42209155816883,93.02813943721125,93.07013859722805,61.654766904661905,92.27215455690886,92.10415791684166
88.4873949579832,90.08403361344538,92.6470588235294,93.69747899159664,92.39495798319328,88.19327731092437,61.596638655462186,92.73109243697479,91.26050420168067,92.3529411764706,89.53781512605042,90.96638655462185,92.52100840336135,92.14285714285714,94.24369747899159,92.56302521008404,92.43697478991596,61.63865546218487,92.98319327731092,92.39495798319328
87.55779739386297,89.8276586801177,93.0222782681799,94.32534678436318,93.69482976040354,87.72593526691887,61.58049600672552,93.31651954602775,91.63514081546869,93.40058848255569,90.96258932324506,90.62631357713325,91.50903741067675,92.6860025220681,94.36738125262715,92.39176124422026,92.1395544346364,61.66456494325347,94.8297604035309,91.55107187894073
88.3515559293524,90.2439024390244,93.18755256518082,93.31370899915896,91.9259882253995,88.3515559293524,61.60639192598823,92.05214465937763,90.74852817493692,93.27165685449958,90.70647603027754,91.75777964676199,93.48191757779647,93.3978132884777,95.71068124474348,93.65012615643398,93.56602186711523,61.60639192598823,93.81833473507149,93.43986543313709
88.89356331510307,90.70256625999158,94.40471182162389,93.89987379049222,93.31089608750526,87.84181741691208,61.63230963399243,91.12326461926799,91.83845183003787,92.89019772822886,89.60875052587295,94.69920067311737,93.64745477492637,93.22675641564997,94.82541018090029,94.02608329827514,94.06815313420277,61.63230963399243,94.02608329827514,93.89987379049222
88.76262626262626,90.9090909090909,92.92929292929293,96.67508417508418,96.75925925925925,93.6026936026936,61.61616161616162,91.54040404040404,88.93097643097643,93.43434343434343,90.95117845117845,96.506734006734,96.71717171717172,96.08585858585859,96.63299663299664,96.71717171717172,96.67508417508418,61.658249158249156,94.02356902356902,96.67508417508418
88.96842105263158,92.33684210526316,92.92631578947369,96.58947368421053,95.28421052631579,92.16842105263157,61.6,94.18947368421053,91.49473684210527,96.58947368421053,91.15789473684211,96.63157894736842,96.29473684210527,95.62105263157895,96.08421052631579,96.46315789473684,96.37894736842105,61.642105263157895,95.41052631578947,96.29473684210527
91.87026116259477,91.91238416175231,95.82982308340354,95.70345408593091,94.81887110362258,94.69250210614996,61.5838247683235,94.27127211457456,91.3647851727043,95.787700084246,88.58466722830666,95.91406908171862,94.01853411962932,95.11373209772536,95.82982308340354,94.56613310867733,94.56613310867733,61.625947767481044,96.25105307497894,93.93428812131424
92.87821323219553,93.2574799831437,95.70164348925411,95.78592498946482,94.2267172355668,93.46818373367046,61.609776654024444,93.72102823430257,90.85545722713864,94.64812473662032,88.36915297092288,96.08091024020227,94.60598398651496,94.64812473662032,95.99662873999158,95.02739148756848,95.06953223767383,61.609776654024444,94.77454698693637,94.64812473662032
92.53794266441821,92.95952782462058,95.10961214165262,95.36256323777403,94.73018549747049,93.50758853288364,61.59359190556492,91.69477234401349,91.52613827993255,94.2664418212479,86.08768971332209,96.62731871838112,94.8566610455312,93.04384485666104,95.53119730185497,94.98313659359191,95.02529510961214,61.59359190556492,94.64586846543001,94.8566610455312
92.66132433572332,92.53479544495993,95.61366512020244,94.34837621256854,94.30619991564741,90.6790383804302,61.57739350485027,91.85997469422185,90.93209616195698,93.08308730493462,91.48038802193167,96.20413327709826,95.19190215099114,94.68578658793759,95.36060733867566,93.71573175875159,93.71573175875159,61.57739350485027,94.26402361872627,95.23407844791227
92.23628691983123,93.16455696202532,95.35864978902954,94.55696202531645,94.9789029535865,95.56962025316456,61.561181434599156,92.27848101265823,92.48945147679325,94.38818565400844,92.44725738396625,96.24472573839662,93.92405063291139,95.44303797468355,95.40084388185655,94.38818565400844,94.43037974683544,61.60337552742616,95.18987341772151,93.92405063291139
91.43098353735753,93.03503588011819,94.34360489658084,94.93457154917687,95.5255382017729,92.82397636133389,61.587167581257916,91.81089067116928,92.14858590122415,94.25918108906711,92.10637399746729,95.82102152807091,95.31447868298861,95.77880962431405,95.56775010552975,94.1747572815534,94.85014774166315,61.587167581257916,95.56775010552975,95.27226677923174
89.94932432432432,93.45439189189189,94.93243243243244,94.51013513513513,96.875,91.89189189189189,61.570945945945944,92.22972972972973,92.1875,94.00337837837837,92.10304054054055,96.0304054054054,94.25675675675676,95.4391891891892,95.05912162162163,94.5945945945946,95.1858108108108,61.61317567567568,95.35472972972973,94.34121621621621
90.49429657794677,93.15589353612167,94.38107308829743,93.91634980988593,96.23996620194339,93.36713138994507,61.59695817490494,91.97296155471061,91.88846641318125,93.83185466835657,91.5504858470638,95.52175749894381,94.2120828052387,96.02872834811998,95.099281791297,94.97253907900296,96.07097591888467,61.59695817490494,95.14152936206168,94.12758766370933
