uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,soptfull : rwll,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,sopt : rwll0010,uncnormswitchK : rwll0010,random : rwll,sopt : rwll0100,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,voptfull : rwll,uncnormpropswitchK : rwll0010
63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938,63.62844121890938
52.66872392708155,51.51151494371107,60.946339790845194,52.5530030287445,62.662152122978455,61.63637922166981,52.10297731298932,58.04045945482599,61.3792216698097,61.38493628207326,54.73598491342362,54.887422138407906,62.440710897765584,62.919309674838566,52.595862620721185,62.919309674838566,52.3629921709812,62.919309674838566,54.69598262757872,52.3629921709812,62.440710897765584,62.50928624492828,61.63637922166981,52.863020744042515
62.001571540824344,58.0084291735124,65.08893492392313,69.32638045574684,63.74598185584684,68.14486749053503,62.40160011429388,52.76519751410815,53.576684048860635,64.12600900064291,58.57275519679977,58.85134652475177,53.580970069290665,53.450960782913064,47.75626830487892,53.302378741338664,59.40710050717908,53.450960782913064,64.86034716765484,59.40710050717908,53.61668690620758,70.05643260232874,68.14486749053503,63.7302664476034
63.10969511672429,57.37777523787753,70.3846043946624,60.50804354658971,59.28222419064491,66.52713089693403,76.26225105009001,59.562248192702235,47.96839729119639,68.52730234020059,67.74723547732663,61.308112123896336,61.38954767551505,63.138268994485244,54.4260936651713,63.10112295339601,74.29493956624853,63.138268994485244,55.40617767237192,74.29493956624853,61.75672200474327,67.18004400377176,66.52713089693403,60.11658142126468
66.63952109496664,56.33277613475633,68.60543197176861,68.71972911576871,59.44451588015944,56.132756132756136,75.78472132927578,67.11956909976712,59.77169145485977,63.813524209563816,65.34939208206535,72.02291657737203,59.77026274055977,59.62882002485963,61.35042075636135,59.608818024659605,69.34407726486934,59.62882002485963,62.976297629762975,69.34407726486934,59.65025073935965,69.22978012086924,56.132756132756136,60.44604460446045
74.3999314207338,66.8890730369185,68.93787861469882,77.907475140016,64.07875185735513,55.53491827637444,77.43170648074066,74.055606355012,68.76785918390674,75.68579266201851,69.129329066179,79.27906046405303,68.81929363355812,68.76785918390674,73.27980340610355,68.89358783861013,71.39530232026517,68.76785918390674,73.15264601668763,71.39530232026517,68.80643502114528,74.37135672648303,55.53491827637444,56.156417876328725
76.42268291637497,73.368004457716,77.01704504864911,75.15966338529239,59.33191410324184,65.53699761397894,78.46866025631867,80.20459773399438,77.61426469117458,74.68960294895058,79.0358760412053,88.20848394793616,77.3313711762941,77.37423383006387,72.62076552699632,77.69856124358846,68.43737051906673,77.37423383006387,73.15654869911846,68.43737051906673,77.33708619679673,81.53905502135989,65.53699761397894,63.33242845508708
86.70667238176883,75.8979854264895,85.30647235319331,76.90812973281898,66.65523646235177,71.89312758965566,75.75082154593514,86.00657236748107,84.79925703671954,78.40262894699242,83.03471924560651,87.17388198314045,85.30790112873268,84.60922988998428,69.81711673096157,84.77353907701101,69.54993570510072,84.60922988998428,69.0098585512216,69.54993570510072,85.25789398485497,90.36290898699814,71.89312758965566,70.98442634662095
93.65185957793368,75.659032133621,84.54471416936947,77.94510565946078,74.17165554587149,65.97893954764321,77.43216791210047,86.65075940504937,93.03319093000329,87.33229507494035,90.3341953735587,88.39103287659489,93.4289674091643,92.63741445084227,64.34439697666777,93.001757419023,69.19230164740173,92.63741445084227,74.45312834874052,69.19230164740173,93.71329780394062,93.38181714269385,65.97893954764321,73.07005386560745
92.12865062582156,81.85546093616048,91.89718237412127,84.69880550951592,81.92261530548095,62.867920214893985,74.4584785963308,85.72898211121907,92.1800880150883,87.81219637652168,89.40104017831628,91.00274332742755,92.42727324684232,91.52283248556896,68.26884608790078,91.5471223638338,75.71583700062868,91.52283248556896,72.11093330285192,75.71583700062868,92.65731268217408,90.46122192375836,69.38189403897812,76.47882494141852
