uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,voptfull : rwll0100,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055,50.91743119266055
50.354609929078016,51.689612015018774,50.39632874426366,50.646641635377556,52.10680016687526,50.730079265748856,50.47976637463496,50.47976637463496,51.89820609094702,51.689612015018774,50.47976637463496,50.47976637463496,49.97914059240718,50.47976637463496,50.47976637463496,53.40008343763037,50.47976637463496,61.45181476846057,50.39632874426366,50.354609929078016
50.751252086811355,61.39398998330551,50.3338898163606,50.250417362270454,51.08514190317195,50.41736227045075,50.54257095158598,50.3338898163606,61.39398998330551,61.43572621035059,50.54257095158598,50.54257095158598,50.08347245409015,50.54257095158598,50.54257095158598,61.43572621035059,50.54257095158598,61.43572621035059,50.41736227045075,50.12520868113523
61.75365344467641,61.33611691022965,61.62839248434238,61.67014613778706,61.67014613778706,61.67014613778706,58.83089770354906,61.67014613778706,61.62839248434238,61.37787056367432,58.83089770354906,58.83089770354906,61.67014613778706,58.83089770354906,58.83089770354906,60.79331941544885,58.83089770354906,61.544885177453025,61.62839248434238,62.463465553235906
73.55889724310777,60.77694235588972,72.47284878863826,72.38930659983292,72.63993316624895,72.30576441102757,72.890559732665,72.38930659983292,57.47702589807853,60.150375939849624,72.890559732665,72.890559732665,73.22472848788638,72.890559732665,72.890559732665,60.77694235588972,72.890559732665,59.774436090225564,72.76524644945698,73.26649958228906
85.12327622231508,61.67989970748015,83.78604262432094,83.11742582532386,83.91140827413288,83.4517342248224,80.69368992895947,83.7024655244463,55.077308817384036,61.72168825741747,80.69368992895947,80.69368992895947,84.53823652319265,80.69368992895947,80.69368992895947,60.55160885917259,80.69368992895947,71.79272879231091,84.16213957375679,80.27580442958629
96.82274247491638,60.45150501672241,94.3561872909699,94.69063545150502,96.11204013377926,94.06354515050167,83.8628762541806,94.77424749163879,64.4648829431438,61.62207357859532,83.8628762541806,83.8628762541806,96.73913043478261,83.8628762541806,83.8628762541806,60.32608695652174,83.8628762541806,72.44983277591973,95.1086956521739,92.14046822742475
88.58218318695107,61.39690506064408,93.60100376411543,92.80635717273107,91.7189460476788,93.39188624006692,80.34295273943957,90.25512337933918,64.4500209117524,61.6478460895023,80.34295273943957,80.34295273943957,94.98117942283564,80.34295273943957,80.34295273943957,71.76913425345045,80.34295273943957,84.8598912588875,89.75324132162275,86.74194897532414
89.8744769874477,61.58995815899581,87.23849372384937,83.84937238493724,89.16317991631799,89.7907949790795,85.64853556485356,86.82008368200837,75.39748953974896,61.54811715481171,85.64853556485356,85.64853556485356,90.5857740585774,85.64853556485356,85.64853556485356,69.8744769874477,85.64853556485356,93.17991631799163,88.24267782426779,83.51464435146444
83.71703641691084,61.61573880284638,87.44244453746337,83.3821682712432,84.8890749267476,87.02385935537882,78.27542904981163,85.14022603599832,79.23817496860612,61.532021766429466,78.27542904981163,78.27542904981163,87.56802009208874,78.27542904981163,78.27542904981163,70.36416910841356,78.27542904981163,90.62369192130599,89.28421933863541,89.40979489326078
84.21273031825795,61.59966499162479,85.92964824120602,82.07705192629815,88.44221105527639,84.67336683417085,80.27638190954774,84.92462311557789,80.23450586264657,61.55778894472362,80.27638190954774,80.27638190954774,83.91959798994975,80.27638190954774,80.27638190954774,74.07872696817421,80.27638190954774,87.64656616415411,83.66834170854271,86.85092127303183
85.04398826979472,61.62547130289066,87.59949727691664,83.57771260997067,89.19145370758274,87.68328445747801,79.9329702555509,87.43192291579389,82.865521575199,61.62547130289066,75.32467532467533,75.32467532467533,83.66149979053205,75.32467532467533,75.32467532467533,74.40301633850021,75.32467532467533,86.63594470046083,87.01298701298701,87.13866778382908
85.5406538139145,61.65129924559933,88.47443419949707,85.58256496227996,89.60603520536463,90.06705783738474,81.76865046102263,88.6839899413244,82.94216261525565,61.65129924559933,77.61944677284157,77.61944677284157,83.7384744341995,77.61944677284157,77.61944677284157,76.40402347024309,77.61944677284157,84.74434199497067,88.05532271584241,89.06119027661357
