mcvopt : rwll : avg,mcvopt : rwll : std,random : rwll : avg,random : rwll : std,sopt : rwll0010 : avg,sopt : rwll0010 : std,sopt : rwll0100 : avg,sopt : rwll0100 : std,soptfull : rwll : avg,soptfull : rwll : std,unc : rwll : avg,unc : rwll : std,unc : rwll0010 : avg,unc : rwll0010 : std,uncnorm : rwll : avg,uncnorm : rwll : std,uncnorm : rwll0010 : avg,uncnorm : rwll0010 : std,uncnormdecaytau : rwll0010 : avg,uncnormdecaytau : rwll0010 : std,uncnormdecaytaukde : rwll0010 : avg,uncnormdecaytaukde : rwll0010 : std,uncnormkde : rwll0010 : avg,uncnormkde : rwll0010 : std,uncnormprop : rwll0010 : avg,uncnormprop : rwll0010 : std,uncnormprop++ : rwll0010 : avg,uncnormprop++ : rwll0010 : std,uncnormprop++decaytau : rwll0010 : avg,uncnormprop++decaytau : rwll0010 : std,uncnormprop++decaytaukde : rwll0010 : avg,uncnormprop++decaytaukde : rwll0010 : std,uncnormprop++kde : rwll0010 : avg,uncnormprop++kde : rwll0010 : std,uncnormprop++switchK : rwll0010 : avg,uncnormprop++switchK : rwll0010 : std,uncnormprop++switchKkde : rwll0010 : avg,uncnormprop++switchKkde : rwll0010 : std,uncnormpropdecaytau : rwll0010 : avg,uncnormpropdecaytau : rwll0010 : std,uncnormpropswitchK : rwll0010 : avg,uncnormpropswitchK : rwll0010 : std,uncnormswitchK : rwll0010 : avg,uncnormswitchK : rwll0010 : std,vopt : rwll0100 : avg,vopt : rwll0100 : std,voptfull : rwll : avg,voptfull : rwll : std
61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165,61.440776033258565,5.67696260282165
52.828304474541405,3.3384042714374975,52.52400137150695,3.916932931181449,51.88825075718613,3.7148752841506143,56.55823189896565,4.3180583730354405,55.5531744671124,3.923793031599062,54.94756843248185,4.493574601266791,56.25564317961026,4.16232175641774,53.81350362877879,3.389941763120894,57.82273272758444,4.9240040051359495,57.82273272758444,4.9240040051359495,57.822304131664666,5.018878637600764,57.822304131664666,5.018878637600764,54.89256528944511,5.3186797392317615,57.68701068632494,4.531983794181807,54.19752557288988,5.147883394448649,54.36896394079662,6.279071965197432,53.251185782044686,6.013463467671951,58.096605520315435,4.777319598855071,57.526430081718956,4.649948992224089,53.314046516943826,4.218647286019284,52.469141093776784,4.241081552588062,57.82273272758444,4.9240040051359495,53.255186010629174,5.386383880113157,55.5531744671124,3.923793031599062
63.240374312450875,6.494944829559866,57.78798485606114,7.526826307142226,57.69926423315951,7.745248801890074,59.80512893778128,6.512841433128134,62.26244731766555,8.118505465204718,60.57261232945209,5.578106501800827,64.27873419529968,6.366397558855058,61.16151153653833,6.216714013357637,64.23744553182371,6.575281680154871,62.68647760554326,7.614509075716211,64.60104293163798,6.497349826031026,64.80577184084578,6.585524461293922,59.80112865204658,5.576685366487294,63.84556039717122,7.776912414512364,62.13886706193298,7.726834795520045,59.127366240445745,7.380785222197824,61.26623330237875,6.972457791443773,66.17715551110794,6.574148328760815,60.57861275805415,6.500008163543312,60.08043431673691,6.367823251369519,60.99178512750912,9.82980707306824,64.23744553182371,6.575281680154871,64.25573255232516,3.7863233637477522,63.74155296806914,7.350578725717366
64.42737948967053,3.1596619507264427,59.629539674829275,9.616249048710477,54.56053376003657,10.557145657067064,59.810126582278485,10.148553501314494,61.423121981884165,7.517565716139231,61.17810098008401,7.308274946777019,64.51224390662057,6.418115370736413,64.92699374232078,2.897884372353618,64.5555333314284,3.302845000804644,65.1803011686716,2.6663943382064996,65.95393890904936,3.501828907443224,65.92336485984512,3.646319594411512,59.40037717518645,8.176606195325158,65.9912278195274,3.730099245192433,67.29833985770209,4.393951051297256,65.72806240534902,6.037266708263585,64.24736405977656,7.744249553212503,64.67297196902591,6.0330746992596,65.90779209646541,3.845845996840878,59.269651684430094,7.403373803158304,61.43769465954225,6.697238587340497,64.5555333314284,3.302845000804644,62.8968197274052,3.4036207214396708,60.18044403806041,8.941488980360473
68.989613247039,3.423702722622103,57.98036946551798,9.167960670062325,52.62240509765262,11.071065829290479,63.64465017930364,7.193772369321639,62.77927792779278,6.848590436365678,65.07107853642506,7.644277451671977,67.16657380023716,6.1233407324930536,69.13219893417913,4.825700892314957,65.07307873644507,5.759577224594757,67.01941622733702,6.458896820207455,67.3938822453674,5.170032276758194,66.89354649750689,5.190742764945682,62.54411155401253,7.751172348661006,69.47709056619948,1.6876779151590147,69.27078422127927,2.8122225263980845,68.59114482876859,6.932580123087653,68.47384738473846,6.033431036614544,70.37146571800038,4.400640544180989,70.6090609060906,5.090169452272791,63.63293472204363,4.8234460451876835,64.75076079036475,7.848547021103954,65.07307873644507,5.759577224594757,65.23152315231523,6.47123077179868,61.20783506922121,9.637898093596544
70.55634929706252,5.886807742189348,59.8164075894388,10.35146289928139,60.088152931763624,9.067723586278596,64.47779746256715,7.584562369830582,62.16396159561093,6.410205265737068,68.05806377871758,8.650446026642637,70.75594353640416,3.9224453368814878,73.19879414790263,4.13724708421325,69.6033832437993,2.0881836210733384,71.70548062635731,4.876883402768106,69.5209452508858,2.264605404287755,69.62867184821123,2.338067521285533,66.11941364727397,9.074286103573147,72.50228597554005,5.304420972976727,75.70150874385645,4.022921238505134,71.95708080923535,5.452092465700858,72.81317864898847,5.66771713975638,73.39867413418676,4.920080887633431,73.79943422105384,6.5531777738864925,69.48765573208365,6.1010464595502265,64.8389815978969,6.916753194457246,69.6033832437993,2.0881836210733384,66.98065493199223,4.629263202617031,61.69405074865699,10.209058463545944
76.90431626923461,6.188063788150564,61.45275821177008,11.196689463559604,60.58921861382178,9.605698797816308,64.01751653784058,8.508748140701886,65.90433055678587,6.182191579655457,72.42331156863025,10.371143396934801,75.69001728793702,4.295954045373027,75.68601677358518,6.640125426393475,76.33695760883543,4.4653248089744535,76.75915474846765,4.170257022527466,76.89831549770683,4.04952050142698,76.73958080324613,4.027162798739463,66.79444500007143,9.298027979267726,77.05576431255447,5.214365392772201,80.14087525538999,4.626445139905345,79.50636510408481,5.963066025790461,73.32857081624779,7.1764370928382455,76.29895272249288,4.931077002576362,74.71132002686059,8.143057241266952,72.10227029189465,7.442775376486656,67.73870926261948,4.7735630737582975,76.33695760883543,4.4653248089744535,66.45568715977768,5.536994340162231,67.64112528753697,8.427557084633204
77.81540220031434,5.05910288432158,62.84254893556223,10.014501513955446,59.70438634090584,9.624116526684885,63.54336333761967,11.91485671069415,70.52321760251463,8.058975640443895,73.1733104729247,6.869256838969283,83.2934704957851,3.409300077653576,78.10187169595659,4.204832292814132,83.2513216173739,3.3948308266705154,83.48435490784397,3.5531462811121717,83.42120302900415,3.5738372009346304,83.40348621231605,3.4461883235855413,69.03371910272895,6.581965697161416,80.61451635947992,6.0824760385381,83.38148306900986,3.9867562495200657,83.77696813830546,7.632743414502149,76.13016145163594,6.4161434159720985,79.627803971996,5.9525732960039885,75.48421203029004,8.59422050567109,74.44292041720246,6.393132656728969,67.01371624517787,3.0294672773093154,83.2513216173739,3.3948308266705154,68.02571795970853,3.0940934982860067,71.0260037148164,9.017036103901898
83.91461515380988,5.872315041121602,66.7240566374716,9.11044041867489,61.85472002743289,10.633894534673468,64.6151538098844,13.001091946062989,69.49249167726356,8.442370225783238,78.34916915515295,5.20095704019397,89.04056351712411,6.1734553810942145,78.73237222992184,4.8483780915587475,90.76483447398877,3.5762681204756217,90.05900927288573,5.975640463135981,89.29374616011089,6.073607537527898,88.63264227235707,5.8463983076074815,69.27760076583463,7.103608055859061,82.16248267584906,4.028217132288265,87.99368472188488,5.558375777575528,84.03334809755819,7.554494707444059,78.67193416108246,4.138888464599,80.2864735887068,7.232453202157347,79.13372101330208,9.245329563117812,75.62645558587778,8.668117800053404,68.38631784994786,4.391342450939457,90.76483447398877,3.5762681204756217,76.08681364214377,3.7964115784326733,70.95672177056393,8.547870194569091
86.541121335086,4.697178481764813,66.5899868548894,10.248800831571637,62.54515059724524,11.86439944993067,63.325570097731045,11.771692423819625,70.26561696290794,10.56538613442994,83.48816940046865,5.30579456998074,89.98799794250442,2.6890793845055856,81.79802251814597,5.536349883361478,90.46808024232726,2.401274655185929,90.66025604389323,2.8119739981093272,91.02703320569239,2.8626633151255896,91.07504143567469,2.6585932992493646,70.96487969366177,10.453547566447048,84.21143624621364,5.113628285375066,88.3685774704235,3.4675165622386044,86.97976796022175,5.139587103117013,82.77676173058236,4.638272138195453,80.97945362062069,6.242696189454056,80.69640509801681,11.343705931773364,77.58444304737955,4.466922842546107,70.5989598216837,9.379741680678457,90.46808024232726,2.401274655185929,77.22723895524948,4.222339044181932,73.40086872035207,10.144871628179061
