mcvopt : rwll : avg,mcvopt : rwll : std,random : rwll : avg,random : rwll : std,sopt : rwll0010 : avg,sopt : rwll0010 : std,sopt : rwll0100 : avg,sopt : rwll0100 : std,unc : rwll : avg,unc : rwll : std,unc : rwll0010 : avg,unc : rwll0010 : std,uncnorm : rwll : avg,uncnorm : rwll : std,uncnorm : rwll0010 : avg,uncnorm : rwll0010 : std,uncnormdecaytau : rwll0010 : avg,uncnormdecaytau : rwll0010 : std,uncnormdecaytaukde : rwll0010 : avg,uncnormdecaytaukde : rwll0010 : std,uncnormkde : rwll0010 : avg,uncnormkde : rwll0010 : std,uncnormprop : rwll0010 : avg,uncnormprop : rwll0010 : std,uncnormprop++ : rwll0010 : avg,uncnormprop++ : rwll0010 : std,uncnormprop++decaytau : rwll0010 : avg,uncnormprop++decaytau : rwll0010 : std,uncnormprop++decaytaukde : rwll0010 : avg,uncnormprop++decaytaukde : rwll0010 : std,uncnormprop++kde : rwll0010 : avg,uncnormprop++kde : rwll0010 : std,uncnormprop++switchK : rwll0010 : avg,uncnormprop++switchK : rwll0010 : std,uncnormprop++switchKkde : rwll0010 : avg,uncnormprop++switchKkde : rwll0010 : std,uncnormpropdecaytau : rwll0010 : avg,uncnormpropdecaytau : rwll0010 : std,uncnormpropswitchK : rwll0010 : avg,uncnormpropswitchK : rwll0010 : std,uncnormswitchK : rwll0010 : avg,uncnormswitchK : rwll0010 : std,vopt : rwll0100 : avg,vopt : rwll0100 : std
51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408,51.0589025243939,4.094878895396408
50.44902565860906,4.529685799835651,51.74109949139952,4.2769886335662735,51.48894222527001,4.882000723608822,53.834504828847365,4.666563055191646,52.45942625292874,4.077734912220648,54.763272186982114,3.6386578315339686,51.703668781073205,4.038527557337895,55.02600148579919,4.167083448557088,55.29115949482828,4.118843815833203,55.56503228755929,4.011380873276329,55.35787759300531,4.0611384206056895,52.14226527230128,5.163229591272721,55.631893251042925,3.980859129417658,53.77507286130636,5.175010424556769,54.41553803074461,3.968472362253128,53.170895479741695,4.696220813687982,55.35244871135494,4.969619754934875,55.50431453225899,4.689535084701051,52.02968741070919,5.166833900662901,52.46114063660781,3.117073882578239,55.02600148579919,4.167083448557088,49.214097948454196,4.386055444672308
56.95392528037716,5.777582193000356,54.46803343095935,5.751373019339407,52.840345738981355,4.193473685880833,55.84898921351525,4.535946053701709,55.103935995428245,2.8386706587848334,59.069219229945,4.386379341050146,54.499464247446255,3.902539450288052,58.998642760197164,4.910936367015059,59.62697335523967,4.926546745557792,59.46324737481249,3.9422797405931775,58.765911850846486,4.0020076707842,53.71012215158224,4.956297029569179,59.07750553610972,3.629650903172542,57.37138367026216,4.55408280939545,57.19151367954854,4.79459084454372,56.76334023858847,3.6356769257761203,58.87977712693764,3.5465970304081194,56.57704121722979,3.704843235583895,55.86013286663333,5.733560543507283,55.71669404957496,4.904379079311529,58.998642760197164,4.910936367015059,55.836845488963505,3.325353266659119
60.82864245506757,4.903988771817858,56.660856644855265,5.685661286569575,54.945852501643,5.187676187279297,57.96025373603452,4.998749123008183,56.03794610966654,3.881434725992484,61.93287996113952,4.337327161634469,56.54113209703688,3.0543586291485596,62.02045889647684,3.9850441196101403,63.45272451924451,3.3130102957307255,63.41957882104181,3.046379655486333,61.991456410549475,3.945869300836653,56.33811469554534,4.5176242371457045,62.00374317798668,3.442112453827982,62.19804554676116,3.5128250159752126,61.423979198216976,3.640434397254156,58.79203931765579,3.952030785570872,61.64285510186587,3.6322516757661996,59.53053118838758,3.648697616006106,58.0135440180587,5.675667216498596,58.26456553418865,4.119739693166577,62.02045889647684,3.9850441196101403,58.658885047289765,3.183538112062223
63.56578514994358,4.911604264231642,57.04284714185703,6.600082555659519,55.640278313545636,7.0394490803446494,59.432943294329434,5.78808750579522,59.443230037289446,4.876905179885798,63.63907819353365,3.7715222958003687,59.62139071049961,3.2272592778612257,63.707942222793726,4.337047471176366,65.84587030131584,3.375827101253459,65.08222250796508,3.8716750405404126,63.86667238152387,3.4565027588552506,59.279499378509286,4.875115922338753,65.27681339562528,3.430689264342891,65.06164902204506,2.4465440837422374,65.45468832597547,4.116642407361469,62.380238023802384,4.493649388193917,64.76533367622476,3.4063223331440473,62.93429342934294,4.121128327576135,61.486434357721485,5.259024438826949,59.65825153943966,4.762261228426417,63.707942222793726,4.337047471176366,61.32170359893132,3.7806164976023218
64.92356269287919,5.089906587669809,59.7042519145045,6.486385850896658,59.28934735398332,5.845853760027739,60.66021831066407,5.028075133915766,61.72534003886159,3.8373539186951007,65.98196936792776,3.4973668077428717,61.57360841238998,2.4214907398770364,66.23642702023088,3.0690718700587793,69.14475940107441,3.9597266336208423,67.11952794605097,2.492127674150237,65.69493656417876,2.322110340102904,61.47516859069609,4.068776193005321,65.96125271459596,3.2585569642424477,70.54920562349983,3.0693990222325738,70.19802263115784,4.549410714694241,65.32646588181505,4.177295745661329,66.95293747856898,2.5610550984130622,66.01783060921247,3.9977629596315096,64.64324494227913,3.798149845838243,60.26160132586582,4.942451174473456,66.23642702023088,3.0690718700587793,63.98574122756887,3.451193054855775
69.12631624065952,4.988472313344304,61.12014401851667,7.041959675798892,60.26917746567417,5.681214899553876,61.98768413081682,5.173677012561476,64.50929405209243,3.3571980654554343,68.2502035976054,4.095879728879232,62.386163935363115,3.0811913758558767,68.75698304067666,3.458688908063409,71.99754254118386,3.198130834932121,71.40760954979926,3.5445389503406726,69.22290008715406,3.1485288910819964,63.32999957137347,3.954641556357545,68.6968324498864,4.0440509987494435,74.57358803274707,3.4709447170223435,74.79975996913889,4.188319189961998,67.12291580346044,3.6915434949444204,68.29992427597834,3.5429501349483004,68.07203783343573,3.7143500665298075,67.8903001814519,4.62116799252523,61.95039362203713,5.1710282746850895,68.75698304067666,3.458688908063409,65.35854609878413,4.963535588304795
70.540362908987,4.1206410105984235,62.17545363623375,5.043218755431681,60.03614802114588,5.924319183672556,62.81868838405486,5.826110600901159,65.46692384626374,2.430151225596225,72.64694956422346,3.5948671289128673,63.918416916702384,2.427694593477724,72.87412487498213,3.3342085011614957,76.68795542220317,2.8930443555270418,76.38419774253464,3.5139898318979195,73.41691670238606,3.231661496786422,65.62480354336334,3.7337145994723073,71.39991427346763,3.509049268476954,77.9829975710816,3.2595360707546313,78.29761394484927,4.7713343469624485,68.98942706100871,3.3039136098187436,70.36990998714103,3.100708282718948,71.0464352050293,4.445229006503681,71.37691098728389,4.003679984047207,63.671238748392625,4.920092174121476,72.87412487498213,3.3342085011614957,67.4293470495785,3.988825488972126
73.4836902941891,3.966966797554945,64.14007915529584,5.995211715189883,61.55252968323593,5.951665932068738,63.26208404177798,6.60564428420478,66.38528911686122,2.47496628978685,76.16782637271572,3.923850352975203,64.47198845532868,2.9885033792478035,76.82521539099001,2.925423117455839,81.14346540170598,3.6181867563874524,80.82941605109373,3.981049786397468,76.68719370186743,3.643886486863457,66.48744802754719,3.962002614022811,72.39094714883768,2.8317927712704556,80.20803269085141,3.561687570586362,80.96529454628583,4.870441864541956,71.14189372615697,3.392481869910951,71.69526639900556,3.1679247516190734,73.15092371658402,4.277377557323672,73.55770192458814,4.392522470782803,65.61473945905784,5.708236052173534,76.82521539099001,2.925423117455839,70.73482975896214,2.956062063678662
74.52749042693033,3.186481803674578,65.80642395839286,6.312065244748063,62.561867748756924,6.318695250537563,63.79379322169515,6.442929728438484,68.92810196033605,1.945493513937619,77.8100531519689,2.608650664498275,65.78642052923358,3.0765965487591442,78.1129622220952,2.6182011847593563,82.8413442304395,2.0157755303310214,83.26798879807968,2.440461539428263,79.02468994684803,2.5021862714367185,68.55560953306282,3.688912668437333,74.06684002971937,2.4154489945361237,80.98131108189978,3.050160119625986,81.73458307138365,3.8699639550783944,73.5871863748071,3.0367981080989117,73.81522546722294,2.596257461765091,74.1177058924387,3.4601628768291057,77.82262673601187,4.933131247040832,67.5327198948391,5.155849953825429,78.1129622220952,2.6182011847593563,72.21195062010631,2.8274722927980562
