uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,soptfull : rwll,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,sopt : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,voptfull : rwll,uncnormpropswitchK : rwll0010
35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154,35.438661656928154
40.93948225612892,40.963769358249046,32.82044688267901,41.04663123607063,46.51122921309789,32.7261557803303,42.36384936282073,44.551117206697526,32.11040630893194,33.14617978170181,41.165209440539456,49.10280587462141,32.93759643408195,41.2137836447797,40.95376878678782,41.2137836447797,45.46831247499857,41.2137836447797,32.448997085547745,32.93759643408195,42.035259157666154,32.7261557803303,40.64803703068747
48.280591470819346,50.010715051075074,47.751982284448886,44.16458318451318,33.562397314093865,47.97342667333381,52.26373312379456,48.13058075576827,44.85177512679477,49.729266376169726,52.54089577826988,37.11265090363597,46.743338809914995,50.09214943924566,47.51339381384385,50.215015358239874,48.89777841274377,50.09214943924566,41.55153939567112,49.02635902564469,50.44788913493821,47.97342667333381,40.70576469747839
46.635425893648026,58.00211446695431,55.82907106323399,37.46892590793497,32.95139583392862,32.76280824070635,45.738206131954165,55.36474554961854,54.64039774837843,56.15338457582079,44.86527416635712,32.862816812869674,55.451895876789436,55.20330314026916,49.39423379146784,54.97756950595765,48.9241935023002,55.20330314026916,34.9701402977398,55.93050832928537,55.39046203960339,32.76280824070635,45.75392176472269
42.67140999814267,57.142857142857146,63.49349220636349,52.052348091952055,44.86162902004486,48.23053733944823,40.64835054934065,61.919049047761916,59.264497878359265,61.866186618661864,51.28512851285129,30.895946737530895,60.04886202906005,60.22173645936022,43.11145400254311,59.687397311159685,44.75733287614476,60.22173645936022,40.48261969054048,61.06182046776106,63.21346420356321,48.23053733944823,40.334033403340335
50.688650131443595,57.03223225511487,63.407246542462,56.36358440964682,48.68556406446451,53.4332495142302,38.987312835752654,63.15864670248028,57.51228711852783,69.66081837924334,53.58326665904675,33.952451708766716,55.783518116356156,57.21368156360727,41.88192936335581,56.65218882157961,50.14287347125386,57.21368156360727,52.28740427477426,66.29614813121499,62.04994856555035,53.4332495142302,47.04680534918276
50.95369404637739,62.219428212198714,67.30008143904216,52.485319541083854,47.276078352931094,52.80393193410581,40.412338729265194,58.64611164292552,54.32555614293266,65.3955508565387,60.880684659456215,31.835521709934135,57.843151262305156,52.41816805017788,42.07255218528096,54.70703376148362,52.645340115157666,52.41816805017788,47.83757911731508,63.97965452701062,58.897572545041506,52.80393193410581,63.17097912588761
58.35119302757537,61.94456350907272,64.6506643806258,58.441205886555224,53.37476782397486,52.77611087298185,41.82740391484498,60.667238176882414,59.315616516645235,65.93084726389485,63.10901557365338,32.01171595942277,64.05057865409344,54.2748964137734,48.40405772253179,56.43949135590799,48.96699528504072,54.2748964137734,35.24074867838262,64.72496070867267,57.3753393341906,52.77611087298185,60.96585226460923
64.8987698066839,49.44634156796068,72.28135849919273,64.01720270328194,54.85290545657175,58.57349011987598,51.92101615968224,60.318049979282456,59.57221849147723,64.05863778593779,62.64698738373173,32.843732586549315,64.50156453156924,56.618897255282974,47.51460943862607,59.330751975310406,52.93260369486634,56.618897255282974,43.85403420537513,63.810027290002715,57.70763977196417,58.57349011987598,62.35837060109446
64.99399897125221,59.21729439332457,73.30685260330343,66.26278790649826,53.1219637652169,59.25301480253758,50.468651768874665,59.35160313196548,63.80093730353775,58.201405955306626,62.60644681945477,35.19317597302395,71.15219751957478,62.37069211864891,59.7745327770475,64.03240555523804,54.02497571012174,62.37069211864891,59.041549979996574,69.4161856318226,61.334800251471684,59.25301480253758,58.832942790192604
