uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,uncnormswitchK : rwll0010,random : rwll,sopt : rwll0100,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386,46.678115762517386
35.927383811058085,62.45554576126934,33.89844676129974,62.60296665552144,62.78610292106143,62.66299887534576,61.89169883583087,59.904556369494514,62.77926380741056,62.45402595823581,61.75187695674641,61.82178789628864,61.97300829812456,65.3028967445819,61.97300829812456,61.97300829812456,59.97294750600322,61.9410924344205,61.82178789628864,30.372503723517433,61.370406395331166
53.10384133135757,65.13165393821954,34.629735172308976,51.6600174778677,51.87583114859987,64.82465139253011,55.435996808389376,62.251605304152896,65.91967779930849,64.92191952581786,45.59975682966678,46.810289144724344,47.15148751852274,66.7206200843497,53.19123066985828,47.15148751852274,66.20616284813252,63.84361107944831,50.90087009384855,31.502716668566435,47.962308598351
47.04089852120917,61.08029241454778,45.815918658905424,62.70422663647279,59.222304968311626,66.06836177941244,62.44129671565573,58.90846087207623,66.48707387874828,65.75679742237487,61.32118485645242,57.26324908430475,49.3115187622536,62.57504141526209,59.55286715199781,49.3115187622536,66.68161162363026,65.92929768834445,58.45023329331124,31.561469367904312,56.19861087891545
54.75063263243486,63.66220087694634,42.349517071576756,65.29298670901947,53.961076956980996,66.46934107437326,64.19262422773248,64.72000790315595,66.29076014681633,64.4517565524002,65.19115758436999,56.94375840660217,44.80481484577447,54.3645938613756,55.45583731657459,44.80481484577447,66.68667786280426,66.24744477289825,54.77874962953957,29.265234472958287,55.210383531038886
50.51598881390966,64.33445802176423,47.90868745820415,65.94169858350051,51.78810262022007,67.74803939449207,62.31305854459238,62.68542160617667,65.72739984193568,66.18791415891543,64.16651468174356,60.81904675056234,52.87023527266095,61.52957626603441,47.990759316675785,52.87023527266095,65.52905951729588,66.26694631892516,49.54252538148216,32.38646726244757,51.40206091555718
55.35788921734769,65.36997211055467,60.674362228419874,66.13370215288279,46.09205796749018,67.91725877909583,63.40555205143209,64.64347865735499,65.30461809698231,63.03318616014773,61.928247372540675,63.04534504639375,57.11940786223982,65.20050763350078,52.948909879855,57.11940786223982,61.200234058560234,66.30468649071744,53.47554164038574,41.413926484334034,58.97287808436747
57.644957823542825,64.81723535223041,64.09909567596321,65.9586594726043,53.739645869746944,67.34934265521696,64.99886009575195,64.52617980089673,65.26103807280188,65.20100311573827,63.979785698001365,62.56858423892393,54.26932137700433,59.09035641006155,57.6654761000076,54.26932137700433,63.68949008283304,65.7679154950984,57.17151759252223,57.005091572307926,59.08351698457329
60.11292737234875,65.462158691076,66.1977824894178,65.69774069261109,59.38110328370912,66.70542370562889,66.2167810379287,66.248698599427,64.68169831824848,66.29201529003184,64.55706784001703,64.59354505315794,57.07315961060575,62.372994703204675,61.502101239465304,57.07315961060575,64.28348874146015,65.52143416242998,60.31735175432597,62.76056509282691,62.909513713152315
62.78688026263793,63.75353375687752,69.24643584521385,65.39958050886099,55.00653555035414,66.16560780618293,67.9203270814968,66.32291698331154,65.49153418244825,65.00668753989726,65.72331823570538,65.4261786789069,59.42943125512965,59.25160348967991,63.10985804176673,59.42943125512965,65.25215065203514,65.32510563273247,63.90020366598778,65.4778551235675,64.4595251846673
