uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,soptfull : rwll,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,voptfull : rwll,uncnormpropswitchK : rwll0010
71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851,71.18369299457851
53.17192441597789,51.35142318016318,63.63781327238419,62.61726951391288,65.34403486857842,52.44638158768969,61.59672575544157,54.06755787067797,64.92146596858639,62.3913679007096,62.88303611768145,51.41786483110533,65.26696255348553,65.74800010630665,63.38533499880405,65.74800010630665,65.74800010630665,65.1420522497143,65.26696255348553,65.9792170515853,52.44638158768969,44.54779812368778
43.467283261574444,57.340668686546536,79.34141285281454,49.10965821506405,78.20124382076224,52.50358794450646,66.87928560038272,67.33907404454366,59.45622707702121,66.04741402221867,69.82671556902142,67.80417796204752,59.27815872003402,68.92574283739967,48.912985701376705,69.17822782118748,68.92574283739967,59.98777441131133,59.4349651836496,72.431297507043,52.50358794450646,64.51655769946314
65.24916943521595,61.052491694352156,67.59867109634551,53.42724252491694,67.29568106312293,71.22126245847176,55.160132890365446,61.38205980066445,66.13421926910299,73.16943521594685,61.501661129568106,75.29568106312293,66.12093023255814,65.45382059800664,78.65514950166113,67.24518272425249,65.45382059800664,57.21196013289037,66.14750830564785,68.96478405315615,71.22126245847176,60.287043189368774
67.03965553901764,64.59174994684244,75.11428875186051,69.56995534765043,79.1781841377844,63.4488624282373,67.30810121199235,74.1468211779715,78.61471401233256,72.5520944078248,70.05634701254519,78.35689985115883,78.65192430363598,74.09366361896662,69.43440357218796,74.83786944503508,74.09366361896662,52.10238145864342,78.67052944928768,64.45885604933021,63.4488624282373,54.40410376355518
75.79140419424289,63.873162693033514,75.43789703107142,75.70900778778939,70.3877947000505,68.2162506977115,71.5094490072562,75.70369189059883,83.58450947558674,85.08625043191665,65.98888977487175,79.15105121866944,83.91143715280546,82.30072030406932,62.03120431650852,84.23039098423837,82.30072030406932,46.242989660579966,83.90877920421019,73.28495866889935,68.2162506977115,59.55133827711772
85.73441071713358,65.97469565679656,80.97921428951146,82.05039604486737,74.86311200893094,67.27446706714157,75.41066397320716,87.01025995428206,83.14815799266387,85.49253096592419,76.49247780553931,85.14698846419648,83.31029716655149,82.21519323799905,71.09669874009887,76.69980330657594,82.21519323799905,40.97336664717452,83.37940566689703,80.25357503588326,67.27446706714157,65.75939609802775
82.20143005236437,65.35977246750485,81.09034847558544,81.73360623056271,80.06698386539433,65.25344887164084,76.3111028414981,87.02586321469393,87.77810265543181,79.11538768241142,81.5847531963531,90.53454187820633,88.14226097126605,79.8171234151139,78.34454161239734,80.77137768799341,79.8171234151139,51.34632253262805,87.80999973419101,72.69610058212169,65.25344887164084,75.4419074453098
85.54758107389686,81.75970228601807,87.88144603934077,84.7900053163211,86.46198830409357,63.01967038809144,78.01169590643275,89.7049441786284,87.82030834662413,85.48644338118022,85.67251461988305,89.37533227006911,86.46996278575226,86.04731525784157,73.68952684742159,86.08187134502924,86.04731525784157,51.56299840510367,85.16214779372675,78.8755980861244,63.01967038809144,68.0675172780436
81.10795076955793,85.61365267550971,88.955049310189,83.83795422525851,84.01073925410032,65.76995667083123,76.50655253993992,91.05771019963316,88.48985884792259,86.10808368111859,86.6104893803663,88.48188415428373,88.48985884792259,88.6573274143385,81.75124272309205,88.63871979584785,88.6573274143385,49.031074722879396,82.88896568223504,82.68959834126372,65.76995667083123,73.07211781280736
79.00473177734064,85.61061194109203,88.33802966664895,90.64277739380084,79.42474347386889,68.59747992982084,75.88122707214632,88.55866872242012,88.87234834387793,88.40448721356798,83.74714232548249,85.91897495879633,88.45499494922643,88.19448136530384,82.14418629379553,88.21840608219469,88.19448136530384,47.71120208410867,84.05018873943325,84.61374873730661,63.16656919559785,77.19442819926631
80.74540766142967,89.97793550788208,88.5450727064891,88.34569476566446,81.91243320838983,65.50495786479517,76.08262221867773,88.84015205890954,88.6965999415158,85.41350984927028,82.72323683440997,85.47731079033416,88.72850041204775,89.13788978387431,80.2988010739825,89.35853470505357,89.13788978387431,52.59324241699232,80.88364303373474,86.49015072972327,64.52933514102666,84.48307945875536
