random : rwll,uncnormprop++switchKkde : rwll0010,uncnormswitchK : rwll0010,uncnormprop++ : rwll0010,unc : rwll0010,uncnormprop : rwll0010,unc : rwll,uncnormprop++kde : rwll0010,uncnormpropdecaytau : rwll0010,voptfull : rwll0100,uncnormprop++decaytaukde : rwll0010,uncnormprop++decaytau : rwll0010,uncnormkde : rwll0010,uncnormprop++switchK : rwll0010,mcvopt : rwll,uncnormdecaytaukde : rwll0010,uncnormdecaytau : rwll0010,uncnorm : rwll,uncnormpropswitchK : rwll0010,uncnorm : rwll0010
48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173,48.33194328607173
55.40258656654151,41.1764705882353,41.21818940342094,41.1764705882353,41.25990821860659,41.1764705882353,57.61368377138089,41.1764705882353,42.67834793491865,54.484772632457236,41.34334584897789,41.05131414267835,41.21818940342094,41.13475177304964,41.55193992490613,41.21818940342094,41.21818940342094,41.21818940342094,40.842720066750104,41.21818940342094
54.04841402337229,51.75292153589316,51.669449081803,51.75292153589316,51.75292153589316,51.54424040066778,48.91485809682805,51.75292153589316,53.046744574290486,53.58931552587646,51.54424040066778,51.58597662771285,51.669449081803,51.75292153589316,51.71118530884808,51.58597662771285,51.58597662771285,52.504173622704506,50.1669449081803,51.669449081803
60.96033402922756,62.79749478079332,61.83716075156576,62.1294363256785,61.920668058455114,61.16910229645094,51.60751565762004,62.004175365344466,61.67014613778706,61.67014613778706,62.463465553235906,62.379958246346554,61.83716075156576,62.004175365344466,61.37787056367432,62.21294363256785,62.21294363256785,61.83716075156576,61.75365344467641,61.83716075156576
64.66165413533835,72.93233082706767,72.7234753550543,72.63993316624895,72.68170426065163,72.55639097744361,50.79365079365079,72.68170426065163,72.51461988304094,61.946532999164575,73.01587301587301,73.01587301587301,72.7234753550543,72.01336675020886,70.30075187969925,73.01587301587301,73.01587301587301,54.67836257309941,72.63993316624895,72.7234753550543
62.766402005850395,81.7801922273297,81.2787296280819,81.82198077726703,81.44588382783117,81.48767237776849,58.96364396155453,81.44588382783117,66.06769745089845,61.930631007104054,82.32344337651483,81.98913497701629,81.2787296280819,81.94734642707898,68.70037609694944,82.11450062682825,82.11450062682825,58.58754701211868,81.15336397826995,81.2787296280819
71.11204013377926,95.9448160535117,95.73578595317726,95.31772575250837,95.77759197324414,95.23411371237458,61.16220735785953,95.86120401337793,69.3561872909699,72.53344481605352,96.15384615384616,96.61371237458194,95.73578595317726,95.52675585284281,79.18060200668896,96.19565217391305,96.15384615384616,60.785953177257525,92.47491638795987,95.73578595317726
75.3241321622752,88.74947720618988,90.25512337933918,89.79506482643245,90.08782936010037,89.12588874947721,60.76955248849853,90.38059389376829,84.35800920117106,82.2250104558762,92.89000418235048,87.87118360518612,90.17147636971978,90.92429945629443,78.16813048933501,89.58594730238394,89.58594730238394,60.51861145964032,81.76495190296947,90.25512337933918
79.16317991631799,83.80753138075313,82.09205020920503,84.26778242677824,82.05020920502092,84.89539748953975,61.33891213389121,82.30125523012552,79.2050209205021,90.0,84.81171548117155,84.85355648535565,82.30125523012552,83.59832635983264,77.86610878661088,83.09623430962343,83.05439330543933,61.00418410041841,85.35564853556485,82.09205020920503
76.01506906655504,81.62411050648807,83.59146086228547,85.01465048137295,84.42863122645458,87.10757639179573,61.490163248221016,80.11720385098367,90.58183340309753,86.89828380075345,84.8890749267476,85.93553788195898,82.628714943491,84.26119715362076,82.2519882796149,82.96358308915865,83.59146086228547,61.490163248221016,80.07534533277521,83.59146086228547
