uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,soptfull : rwll,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,voptfull : rwll,uncnormpropswitchK : rwll0010
62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447,62.86770967663447
57.491848751764074,60.45306340941165,37.515207552678966,55.7472383084335,59.69876879653511,51.67891381575746,28.4855710740182,60.61122195727286,59.616039709961555,59.061268188233,59.69876879653511,51.189838921602025,59.71580125553555,59.81799600953818,47.84904374908755,59.81799600953818,59.81799600953818,57.81059905591513,59.71580125553555,38.717212516424155,51.67891381575746,47.72981653608448
67.76650363773511,61.892595566586365,45.305010098060684,51.03535537873811,49.50483003625569,50.62899968367521,48.687252110859674,55.033214103219215,58.73908071148745,51.37844611528822,47.621480886682725,67.51344380368397,58.78287952891939,58.7877460641896,62.57147723678128,58.8218118110811,58.7877460641896,51.765335669270264,58.77314645837896,51.9794632211597,50.62899968367521,61.989926271990655
63.41979754720654,62.307767179287524,54.740120693011484,54.985886704302125,56.57241580689118,69.86324703134125,51.47459606774382,66.92865485692037,54.94695347479073,51.844461748102006,57.76474596067744,54.484621374343,55.51148530270586,55.423885536305235,67.29122055674519,55.562585166439554,55.423885536305235,51.28966322756472,55.69641814288495,55.92028421257543,69.86324703134125,63.10346505742651
59.96106582309283,62.691324978707875,50.15695340065702,64.2730259155615,59.48655554203675,64.14648984061321,50.6338970677698,66.21973476091982,51.93819199415987,61.126657744251126,45.382649957415744,47.738167660299304,54.93125684389828,55.09429370969704,60.84438496167417,55.07239323518676,55.09429370969704,61.86154033337389,54.92882345784159,50.56819564423896,67.12252098795474,57.93405523786349
63.99961064875651,66.47929138073685,60.16693434564657,68.18026962573612,57.64588504404536,61.35445563829269,64.5203679369251,66.03153745072274,52.28743855550689,56.25882123911033,50.54509174088675,49.72988757482844,62.91186061225483,62.680683311432325,53.19998053243783,62.69041709251959,62.680683311432325,56.77471163673529,62.65634885871417,57.8210931036161,59.79705066433056,51.49170195162311
72.45029567079551,65.61214805441315,61.31214562090867,65.1862847686954,57.457474509040466,60.951986956415936,61.10286423478451,67.74389798749179,61.015258073151145,61.13693329764193,60.23166962743046,44.07563331954348,61.16613535151972,61.03472610906967,57.228725086997784,61.08096269437617,61.03472610906967,57.37716886087655,61.010391064171515,55.73698683474071,65.74355729686322,63.12510646582143
72.22573736980434,67.75041370583082,66.00798208897109,67.47785457023265,63.47950939355592,61.90012654531296,62.016937603426456,63.35539764431033,71.39345858074564,71.3277523605568,65.10269638859145,44.68509685583569,71.3204516694247,71.29368246860703,52.362990363087704,71.18417210162562,71.29368246860703,54.725980726175415,71.01382264187676,65.56994062104546,64.73522826827606,58.74379441253772
71.16156822661897,70.03723443089727,71.62395658416685,63.23769195200896,61.11313913022316,63.96777883234772,62.01844686184322,57.10739578009783,72.21532695724125,72.77506023216763,64.85605120342655,48.757635491956876,72.34430897276776,72.18368985909323,59.25385120829379,70.30736657662261,72.18368985909323,58.406950427100824,70.16865006935825,72.37107882504685,66.56932174928816,52.95806867683921
66.51983450961305,68.64443903626186,68.15040155755658,57.08931613531273,61.42857142857143,68.28912144073983,60.63519104404965,60.45266488196641,71.83499634947675,70.81284984181066,68.87077147724507,50.09004623996106,71.77415429544901,71.70114383061572,57.590654660501336,71.23144317352154,71.70114383061572,59.16524701873935,71.019712825505,72.53346312971526,68.08469213920662,60.20199561937211
