mcvopt : rwll : avg,mcvopt : rwll : std,random : rwll : avg,random : rwll : std,soptfull : rwll : avg,soptfull : rwll : std,unc : rwll : avg,unc : rwll : std,unc : rwll0010 : avg,unc : rwll0010 : std,uncnorm : rwll : avg,uncnorm : rwll : std,uncnorm : rwll0010 : avg,uncnorm : rwll0010 : std,uncnormdecaytau : rwll0010 : avg,uncnormdecaytau : rwll0010 : std,uncnormdecaytaukde : rwll0010 : avg,uncnormdecaytaukde : rwll0010 : std,uncnormkde : rwll0010 : avg,uncnormkde : rwll0010 : std,uncnormprop : rwll0010 : avg,uncnormprop : rwll0010 : std,uncnormprop++ : rwll0010 : avg,uncnormprop++ : rwll0010 : std,uncnormprop++decaytau : rwll0010 : avg,uncnormprop++decaytau : rwll0010 : std,uncnormprop++decaytaukde : rwll0010 : avg,uncnormprop++decaytaukde : rwll0010 : std,uncnormprop++kde : rwll0010 : avg,uncnormprop++kde : rwll0010 : std,uncnormprop++switchK : rwll0010 : avg,uncnormprop++switchK : rwll0010 : std,uncnormprop++switchKkde : rwll0010 : avg,uncnormprop++switchKkde : rwll0010 : std,uncnormpropdecaytau : rwll0010 : avg,uncnormpropdecaytau : rwll0010 : std,uncnormpropswitchK : rwll0010 : avg,uncnormpropswitchK : rwll0010 : std,uncnormswitchK : rwll0010 : avg,uncnormswitchK : rwll0010 : std,vopt : rwll0100 : avg,vopt : rwll0100 : std,voptfull : rwll : avg,voptfull : rwll : std
65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713,65.68406505793558,7.199308451316713
67.13716214420496,8.256977978650024,57.1326441119409,10.926546002551037,58.490977223802055,14.03091794174503,65.65604486140272,8.204178228012383,64.79575836500385,6.2533878937088,63.15146038748772,7.658476561717853,64.92784436707684,6.41558502921684,64.92784436707684,6.41558502921684,64.86193424934223,6.534715839193646,64.86193424934223,6.534715839193646,58.5632657400271,6.795064602508848,65.7618199697026,4.864831773119035,67.75639833098572,6.734435756866921,63.237568767108726,8.872687877538986,67.44678023759535,5.716397573163869,66.89451723496425,5.526246260913489,65.90825736837908,7.128968682721597,60.65883541074229,10.57555736189144,59.39112871076621,10.218121749762192,64.92784436707684,6.41558502921684,67.18207670024185,8.016162531544568,58.490977223802055,14.03091794174503
66.34056237707968,8.807223649821069,61.73629936745867,6.252284984029223,63.24828575984691,9.28138130750121,67.46983468877903,7.608255267520242,68.05666294583533,6.863329526703331,63.00377398607346,8.44069248440495,70.06165949077764,5.852301534678998,70.08611066815499,5.845982038095425,69.9362143198852,7.6426690897151195,68.99936214319885,6.822635121593294,61.45325041194917,8.172909936717,70.64450114282678,6.7458862608726164,67.10147238611599,9.455986264188727,68.06197841917823,6.611091309352645,68.94514431510126,9.002524326456856,67.91633444958273,5.184273938293298,68.27486312656143,9.854005242057388,64.76505607824376,7.744337405012726,65.59958539307925,7.272202627678696,70.06165949077764,5.852301534678998,67.56657630361983,7.903529767653455,63.24828575984691,9.28138130750121
69.99468438538204,10.395012902435305,56.544584717607975,9.384388929079735,60.820996677740865,11.740468746632647,70.56372093023256,6.382633937313701,71.82936877076412,6.9763433063122955,67.42139534883721,8.724260329489688,71.4830564784053,8.08899969263301,71.66591362126246,7.96714615036405,71.48013289036547,7.954624948695834,71.49953488372094,7.995922100592217,57.88837209302325,10.245418901641123,71.95322259136213,6.671183618441462,72.2389368770764,6.271236381503722,72.97275747508306,5.123761573374333,70.62511627906977,8.3311712060375,71.82219269102988,8.355167826709343,74.72983388704318,5.8530652855148055,72.34764119601329,8.718459629414571,67.35574750830565,7.586584235872367,71.4830564784053,8.08899969263301,73.11096345514952,6.5893369517730305,60.820996677740865,11.740468746632647
71.63512651499042,8.698406269990876,54.05007442058261,12.820691994849053,66.90304061237507,9.933372230834404,72.7487773761429,6.285500696717269,77.33335105251966,5.370759505460691,71.09796938124602,6.292511587433128,77.8011375717627,3.8210895159180507,77.88539230278545,3.753112874779865,78.1251328938975,3.5544947303287766,78.14347225175419,3.574716414924485,64.7251754199447,8.733964873303224,74.80916436317243,7.159874856937188,76.90596427812035,7.413487943977827,76.58595577291092,5.1791632409943125,72.44843716776526,8.211496183699959,76.04082500531575,7.19100569389347,80.94088879438657,5.968686365607686,66.46581968955985,9.25224978395798,67.48405273229854,7.540734272163508,77.8011375717627,3.8210895159180507,73.01350201998723,5.496320301544112,66.90304061237507,9.933372230834404
74.14772878292533,8.831923581812605,55.76907742604258,9.231662271898543,71.29761050421284,6.419371340883627,73.21638359514128,11.467190849763197,83.20203067272679,3.897670495817229,69.02240650665816,7.054063178936838,83.36549451133615,3.870244270583336,83.59115434707493,3.8212141517048406,83.44762512293012,4.0197013931926815,83.38303697206496,3.9977589411823424,65.14366212157456,12.843987810994758,76.82082768519255,7.108440308373934,80.5456768466098,4.719643819136257,78.57347898891636,5.1390579380357195,76.07979161683012,6.095972190270728,80.08824389336311,4.710525684844155,80.78462642532493,3.949147643623738,71.76408048268345,5.636393900362973,71.92382319325944,6.7871712685519325,83.36549451133615,3.870244270583336,68.7124897004492,6.469562856616446,71.29761050421284,6.419371340883627
79.20365743447984,5.966462611810979,58.47536016160757,8.834059553687522,76.26176173515496,5.10211772725821,75.82637818297805,11.993763608715069,82.80686832172664,4.067356111068027,73.75976822072194,7.841554962683008,82.42118972941364,4.086333744815961,81.87071394396895,4.4323463874923315,82.57641805326672,4.20155018866151,82.49401945670087,4.301105105040434,69.75200680452926,15.037655978666717,80.028175003987,6.175494674342321,84.90005847642337,2.9151502847863027,82.26064536707246,6.177778876998194,81.96799744830153,4.821098276405208,83.36106533411302,5.249420777932729,82.98787943224708,3.367674099120986,74.06916166073043,6.729518513754899,74.2472489500824,6.386197111713421,82.42118972941364,4.086333744815961,75.18951677210143,3.7995088229778293,76.26176173515496,5.10211772725821
80.98801201456634,3.674061864600052,62.65091305387947,7.124946919113602,77.9317402514553,5.097784574650505,78.33444087079025,9.464687147287377,83.10491480821882,4.233934292771624,77.44690465431542,7.271967055557163,80.73841737327557,2.982953959541918,80.83862736237741,2.9686368729584856,82.41567209803036,3.6520625294632336,82.4021158395577,3.7231160753677495,74.8047632970947,11.28831832979863,82.07065202945164,4.052350900732627,85.12240503973844,3.14814149983353,83.99324845166264,5.259682035340428,83.86858403551209,6.5281292564853635,83.68251774275006,6.082206172972094,83.6968714281917,4.61747279903768,76.20850057148934,6.166294576971281,78.08963079131335,4.588130880046602,80.73841737327557,2.982953959541918,79.21161053666836,4.671386474408678,77.6491852954467,4.944777156737754
82.17118553960658,3.483726402294666,67.04811270600744,8.625667284074853,76.63716108452951,7.10238080601488,81.78096757044125,7.982230419230435,86.36390217969165,2.344631852975146,77.35752259436468,6.966148146726592,86.19324827219566,2.015177602193469,86.20042530568847,1.9907458276298948,86.02658160552897,2.206769862700259,86.1323763955343,2.195874882752828,75.92025518341308,12.018696015007828,86.18341307814993,2.1894004544836414,85.95560871876661,2.3638528000998567,85.91360978203083,2.970825224471651,82.72461456671984,5.6795951827386,84.00850611376926,4.238153213241865,85.60419989367358,2.9994573550186314,75.62280701754385,7.471976788333056,80.73577884104199,5.464638266985919,86.19324827219566,2.015177602193469,77.5074428495481,5.119141749519677,75.70069112174374,5.86542845927785
84.61628432441054,2.8797316467262797,68.20356734628778,9.809015181218319,77.41194609107102,6.422829368441275,83.11970015151918,8.279643056721357,88.47683351497913,2.2335905255426938,78.6785932640421,5.743173892876684,88.35508652542597,2.2445714784981528,88.37422579015922,2.289718109550466,87.74555410829635,2.8330946399890227,88.51192216699008,2.3124888374116055,77.36462957548046,10.079943625632918,86.65780589595684,3.2640294960503637,87.3034902575826,3.2740187692644422,87.74980727823706,3.5775212407861705,86.0743241447141,2.6460749849821865,85.89250112974825,3.861442119740546,85.84545043727903,3.189048156818247,79.84927829022567,6.221648644945107,81.67362237167389,4.741875420503593,88.35508652542597,2.2445714784981528,75.35819665594514,7.302356418236115,75.16175336930806,6.216006237094165
