uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,uncnormswitchK : rwll0010,random : rwll,sopt : rwll0100,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455,36.37772897558455
65.48451320708836,65.48831271467218,25.221131341378157,65.91689717012675,65.81051095777987,66.63576400498495,65.02553269096325,66.13574880695462,64.02702209793611,65.81051095777987,26.07982005532083,63.97002948417885,64.47840359889358,66.17602358734308,64.47840359889358,64.47840359889358,64.93434450895164,66.02024377640657,63.97002948417885,64.61670567494453,65.32037447946746
67.19860177058399,66.63779018959687,23.557885937915575,66.53748242714389,66.73125878642806,66.57851742087465,66.83156654888104,50.300543333713286,67.19632204871006,66.7631748926631,28.291348455488432,66.85740339678559,54.01648998822144,66.43261522094305,54.33793077244576,54.01648998822144,66.86348265511607,66.77685322390668,66.99038717276493,66.97518902693871,49.04517648846841
67.2416675532319,63.480097876802894,38.91894767238628,66.0007295165433,62.60239828563612,65.91257960089366,66.71504779853184,61.14716476435096,66.59574144717844,66.63449701354165,38.91058862866088,66.83511406295119,43.86066234022828,66.07140143167622,61.38653738012371,43.86066234022828,63.356991960119764,66.49467300940772,60.91995075763332,67.03953067769048,63.30151830630576
66.74443169469501,65.92371934677377,30.842066067344007,65.55287895252788,65.89484243082839,65.35833972931691,66.43134513233987,63.6348437986823,65.9419573989498,64.96318193216965,62.46456878405386,64.24733838426056,58.83823607638704,65.72006109747478,64.70404960750191,58.83823607638704,41.78945688600457,66.04758611780262,65.3066652481515,65.48980568875244,66.71251510338696
68.33166149917928,62.85792449389021,47.660952033558274,65.42570976959085,66.1058423004438,64.9720347741504,65.9667760958113,64.87324457413824,65.32995926804061,61.39810930755669,66.06176667274606,59.60088759195088,62.47796218615113,65.36643564958356,59.0993373457353,62.47796218615113,57.88345796097027,65.6711654203903,66.08228463736397,67.11882181287616,66.43412973433036
68.21743128329445,67.14060992013131,44.12155846524458,65.1708703482761,65.97715649246528,64.69135427194868,65.5835125502504,63.35007713293462,64.99076684575692,61.35601978858737,62.62130388856381,62.708695883457075,61.98220243025739,65.72333974207963,54.84113655189185,61.98220243025739,66.10330493726775,65.32589614791286,65.94903906802136,67.61784620528759,66.00299412573808
67.9922486511133,67.56896420700662,55.72459913367277,64.86511133064822,62.994908427692074,64.95706360665704,65.431263773843,64.76176001215897,64.78379816095448,57.30602629379132,66.25503457709553,64.48666312029789,63.615776274792914,65.8963447070446,60.43392355042177,63.615776274792914,65.85378828178433,66.25275476859943,60.45292195455582,67.65787673835398,65.66912379360134
67.54363966592952,60.64868644035596,60.85083099651187,65.96752008146578,64.61330354360926,64.93475898441359,66.73354155742501,65.44392008450555,65.82693082248517,59.76031431198656,66.2509784252483,63.93619527468101,65.20605825714915,65.7319380799307,61.78403969936697,65.20605825714915,67.67434967968447,67.51020222055035,63.049343030192496,67.50412268502686,65.9424419974314
66.99091102532145,66.64057512843117,63.781651822354625,65.71267896768703,66.05693528285254,65.2620299723379,66.99623065933064,66.20816487825637,65.62756482354014,55.01337507979451,66.86703954767911,65.73775724230173,63.02550384533544,65.65188315043925,63.799130619813354,63.02550384533544,67.63534668814786,66.7629267106423,60.215217193057114,69.27835364926894,65.97258108642126
67.36911701003899,67.42915333581585,66.21930737838844,66.34849947183233,67.80001063934887,65.41451663158215,68.89814343362187,65.97688221480846,65.33700137551583,57.94721363052581,67.82052938360172,66.58104524003132,62.99178490276395,65.54370872502602,60.29395001025937,62.99178490276395,67.23916496310426,67.44435240563277,57.60751442011749,69.33283683038599,66.20638816904406
66.70770446704057,67.71541045399967,66.74798230814828,65.8170322070737,67.84232365145228,65.52748772665785,69.21177024911465,66.70542458924201,65.11710972291885,60.927454288450136,66.22437037374797,65.96826410104418,64.58893803292143,65.4932895596796,57.87393795692551,64.58893803292143,66.84905689055067,69.02482026963355,59.52684936087426,68.89182739805146,65.76763485477179
66.84880495497207,67.57153170954136,66.5881369457005,65.62222137781662,67.89375688718319,65.63286088839914,70.20101075350534,67.0950336284531,66.01968309457764,63.38716419044724,65.9125280237109,65.51582627199149,63.83782346012084,65.63362085344075,61.06243112816811,63.83782346012084,66.66793327506934,68.82319413306988,62.321693202112705,68.47968993426302,65.32735494167268
67.38433244163424,67.79623662451363,66.67603964007782,65.34229085603113,67.99154912451363,65.60524075875486,69.93555447470817,67.09250364785993,65.74811527237354,62.58511673151751,65.72987597276264,66.34849221789884,63.1854936770428,65.58928137159533,63.8451483463035,63.1854936770428,66.24513618677042,69.40357490272373,60.62667193579767,68.0645063229572,65.40080860894942
67.99130586777927,67.37496485108258,67.27540791743614,65.0821154708435,68.01638509533906,65.32074812095787,70.74850094617086,67.71467438802885,65.87173115068056,64.93012015229931,65.76837433407051,64.08350622800818,66.18636146006703,65.46058381401853,61.92061284512437,66.18636146006703,65.93632916106183,69.8752878411345,63.83423390559571,67.52240031007045,65.72733559806358
68.20689759997568,68.00930218418932,67.22956027420165,65.18216777370765,67.88542505813865,65.1532884437081,69.88645863415968,67.23336018604368,65.54239941633354,64.47614415345564,65.4884406681765,65.1532884437081,65.49072061528173,65.379763189494,62.42191181164597,65.49072061528173,65.65411682448968,69.83097992126582,63.864358346886355,67.61335137024821,65.65031691264763
