voptfull : laplace,uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,unc : laplace,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8096459722934837,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897
7.2354073123797304,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.248236048749198,7.094291212315587,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,6.337395766516998,7.6715843489416295,7.6715843489416295,7.6715843489416295
11.11111111111111,11.508852963818322,11.508852963818322,11.508852963818322,11.419040287400565,8.942776494739544,7.326148319219913,11.419040287400565,11.508852963818322,11.508852963818322,11.419040287400565,11.508852963818322,11.508852963818322,11.508852963818322,11.508852963818322,11.419040287400565,11.508852963818322,11.508852963818322,10.02052861175263,11.508852963818322,11.508852963818322,11.508852963818322
11.112536892082638,15.347106377518285,14.692672911587321,15.347106377518285,15.257282176312074,8.507635057102528,11.022712690876428,15.218786090080842,15.347106377518285,15.308610291287053,15.257282176312074,15.167457975105863,14.461696394199922,15.347106377518285,15.347106377518285,15.218786090080842,15.347106377518285,15.347106377518285,13.601950468369049,15.347106377518285,15.308610291287053,15.347106377518285
14.81006160164271,19.173511293634498,18.00564681724846,19.173511293634498,19.083675564681723,12.435831622176591,14.720225872689939,19.04517453798768,19.173511293634498,19.13501026694045,19.083675564681723,18.82700205338809,13.154517453798768,19.173511293634498,19.173511293634498,17.248459958932237,19.173511293634498,19.173511293634498,13.501026694045175,19.173511293634498,19.13501026694045,19.173511293634498
18.598382749326145,22.628674111153895,18.688230008984725,21.062764728532922,22.8725452445129,15.633423180592992,14.773456552432293,22.769862662045952,22.96239250417148,20.857399563599024,22.153767167244258,22.628674111153895,16.89128481581312,21.049929405724555,21.049929405724555,21.47349505840072,21.049929405724555,21.049929405724555,17.14799127198049,21.049929405724555,22.525991528686948,22.94955718136311
22.33632862644416,26.405648267008985,20.577663671373557,23.915275994865212,26.662387676508345,19.57637997432606,16.033376123234916,25.686777920410783,26.777920410783054,23.85109114249037,25.930680359435172,25.750962772785623,20.680359435173298,23.966623876765084,23.966623876765084,25.301668806161747,23.966623876765084,23.966623876765084,12.002567394094994,23.966623876765084,25.45571245186136,26.63671373555841
22.51893696238285,29.374759275901912,23.80279881884709,26.088072923353447,29.644370265759406,22.454743869559636,20.015406342277572,29.156502760302992,29.657208884324046,25.959686737707024,28.797021440493005,28.93824624470407,20.721530363332906,25.985363974836307,25.985363974836307,28.41186288355373,25.985363974836307,25.985363974836307,9.449223263576839,25.985363974836307,25.84413917062524,26.614456284503788
26.078582434514637,31.253210066769388,26.836158192090394,30.136106831022087,31.022085259373394,26.219825372367744,22.059578839239855,30.34155110426297,30.68823831535696,29.99486389316898,30.136106831022087,32.67847971237802,23.54904982023626,30.071905495634308,30.071905495634308,29.75089881869543,30.071905495634308,30.071905495634308,12.236774524910118,30.071905495634308,29.75089881869543,28.364149974319467
25.966354180043663,31.64248105817388,27.571593681777323,33.77423911647618,31.46269423397971,29.70335174007962,25.69667394375241,30.57660202902273,34.390651085141904,33.7228714524207,33.74855528444844,36.21420315911134,23.641967381533323,33.79992294850392,33.79992294850392,29.87029664825992,33.79992294850392,33.79992294850392,14.241684859381019,33.79992294850392,33.41466546808784,31.963528958520612
