sopt : rwll0100 : avg,sopt : rwll0100 : std,vopt : rwll0100 : avg,vopt : rwll0100 : std
38.08627856258121,4.370871933488238,38.08627856258121,4.370871933488238
45.79880847442172,5.2545410728463935,47.95510501838962,5.41103594408604
47.135225502488694,5.498607583752735,49.12527071697252,6.112535581279755
49.38811799930088,5.60021819911378,49.34229524142439,5.31152921677207
50.16209068871445,7.417611539640921,50.20783780292264,5.614733715250006
52.543771657851536,6.974638844689862,51.39172594078667,5.4978835857543835
53.41733097248293,6.2386751245727865,52.24232660288318,5.050176672718886
54.993008587278666,5.2019643511576446,53.31195379588114,3.9984973726484605
55.925875263129896,4.108524527668354,54.26821390845739,3.8981818101916192
57.31024105541538,3.18127510041637,55.37503419764721,3.9360079438586646
57.674846299406475,3.1511455543773796,56.54061571431829,3.8991375294708277
57.50018998981655,3.2378859990432853,57.05401790464032,3.668751500269148
58.09256374206787,3.1549997249288286,58.024546870843935,3.103792916313274
58.29036964980545,3.547957644480766,58.40299732490272,3.004017525504479
58.41924868714043,3.6147236654697013,59.166533670762945,2.7332462898472483
58.58597680533812,3.443608660106038,59.66401179492637,2.431366385740762
58.8962692182002,3.5782670390589817,60.33614275617301,2.245508007218661
58.74661802705579,3.5937112201934243,60.643182854537166,2.113396199484189
58.53487258605096,3.5850334293574155,61.14121554351377,1.8195666645388946
58.92976029427412,3.3284303585970174,61.6108315979875,1.7501246222764837
59.27297324000396,3.2701029719529804,62.174924188878,1.5676677219473045
59.62310755760929,2.8339809705611816,61.83361707302244,1.8820463119496975
59.99536386091582,2.6959617114372363,62.12563176895306,1.959187972628493
60.42804809460836,2.498830439494521,62.42730326660281,1.8555466453011853
60.72332469427619,2.486862746781234,62.814483214641314,1.786181810940736
61.15244884929924,2.326768642755811,62.98163743045633,1.6750608142595425
61.38487964673065,2.2255691457052444,63.225482819162266,1.7467249027130416
61.49882191989055,1.6646813268248206,63.4672797750247,1.8469821544965457
61.41606305436691,1.8379104784920721,63.51625382878946,1.8058486712730228
61.614146296971896,1.6687599298215032,63.66061656329806,1.8871207857805694
61.889075528057944,1.5755207380897505,63.723350080187274,1.806254093106608
62.04558928598574,1.814179383648056,63.90579633035891,1.8456948618473281
62.019078022270364,1.8366543575965013,63.966328430813675,1.8543302299612465
62.33582134930528,1.8677272596781236,64.15478398346053,1.7476510557722098
