vopt : rwll0100,sopt : rwll0100
38.36257665448301,38.36257665448301
51.46205051825284,45.14650901243199
56.404878604810214,38.54325772255785
55.07545936744837,44.61677584084381
57.18617251677521,46.0130858024363
55.85293938841267,51.815459906377285
58.104277648167425,52.744488604843795
57.40405805912303,54.3361957595562
57.33837934781783,56.37249314152399
58.89442806334924,57.62303553515518
60.20807526579373,58.573415306983215
61.16380162023316,58.92192178499232
61.75399931603146,60.164152448987345
61.18373054474708,60.806785019455255
61.74733818198399,62.02624959151258
61.924123360338044,60.513596084570835
62.157150348454564,60.625014249777706
62.83249734002128,61.07843137254902
62.69541492183403,58.269176692329324
62.88057274012373,58.34714009940872
63.526300189242804,59.2170364121389
62.93928984009242,59.93494254271296
63.25441763252898,60.25612768383051
63.59691124386277,60.63811999331175
63.91660903072819,60.97147591071116
64.30167512844679,60.94609795397197
64.76427176201443,59.941020437634435
65.09766664133161,60.33670289579691
64.97655222734839,60.96800918149412
65.26587012039401,61.559041712270464
65.47082475088737,62.29145606421063
65.82475715610416,62.67044677196236
65.99779576635123,63.16041500399042
65.87288315952692,63.58882369037123
66.10141149107272,63.481373942521834
66.53745002356304,63.56622733008012
66.64285008475156,63.726332271721866
66.94207965947096,63.87123745819398
66.62562044405932,63.868682492265826
67.8681646118062,63.5818422292829
68.54139270430308,63.700905311005876
68.93870290978747,63.87165921736751
69.28661016304967,64.53878605906274
69.39279687428737,64.69890691275066
70.16335621384538,65.16537061108451
70.56373145220141,65.1575042568718
71.06217360567385,64.6061223403851
71.29000380083619,64.88711516533637
71.12254749180913,65.06396855924409
71.51382005047587,65.1032322802323
71.13579177024181,65.13945585988277
70.8535417268484,65.45162908792362
70.9863544794557,65.44528488349994
71.019582801192,65.86161284437146
71.22157773503722,65.80205712200573
71.35287588754922,65.86185400860562
71.14207737511498,66.08053762705164
70.71081039987837,65.96320510871217
70.81930073970457,65.66873702856188
70.89434231932978,66.22801015676079
71.65360316869018,66.01868675733824
71.05279163118843,66.12714389976888
71.13239822100581,66.27817691108831
70.47151306886433,66.38283637690635
70.07519025643755,67.38537097154327
70.21713347322324,67.39196545327373
70.01543362401259,67.41908751549065
70.07754884817152,67.5131148787349
70.2468657102236,67.58281443636004
70.47092634267989,67.8045739310261
70.65849597421062,67.78228044431941
70.74798899076988,67.83753782522086
71.11119559019198,68.02813153392891
71.20829658465375,68.27955354155895
71.37686944488797,68.15461934414513
71.38273444746886,68.35130244369763
71.49808775784855,68.42101261395518
71.59595498783455,68.26794403892944
71.79190839346406,68.22056128772269
71.92019343359844,68.31080156328412
72.04011648684201,68.36150459636397
72.13647008728977,68.88363393047234
72.21229517545527,68.46747519294377
71.86915461471783,68.70447252763964
72.07728513530982,68.74985742854318
72.2162236145751,68.83326236389075
72.30725946878968,68.76002767829307
72.07512736674018,68.95597292981522
72.0330927921283,68.98539263472462
72.09523375003802,69.23989415092618
72.1847506216399,69.44041001619685
72.54573935790002,69.56640761638252
72.75464811223908,69.65058362799894
72.73238836841465,69.63894634383745
72.67971072903279,69.84935704888862
72.23996593207708,69.81338686864078
72.15382392529334,69.77893704230387
72.10114068441065,69.62281368821293
72.13134700644112,69.66973132875535
72.20413998691996,69.64896804514137
72.30963444032943,69.73467075294494
72.44326823629616,69.74888970006693
72.49249020875318,69.46575915434047
72.57669551462425,69.54157604149239
72.62667974721087,69.59533967587629
72.79834514647278,69.63769658990661
72.85441589158194,69.56597789962811
72.9409080538444,69.4258118488098
72.92321030656557,69.4506764824434
72.95874908736918,69.56604404964712
72.95398024139269,69.51333591914029
73.10055823433673,69.5952420790046
72.74137734342321,69.61174278434802
72.76854978552524,69.68452435277297
72.9851007354563,70.33532852155793
73.08452868073196,70.26741302992045
73.23111324069637,70.30141237136925
73.30392455126255,70.34225737754791
73.32653883890202,70.41352611443652
73.46932566665146,70.75860600252514
73.56571871886338,70.76522889935121
73.65374669141136,70.78250022817852
73.68092793306712,70.80357482411105
73.74994295450051,70.78585880097967
73.62880591452237,70.79248210659223
73.86667883655835,70.82420591456736
73.8680013082733,70.86201519726784
73.96592378489389,70.75074161405644
74.03570423445831,70.82506142132365
73.98226184318618,70.75409985699942
74.07790548198408,70.76909034206302
74.28004198804254,70.80918260234586
74.3117940136158,70.85460008367247
74.28877867705228,70.81178117203189
74.37301750302366,70.78341434472057
74.53712859989959,70.8805586405197
74.53997763595287,70.94423441172667
74.67290430549217,70.95542370302753
74.71683186392715,70.94074958732381
74.74326400827641,70.94585342847145
74.804688985752,70.893143765642
75.14757789678676,70.92335077896787
75.01198128637176,70.98702978205469
75.18067156571881,70.90389033426142
75.21547625387021,70.97365598350741
75.39482092322673,70.7634725983629
75.63807045971502,70.77466128062929
75.83415747432484,70.7189045264359
75.8712504469414,70.80921117695837
75.77216846205343,71.02808715233401
75.85566806393452,71.02710598187863
76.08143267957945,71.0710101486542
76.12005021111491,70.9559131195557
76.09552356897234,70.88950427558504
76.09153777683102,70.86493765358368
76.15298002160648,70.73994613593828
76.06606766534034,70.78156739525718
75.99513085818624,70.7372185027389
76.11743850759667,70.69895540897298
76.13779881008536,70.68047292259469
76.20076538569809,70.6817714950889
76.25460300069996,70.74317538573906
76.28942062616503,70.81675352836002
76.30978285679504,70.78153293668305
76.24873509696955,70.82620042150754
76.2607279810092,70.82597845273601
76.2194611621307,70.83412589115201
76.30830099672829,70.87955565700373
76.43898987285911,70.83976900075326
76.45554980673829,70.79541650181088
76.37623928112184,70.77617232379953
76.30910169981587,70.78812411547183
76.37511888910025,70.79170629636675
76.39548332115899,70.80213659605552
76.34660599742816,70.77832647253526
76.3517523702272,70.85267306843603
76.43375107479018,70.86386498352623
76.44650738091615,70.91766854360067
76.43263150685974,71.04299987064276
76.44234427551781,71.11278515880625
76.43759939733825,71.0341888796731
76.51960187496195,70.98755098313752
76.53083742342959,71.09310200509836
76.58164274734807,70.94373506627909
76.47873498055748,70.93514340285968
76.50214592274678,70.93796609137674
76.58415201162764,71.18810449657943
76.61441290617152,71.19169013012709
76.65152310724532,71.24473970580402
76.6665652015098,71.29170217947157
76.54919448735608,71.20701332501312
76.60076404425978,71.19994520798137
76.75430919675811,71.2392983524219
76.78457276795227,71.2406015037594
76.79276728841808,71.21146396962017
76.97447527434895,71.33453067685423
76.99560886142419,71.32213605680322
77.04566210045662,71.27853881278538
77.07212383655887,71.47314667539327
77.11380690725886,71.39073654089103
77.13189798853855,71.40269564754142
77.14390087978325,71.43520350695607
77.20917843144716,71.41367631949466
77.20900497739623,71.3723609906084
77.29559413362965,71.38584247258225
77.31520944958598,71.41454578665368
77.29296527159394,71.3816014795534
77.30953649440596,71.41411066291194
77.3398077464628,71.41084870118503
77.2521082595062,71.37790361372424
77.27248510126573,71.37464132676749
77.29210113710745,71.42313488499536
77.31247859344674,71.39018913879057
77.28794982646289,71.39225476465931
77.31898343012413,71.32810180921429
77.47027751137904,71.36517940052671
77.5500262595048,71.39312381546799
77.53843811843507,71.39290607398387
77.5831753933277,71.46043127135997
77.55027477964347,71.47543728782597
77.57674478790047,71.41889371807851
77.61234928754111,71.40269151138716
77.64719314938154,71.4534728829686
77.58232222509781,71.46238981838111
77.58595754074277,71.4834859522124
77.59948847547423,71.46423895502846
77.75764818719504,71.71674113769402
77.80467382202939,71.77818375580422
77.83647588091559,71.78405864397232
77.75105048413617,71.81962121673467
77.76153828587088,71.73643304635107
77.77278747925642,71.7217544874625
77.78784303277129,71.71849427168576
77.83563228890716,71.76319235102463
77.78522110487732,71.72643742910866
77.79875458656232,71.7102358368478
77.79401801143413,72.01528611992904
77.80450669914738,71.99299634591961
77.74876483529869,72.0300854909066
77.76077589488268,72.05118835548653
77.8930700305275,72.02052422025473
77.95380492706842,72.02335637504187
78.03357314148681,72.01172395417
78.05167714725094,72.00313656226685
78.05683920428159,72.2412126102944
78.0155612400268,72.27678299531031
78.0534598137814,72.2971275437568
78.0852683669585,72.34031214312904
78.12773603148862,72.3477148665007
78.18010171452934,72.38557115449036
78.13958445948518,72.42190533472404
78.12419106786655,72.36535562559956
78.15600137043664,72.40473561993224
78.10025581678646,72.41290047508832
78.11074819366087,72.41649726289182
78.19204824047144,72.36451401684153
78.27258814840758,72.3848607822386
78.23359220344145,72.37932084665754
78.25093841128682,72.3517005611433
78.15331434923633,72.38270721344927
78.17446721030632,72.38097413523988
78.21541694584882,72.3487847962478
78.09951650359767,72.34552861004302
78.15112613641556,72.32095268551936
78.14639123449552,72.30627488902256
78.18048914202174,72.3167240276551
78.09961090679276,72.37590515567535
78.21061448260109,72.3772176958806
78.20892567521264,72.38690616695474
78.24150219298245,72.39202607212475
78.36088542340875,72.38953147486808
78.33787673423389,72.40226611638214
78.3445650104702,72.27489053873977
78.33526240443483,72.3211294203649
78.32291373179108,72.34833197535846
78.18491951082073,72.33060720975922
78.20835966829372,72.29993679609507
78.2135242156564,72.24337496192507
78.28417822249637,72.22869500986148
78.30152758951553,72.19193103763384
78.33182299321489,72.17725047023615
78.3583112492004,72.15038533004356
78.36347713513308,72.15398088565662
78.42575810652329,72.1537688289139
78.44996306534767,72.00353354199508
78.51224564396247,72.07566711343975
78.54482868914258,72.10972424244731
78.56598888127333,72.1361663239662
78.58258002117144,72.12986162410802
78.59993298199653,72.12812623754836
78.58530009824305,72.20864081884439
78.62169283962652,72.15435699815697
78.60782148433037,72.1754693271391
78.61222811186255,72.17297264363614
78.60444925096914,72.18494626931601
78.71928835813621,72.18092641391601
78.7275039794061,72.16319753848029
78.76542269611576,72.15308453922316
78.78810958194654,72.15744217396934
78.81536657070177,72.1831254093741
78.81672848579937,72.28649550256289
78.82342188642457,72.23373141603705
78.84077839978674,72.22133363799078
78.8680366201045,72.24244824592137
78.89681856610787,72.41056263471776
78.86619139018372,72.38978764890473
78.86146041998309,72.33702233968818
78.8689161398431,72.34899840048747
78.86723183206514,72.49655340508345
78.91429528974469,72.49025044177685
78.9278451027139,72.45652654108937
79.0145179227031,72.4014746431455
79.03035381041246,72.4088814411395
79.04009627982084,72.46732275067792
78.96528872740568,72.46939817036478
78.95217927819503,72.40596578358038
78.96877689840876,72.40347041841547
78.98461304082876,72.41773308957953
79.0248249910496,72.40609693858119
79.05284967778303,72.41198068221637
79.07401905893644,72.62810697989747
79.00834882232853,72.60809287303087
79.0234241096934,72.5888402209103
78.9585142526319,72.58406081935493
78.97968356021421,72.57775780244224
79.14635261137181,72.58897556219148
79.16980902103282,72.58267248668784
79.1673649729565,72.76072217566848
79.16568268212602,72.74680236765725
79.13505195477954,72.8700063991224
79.11889507644725,72.94750394234651
79.0593146740207,72.94729785321408
79.06905877423533,73.1017407534377
79.10394319843978,73.10915407118479
79.1190205922461,73.18208482207477
79.13866922643263,73.18416601910683
79.1476523872285,73.19919854336018
79.17796739296054,73.1296663111382
79.13819242870964,73.1850768328267
79.15631809108778,73.17192094958021
79.17292030139345,73.18009706149006
79.18876089474006,73.19436825745109
79.20841110814825,73.19568778332254
79.23720419949106,73.14824691057035
79.25685508140766,73.19985067007993
79.28260140797855,73.20726541309847
79.3433954788916,73.1994422899635
79.30742857142857,73.232
79.31489001820967,73.2653201167247
79.30406558576131,73.27273558454225
