uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,uncnormswitchK : rwll0010,random : rwll,sopt : rwll0100,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426,34.983320288456426
50.44530228882337,52.59278397519682,53.975804735706255,30.12629563208608,27.25006839113651,55.99638286878021,48.844189793002826,53.66500501535001,33.56029058634001,33.39615185871911,50.01519803033527,34.235083133225935,25.007599015167635,57.94325055472811,25.007599015167635,25.007599015167635,54.15286178911213,52.85950940758078,34.235083133225935,31.44092525608681,50.778139153165746
38.378357840343476,60.81462061628481,47.781450663019115,53.09928188760971,41.61632280861735,61.41494737642007,58.9976822827615,46.933394125916635,28.893954937497625,42.467418974885064,39.920969641703714,53.32725407500285,38.29856757475588,63.21516774953456,32.08936509745811,38.29856757475588,59.93996732398647,46.434135035525664,50.204795015008166,27.602112542269843,41.0897070557392
51.137589859720045,54.16128394911622,41.40234357189537,61.05065580497591,30.496071249449063,58.530784078301444,63.25440369621715,56.193291487453834,45.825797528762706,47.463410185874736,35.704515403437846,58.70100460507318,43.99136738757086,63.92768667264465,43.49590406857455,43.99136738757086,54.85736431752208,40.9745125157682,43.846223991975315,29.702722008602215,30.883626913081144
57.11777982111511,61.04124079548304,50.583997629053215,64.5201492480603,43.25382049197146,43.46811760503978,63.99200565379618,53.54692118881704,55.730927936896336,56.37077960073864,44.05781462539801,55.45963691077793,55.79020160646843,63.04894637252741,54.69363871938477,55.79020160646843,51.345436307402366,35.04441725623703,55.71192996587964,27.99085057715836,32.773779760321595
55.39850446835674,64.16119520943522,57.22384339473524,62.27962186151134,55.2989543437291,57.26867894704845,64.85956593105963,50.18998115386954,47.12216548118427,62.78649158003526,51.99404219101465,58.31813484102377,52.98574381421363,65.32919934342513,60.45428293513284,52.98574381421363,45.278588364034285,48.12070642592255,52.908991428050335,36.20204875676333,48.33348531825643
50.43961973083265,65.15415187968782,53.59257092050368,64.70503301897546,54.685350821864716,67.49169776048514,66.35484189648228,54.59491910540994,55.33357144485565,63.133496971677395,58.28514108107697,61.859853637406815,56.87774999810017,66.31684537696347,59.0359523067687,56.87774999810017,51.955680859633254,58.120996116755705,55.477198288636764,43.945254614677296,58.5017212423342
46.95645565772475,63.7746029333536,52.056387263469865,66.80218861615624,60.03571699977202,67.62291967474732,66.64564176609164,58.77194315677483,49.594954023861995,60.09271221217418,61.91959875370469,63.434911467436734,52.82848240747777,66.82954631810928,61.17790105631127,52.82848240747777,56.90781974314157,64.5428983965347,58.11003875674443,54.33467588722547,51.468196671479596
44.366170424579565,64.47499411044996,55.35493088328052,67.4197691296385,62.64049426623806,67.64167217624573,66.55191543366087,60.90098716458063,55.519838284355075,62.004422862093335,60.87970879024842,64.95299759098405,56.52752129737288,66.80421615788553,62.26812271542454,56.52752129737288,61.00661909430119,66.44552356199986,60.398665541952596,58.30730532187341,58.877261777200225
51.867951484937834,64.14490683041006,57.7522266468067,69.15752196248899,65.71647870626501,61.039000516764446,66.62081648782564,61.84226525215065,55.065051524455114,63.404717755418424,63.416876918867985,65.61920539866857,58.322187433504574,67.52819406024865,63.424476396023955,58.322187433504574,57.25066115451257,67.15885947046843,62.89403289053713,53.94792838252728,62.109006900325255
