vopt : rwll0100,mcvopt : rwll,uncnorm : rwll,uncnorm : rwll0010,random : rwll
24.018389756449714,24.018389756449714,24.018389756449714,24.018389756449714,24.018389756449714
26.613675395534752,26.613675395534752,28.871377114458106,31.021171178017234,28.42226849248446
25.238424536259526,25.238424536259526,29.78577887881574,36.342358636097664,25.379009521783075
27.261535655662957,28.111891300383004,31.314213630007902,34.72627515350477,24.589640707641802
28.813520681505572,29.1038140906293,32.13517641784013,37.99955924037358,30.41165429246681
29.680826810547913,30.070674063378675,32.89763659852572,37.628999164070215,32.89459685386428
30.940276162901153,30.330042784731248,33.08331243492997,37.462857837661204,32.04599168623517
33.05392588989878,33.14663951120163,33.300148949752256,38.72693558683162,31.77645377997994
33.285962899070576,34.767112252730136,33.84224885437011,36.94285909702326,33.409835318078535
34.53710881096773,36.18622041858556,33.68519447357622,38.161354551396045,32.93435471858708
35.00170992134362,36.53607934035034,34.96067180909678,38.900330584793096,33.74396777748223
36.61995379377432,37.58663667315175,36.5933548151751,39.8141111381323,35.21780763618677
35.79489751715647,37.173495056352266,36.109527826542944,40.34411740118404,35.1428376006019
37.467130762566306,37.913240412822425,39.17709109148668,41.27692237540089,34.64987612287395
40.49292831031836,38.41892066483763,38.4052408782423,44.164431034875854,34.50726168671769
43.41389268885849,38.84708922328621,39.1343669250646,45.75011399908801,35.69463444292445
44.594502162199134,42.59494296202281,38.34426466229414,44.78830208467917,36.71710531315787
45.30164617185244,45.84201006247245,38.90164009180866,47.1682196111812,36.85114532824636
44.4370976690455,45.21230914217531,39.86639002257233,49.25328894867644,37.71555819026121
45.51741959019882,48.1379582902657,40.88283577552137,48.38344378914088,36.132729373137956
46.09234277028311,49.85141554246628,39.68383051491545,48.27436823104693,36.75090252707581
46.36478331585268,50.298691230790276,38.908902974751854,49.68610819766823,35.628619636098314
48.71972213144034,50.54152447690635,39.47542428917787,51.29319845257005,38.44633777446741
48.8842610889855,50.61259234487581,40.174201197823244,52.965676587723834,38.52263399507494
49.317098752764664,52.006141170926725,39.93661217137515,53.984540666256244,39.07852034262869
49.81834764764004,52.80459071216843,40.901421296648174,54.900053203617844,39.309873071368855
52.27067166277771,52.6453799907273,41.48317612811528,54.91111128001277,39.18704254041606
52.493007418217196,55.573543718837406,42.52477806153472,55.68223276176578,40.6535023713973
52.47896509003017,57.02949827844368,42.508379760882285,57.23851725736697,40.05943739691564
53.31696638949273,58.604046638189196,43.07571865071523,57.13406199169998,38.89226699907271
56.26724432789876,60.05776612320906,43.118610572720705,58.72838520883214,40.26754836012617
56.685719497734944,59.88492292724454,43.18202547809431,60.02325864218175,40.035268006445534
58.916260650790875,59.98951072870032,42.309767943874796,61.075682372703575,41.5489157285863
59.725452638299814,61.520043781639075,42.13146653288943,61.006977698727596,42.155029567808334
59.959258442851606,61.42853885269951,43.13512363086325,62.44251715934053,42.95497905914367
59.442839768926724,63.564913347522044,43.1993006993007,61.96336272423229,42.340377014290056
58.8823265607066,63.52054971533685,43.242195516840354,62.90105580005929,42.58925653129015
58.72542908831086,63.48454673984098,42.83966007388376,63.86612748749601,42.68155490354064
60.579824714762424,64.29380420654165,43.99993918985687,64.52336249686448,45.23210471506647
62.06786463559245,64.51397123658366,44.85086199033111,65.29766791328407,45.158715680014595
62.96453954619741,63.89114818897039,45.62350347763293,65.49808065067842,47.373341948234575
63.73732459674354,64.24434072700184,45.75003420648555,65.16563540447268,47.49532511364155
63.56677536810259,64.99053613372557,45.62495724156804,66.564046429956,47.122452547642396
65.07464728776453,65.72990148382388,46.399142544393094,66.69377888591583,46.99206397470202
65.58597046012574,65.29634894451581,45.41736664867618,67.38147182461555,47.80275330480194
65.60851387305208,65.1729380463702,45.69441277080958,67.68757126567844,46.92816419612315
66.45356483135562,65.9533709872367,45.89164493838798,67.32776379904067,47.26451740416119
67.40505366862286,66.10894882476359,46.73807279472132,67.33207650439384,47.667011281053306
67.09769131945237,65.49826297825112,47.087352809262086,67.82138703277155,47.96916691372665
68.59881714381281,65.6150700135314,48.46897663174859,68.30766423912547,48.139814209478054
69.29339769660572,66.25489376259075,48.392565281842714,68.04439545402714,48.3393515527006
68.9510734050964,66.82250805814024,48.23861217539378,68.21291735084839,47.935291613452534
69.11808306029207,67.8873068122211,48.95053328569365,68.69160654690862,47.73800202215245
69.02206139483967,68.24816408447492,51.350139119064636,69.20603305408159,47.773334752398476
68.89562949954767,68.40452786583651,52.236184915729694,69.23240662607095,48.56356573235721
68.19218488672647,68.45446252090619,51.16238406568344,70.0190056256652,48.22563478789722
70.08795870426262,70.31982910011479,51.52464288157885,70.32287002333909,49.66055694508853
70.73849381927656,69.34193921148261,52.481412215481456,70.70732411926592,49.09227751676322
70.18101370716984,69.70738271360909,52.854329960391375,70.0768605031284,50.03078981579328
70.93799416129424,70.32827514900863,53.346612334265906,70.28570125288894,50.17105583262377
69.99049682593986,70.75531227429961,53.90732504656555,70.19576538563881,50.09541186756377
71.51915094196177,70.43958216126629,53.5321665881065,70.03664451776727,49.89736493986346
71.71736370340523,70.98218697969331,53.101503044863264,70.01664981411508,49.877217124219776
71.7072651522063,71.21384910135936,53.05096858559134,69.60815619012864,50.05245871727032
71.83173548441052,71.20982886163718,53.09850909671484,70.34691441561304,50.78422577187127
72.38044552573557,71.25294609594769,52.922527180111004,70.789173572569,51.13282140956436
73.46136593450873,70.80643812391183,53.37910270738772,71.6237483748831,51.32480289517901
73.31898911258439,70.57128520163008,53.35593941974332,71.3445045921781,51.947874216896786
73.47388749078137,70.08446934849879,54.61996396177211,71.52599846419366,52.60288762003239
73.17868710369052,70.50088955795812,54.57628149567386,71.40717424691697,52.36759271931025
72.87435848697966,70.48697966166128,55.03288348222771,72.28207565101691,52.519292910093135
72.54417444724918,70.61448861044371,55.303214622426324,72.30163316200846,52.76223350871324
72.068763638299,70.87353542726368,55.83053914524456,72.37137230750515,53.52219763843586
72.25939386566506,71.71271726403187,56.10696309362692,72.53387266008728,54.13238849774182
71.9497266596209,71.89954455942397,55.83518981759567,72.28047232000974,54.60953003702831
72.22019464720195,72.52965328467154,55.20605231143552,72.31827858880779,55.22962287104623
71.96830876147173,72.72713448247022,55.86569240946175,72.26028178438096,56.09075494795429
71.56510895846957,72.48741617117048,56.145926793290656,72.43647257409633,56.409008652807984
71.2098055764654,72.58529315601785,56.23759666050777,72.30852285255898,56.16992480059612
71.48559871042306,72.49460141731805,56.179476261443476,72.144834088628,56.42583411904255
71.4754970915865,72.3674105615329,55.330570657339464,72.48526784017032,56.55704672470821
71.23348084614565,72.43335310309169,55.79710144927536,72.7451069848077,56.28146052891707
71.42031586231019,72.47420407108042,56.272763909271326,73.49995817903934,55.7108422741478
71.19426364134071,72.51277449966543,56.45036194415719,73.4358841778697,55.70214124946773
70.66100934522588,72.25935473078297,56.764833359947076,73.68965333698321,55.24480841906761
70.77864801155806,72.00136871720781,57.35001140597673,73.67196410919321,55.480191620409094
71.16699237314556,72.5646153495198,56.91701708628307,73.78962656548221,55.46008257989948
71.29071995620038,72.8693311433525,58.13562672993278,73.9726860723302,55.26279770052012
70.96200202270602,73.19306196628317,57.4402883496696,73.7975925235919,55.58259256161269
70.71084209085517,73.29703587669003,56.7396164433562,73.77229936276672,56.09934147491369
71.5478498916391,72.9090148663549,57.00923919242614,73.98045701684346,55.88456712672522
71.80465993429857,72.91261102323884,58.044622216814695,73.92474753619662,56.09259033945735
72.13979909203593,72.81582929667003,58.066355900625844,73.8097229720995,56.22913545698577
72.22019436966738,72.7935696795486,58.57629541756019,73.92663229456586,56.59077428480175
72.57815529919925,73.3887955224675,58.66267176675463,74.0374597911803,58.036821012767966
72.51634980988594,73.48365019011406,58.88365019011407,73.84942965779467,57.79239543726236
73.04162008836569,73.22793329226839,58.28181202898882,74.05455554795094,57.846827732530286
73.540281981475,73.08248034190635,58.18187348857017,74.39580830126694,58.03586366332568
73.3765789333597,72.87922918393575,58.724533639550714,74.37203890583055,57.73743887693255
73.37485550891282,74.01441868954188,59.538693192188354,74.50188598892743,57.79643487254365
73.48796532187535,73.95186128750143,59.74827940225864,74.54351876497205,57.77634130575307
