voptfull : laplace,uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,unc : laplace,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897
7.620269403463759,7.6715843489416295,7.658755612572162,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.633098139833226,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.658755612572162,7.6715843489416295,7.6715843489416295,7.594611930724824,7.6715843489416295,7.6715843489416295,4.887748556767159,7.6715843489416295,7.6715843489416295,7.594611930724824
6.697459584295612,11.226584552219656,10.623556581986143,11.226584552219656,11.226584552219656,11.419040287400565,7.659738260200154,11.496022581472928,11.226584552219656,11.226584552219656,11.226584552219656,11.483192199127535,11.483192199127535,11.226584552219656,11.226584552219656,11.419040287400565,11.226584552219656,11.226584552219656,8.878624583012574,11.226584552219656,11.226584552219656,11.393379522709777
7.51956884383421,15.051969716412165,13.974079301937635,15.051969716412165,15.051969716412165,11.317849351982549,9.020916206852304,13.447966123444116,15.051969716412165,15.051969716412165,13.28114974977544,15.244450147568331,15.15462594636212,15.051969716412165,15.051969716412165,13.204157577312973,15.051969716412165,15.051969716412165,12.780700628769408,15.051969716412165,13.216989606056718,13.127165404850507
11.434804928131417,17.299794661190965,18.506160164271048,17.376796714579054,17.248459958932237,11.396303901437372,10.959958932238193,17.312628336755647,17.235626283367555,17.299794661190965,17.081622176591377,18.968172484599588,18.916837782340863,17.299794661190965,17.299794661190965,17.17145790554415,17.299794661190965,17.299794661190965,17.158624229979466,17.299794661190965,17.04312114989733,17.107289527720738
15.09433962264151,21.07560005134129,14.041843152355282,21.07560005134129,18.508535489667565,15.042998331408034,14.32422025413939,18.880759851110255,18.45719419843409,18.495700166859198,20.870234886407392,19.137466307277627,18.213323065075087,18.495700166859198,18.495700166859198,20.934411500449237,18.495700166859198,18.495700166859198,20.575022461814914,18.495700166859198,20.767552303940445,19.163136952894366
18.78048780487805,24.1206675224647,17.49679075738126,24.146341463414632,20.50064184852375,18.459563543003853,11.34788189987163,22.734274711168165,20.43645699614891,20.449293966623877,24.1591784338896,22.70860077021823,18.934531450577662,20.449293966623877,20.449293966623877,24.58279845956354,20.449293966623877,20.449293966623877,22.490372272143773,20.449293966623877,24.107830551989732,22.33632862644416
22.544614199512132,25.613044036461677,20.657337270509693,26.26781358325844,22.133778405443575,21.85132879702144,11.5547567081782,25.613044036461677,22.133778405443575,21.91552188984465,25.458980613685966,25.7414302221081,19.95121324945436,21.91552188984465,21.91552188984465,26.434715624598795,21.91552188984465,21.91552188984465,25.921170882013094,21.91552188984465,26.203620490435227,26.229297727564514
26.258346173600412,28.762198253723678,22.303543913713405,29.917822290703647,25.98870056497175,25.29532614278377,13.880328710837185,29.275808936825886,25.83461736004109,25.32100667693888,29.198767334360554,29.58397534668721,20.891114535182332,25.32100667693888,25.32100667693888,30.02054442732409,25.32100667693888,25.32100667693888,29.50693374422188,25.32100667693888,29.96918335901387,29.95634309193631
26.223192500321048,29.908822396301527,24.861949402850904,30.294079876717607,29.729035572107357,28.4576858867343,15.538718376781816,33.119301399768844,29.69050982406575,25.97919609605753,29.806087068190575,32.836779247463724,20.328753049955054,25.97919609605753,25.97919609605753,29.831770900218313,25.97919609605753,25.97919609605753,29.7547194041351,25.97919609605753,30.05008347245409,31.141646333632977
