random : rwll,uncnormprop++switchKkde : rwll0010,uncnormswitchK : rwll0010,uncnormprop++ : rwll0010,unc : rwll0010,uncnormprop : rwll0010,unc : rwll,uncnormprop++kde : rwll0010,uncnormpropdecaytau : rwll0010,uncnormprop++decaytaukde : rwll0010,vopt : rwll0100,uncnormprop++decaytau : rwll0010,uncnormkde : rwll0010,uncnormprop++switchK : rwll0010,mcvopt : rwll,uncnormdecaytaukde : rwll0010,uncnormdecaytau : rwll0010,uncnorm : rwll,uncnormpropswitchK : rwll0010,uncnorm : rwll0010
57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974,57.65918996491974
61.796050708268,57.50657772344327,62.54285486485768,61.346905147899115,60.95091290828395,57.588965370611525,59.223429983788236,59.40149360831318,62.82190979881468,59.63536821962952,60.919020915831716,54.21372950275068,61.184787519600285,62.521593536556196,58.0965795838095,61.458527121481914,62.64118850825205,49.11101071039413,51.572009461291096,62.54285486485768
59.54659012385053,60.71599425928879,60.12331898155531,68.35432945303779,58.682825705629085,61.021633976505605,59.62366448732259,61.91994897145591,64.65476000637857,63.9265401584011,66.7995535002392,50.770743634720674,58.16722479136767,64.41290596927657,56.02508903417849,58.587147185456864,61.914633498113005,56.91808855578589,58.88481369265933,60.12331898155531
55.989368770764116,64.4358803986711,58.42392026578073,66.35747508305649,63.89102990033223,57.10564784053156,65.95880398671096,65.65847176079734,71.03521594684385,65.16146179401993,65.57873754152824,61.08970099667774,63.588039867109636,59.69435215946844,55.136212624584715,64.1328903654485,60.4624584717608,61.164119601328906,59.40996677740864,58.42392026578073
53.27184775675101,67.28418031044015,63.71730810121199,69.30416755262598,70.68094833085264,61.97108228790134,67.70412502657878,68.02572825855837,68.9586434190942,69.60716563895386,70.74739527960877,63.589729959600255,70.42844992557941,58.52381458643419,60.3630661280034,71.53678503083138,66.59047416542633,65.38113969806507,58.27131618116096,63.71730810121199
51.62799351460543,75.44321292826197,70.0582090742365,71.8789038619993,72.83576535629801,66.60021795178481,68.83555272041039,70.39311059724105,69.59041012146825,74.18600324269728,69.15716450043855,69.52661935518167,72.88892432820349,63.65255295962576,58.97190548334795,74.15144991095872,73.37267097254339,67.41886611912926,59.604497249023204,70.0582090742365
50.06910850034554,76.43134336292594,72.52139705491467,73.54207644463347,74.8524799319547,66.28036786986338,70.1079155813088,72.32470363085429,71.30136622189144,80.45558449843176,72.21040880335974,76.3170485354314,75.10233374089628,72.22901493806815,65.80458242517676,76.75030567221307,73.37727925150178,68.56892243899846,65.18792196055499,72.52139705491467
56.27176311102841,74.69232609446851,72.8263469870551,75.93099598628426,77.74912947555886,66.662236516839,72.7492623800537,74.24842508173626,75.367480928205,86.23109433561044,74.93421227505914,76.13832699821909,77.62685734031525,71.99968102921241,68.3288588820074,79.95268599984051,75.55354722096702,72.95659339198852,69.14223439036708,72.8263469870551
63.10473152578416,76.98298777246146,76.88995215311004,80.2153110047847,79.34609250398724,66.96969696969697,74.71026049973419,77.30196703880914,78.65762892078682,87.3391812865497,79.16533758639022,80.22594364699628,78.07814992025519,75.58479532163743,71.78362573099415,80.98086124401914,79.31951089845826,74.23179160021266,68.03296119085593,76.88995215311004
61.75336930806242,77.53262978813898,78.5002259496531,79.20465722108509,79.47579680480608,67.1522369015657,77.16047741832584,76.99300885190993,78.33541561445014,85.09795582019724,78.43642840054228,80.35035487386693,79.35351816901034,75.83933650548924,74.33211940774609,78.76073260852229,81.23554586777958,72.54844626385604,68.55046651957787,78.5002259496531
60.28496996118879,79.1163804561646,78.85055026848849,79.92982083045351,79.46993460577383,66.57185389972885,76.84353235153384,81.08086554309108,78.97814875857303,83.752458929236,77.78191291403051,77.72608857461853,80.78845233664735,77.36455951937901,70.88893614758892,80.43223988516137,82.18140252007018,74.62119198256154,70.45829124355362,78.85055026848849
63.96841853417338,78.08437674455698,79.31254486003668,80.96605258260892,80.569955073504,69.2665550150198,79.92397054523221,79.30191136985937,80.53539623042774,84.54953877236356,80.08081452534758,78.97758991945132,80.58324693622565,78.33426376372385,71.6085812265731,79.54116489884892,83.3532711274158,73.55716830156578,74.06225908498817,79.31254486003668
64.9112079965972,77.53615482773289,81.29253509145045,80.77679710761379,81.30582730752872,69.2870055295619,81.06125053168864,81.89334325818801,86.69980859208847,86.88855806039983,79.82507443641003,80.46044236495108,81.09581029349214,78.49319438536793,72.61803487877499,81.1994895789026,85.3599532113994,76.65621012335177,72.94236495108464,81.29253509145045
63.448092516283396,80.84540741725375,80.63272630599495,82.35810182108202,81.5685231955337,71.6788515219992,82.02844609863087,84.52744915592184,89.21440914528779,83.65279808587,78.9153263325801,86.19699587930347,82.08693340422704,78.92330187425229,72.50830785590854,80.9251628339758,83.79369932207896,76.59178519207762,75.96969294164562,80.63272630599495
67.36587440846493,82.06518849364598,82.0093582176849,83.23762428882863,82.99037592385814,71.31653107885361,82.75376189716594,85.638326155155,87.75455947253683,85.08268198011379,78.76056787366406,84.18939756473654,83.79060987930026,81.48295847290902,74.89232732493221,85.51603126495453,85.3591747753496,75.96639549104057,79.20721008135268,82.0093582176849
69.00805572541408,83.37542870815942,82.30664929678568,82.77191396591604,84.46281870629835,72.88703373833515,80.84704756334246,83.83005875628108,88.69539786775849,86.45415149017627,77.43865153005609,85.68580012229815,81.97165873501183,81.25116316167282,76.10400659346503,84.27405418339404,85.38537207880255,77.98101720149948,81.00656687847287,82.30664929678568
