random : rwll,uncnormprop++switchKkde : rwll0010,uncnormswitchK : rwll0010,uncnormprop++ : rwll0010,unc : rwll0010,uncnormprop : rwll0010,unc : rwll,uncnormprop++kde : rwll0010,unc : laplace,uncnormpropdecaytau : rwll0010,uncnormprop++decaytaukde : rwll0010,vopt : rwll0100,uncnormprop++decaytau : rwll0010,uncnormkde : rwll0010,uncnormprop++switchK : rwll0010,mcvopt : rwll,voptfull : laplace,uncnormdecaytaukde : rwll0010,uncnormdecaytau : rwll0010,uncnorm : rwll,uncnormpropswitchK : rwll0010,uncnorm : rwll0010
3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8096459722934837,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897,3.8353001539250897
6.452854393842206,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.107119948685055,7.6715843489416295,7.6715843489416295,6.786401539448365,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.273893521488134,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295,7.6715843489416295
10.097510905824993,11.419040287400565,11.508852963818322,11.508852963818322,11.47036181678214,11.380549140364383,11.508852963818322,11.419040287400565,7.274826789838337,11.393379522709777,11.508852963818322,8.775981524249422,11.508852963818322,11.508852963818322,11.47036181678214,11.508852963818322,11.30356684629202,11.508852963818322,11.508852963818322,11.508852963818322,11.508852963818322,11.508852963818322
13.653278583344028,15.257282176312074,15.347106377518285,15.347106377518285,15.308610291287053,15.218786090080842,14.654176825356089,15.257282176312074,10.997048633388939,15.205954061337097,15.347106377518285,8.494803028358783,15.347106377518285,15.347106377518285,15.308610291287053,15.103297831387142,11.074040805851405,15.347106377518285,15.347106377518285,14.44886436545618,15.347106377518285,15.347106377518285
13.552361396303901,19.083675564681723,19.173511293634498,19.173511293634498,19.13501026694045,19.04517453798768,17.967145790554415,19.083675564681723,14.720225872689939,17.26129363449692,19.173511293634498,12.345995893223819,19.173511293634498,19.173511293634498,19.12217659137577,18.30082135523614,14.797227926078028,19.173511293634498,19.173511293634498,13.231519507186858,19.173511293634498,19.173511293634498
17.186497240405597,21.794378128609935,20.741881658323706,20.767552303940445,20.652034398665126,22.731356693620846,18.675394686176357,22.859709921704532,14.824797843665769,21.38364779874214,22.911051212938006,15.582081889359518,22.59016814272879,20.741881658323706,22.2179437812861,22.41047362341163,18.534206135284304,20.831728917982286,20.831728917982286,16.95546142985496,22.96239250417148,20.741881658323706
12.041078305519898,25.63543003851091,23.774069319640564,23.73555840821566,23.658536585365855,25.365853658536587,20.62901155327343,26.649550706033377,16.26444159178434,25.22464698331194,26.713735558408217,19.57637997432606,26.354300385109113,23.774069319640564,25.22464698331194,25.481386392811295,22.246469833119384,23.812580231065468,23.812580231065468,20.757381258023106,26.534017971758665,23.774069319640564
9.513416356400052,28.707151110540504,26.088072923353447,26.1651046347413,26.04955706765952,28.93824624470407,23.918346385928874,29.644370265759406,20.22082423931185,28.334831172165874,29.682886121453333,22.506098343818206,29.361920657337272,26.088072923353447,25.869816407754527,28.15509051226088,22.454743869559636,26.023879830530234,26.023879830530234,20.79856207472076,26.64013352163307,26.088072923353447
12.378017462763225,30.187467899332304,30.110426296866976,30.17462763225475,30.110426296866976,30.315870570107858,26.887519260400616,31.20184899845917,22.085259373394965,29.738058551617872,30.76527991782229,26.2326656394453,31.343091936312277,30.110426296866976,29.699537750385208,32.19054956343092,26.02722136620442,30.071905495634308,30.071905495634308,23.651771956856702,28.54391371340524,30.110426296866976
14.42147168357519,33.76139720046231,33.876974444587134,33.81276486451779,33.78708103249005,30.717863105175294,27.674329009888275,31.552587646076795,25.709515859766277,29.87029664825992,34.40349300115577,29.70335174007962,31.655322974187747,33.876974444587134,33.234878643893666,35.88031334275074,25.722357775780146,33.79992294850392,33.79992294850392,23.693335045588803,32.01489662257609,33.876974444587134
