uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,soptfull : rwll,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,sopt : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,voptfull : rwll,uncnormpropswitchK : rwll0010
42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894,42.49753560866894
42.45671181210355,36.53208754785988,35.59346248357049,35.766329504543116,32.94616835247729,41.16235213440768,35.62632150408595,42.0424024229956,35.60060574889994,35.51202925881479,41.6352362992171,35.87347848448483,35.60917766729528,35.46488370764044,36.26778673067032,35.46488370764044,41.426652951597234,35.46488370764044,41.22378421624093,35.60917766729528,35.68061032058975,41.16235213440768,42.5038573632779
41.97156939781413,32.70090720765769,46.16044003143082,49.553539538538466,41.498678477034076,42.12586613329523,34.27959139938567,51.437959854275306,44.437459818558466,49.1435102507322,52.60375741124366,49.23494535323952,44.1817272662333,44.59175655403958,43.02307307664833,44.49460675762555,46.36616901207229,44.59175655403958,41.844417458389884,44.1631545110365,45.348953496678334,42.12586613329523,41.2743767411958
42.22504786124525,35.39731977026602,61.15524187787525,57.22776237963254,45.51818727319485,47.604080349744265,31.809869417378632,61.183815755636196,44.91813584021487,60.336600280024,57.219190216304256,65.44418092979399,44.936708860759495,55.39046203960339,37.11746721147527,44.9609966568563,51.132954253221705,55.39046203960339,40.90636340257736,56.84344372374775,56.44483812898248,47.604080349744265,32.978541017801525
55.004071835755006,37.55232666123755,63.61636163616362,66.27805637706628,50.68221107825068,56.72138642435672,37.998085522838,64.27785635706428,61.7018844741617,56.204191847756206,60.33317617476033,58.77159144485877,61.703313188461706,62.15050076436215,36.82796851113683,62.16050176446216,58.7973083022588,62.15050076436215,40.63263469204063,62.57054276856257,53.948251968053945,56.72138642435672,38.45241667023845
59.296776774488514,35.138301520173734,68.56355012001372,63.12864327351697,48.952737455709226,50.33146645330895,36.1184135329752,51.86592753457538,59.5296605326323,68.6521316721911,62.71002400274317,61.60704080466339,59.08103783289519,59.43679277631729,32.240827523145505,59.87970053720425,61.15270316607612,59.43679277631729,40.97182535146874,59.803977597439705,59.70825237169962,66.31757915190308,31.047834038175793
63.139546513123115,36.76758440370905,65.08836850452201,64.68831706933749,47.95330828249347,57.357374519581086,39.05787887014045,54.04694889342915,61.673643754196966,65.5212813075967,66.8000171450615,56.898744124244544,61.6479261619351,57.05304967781572,43.322712920232604,57.585975339686534,61.91510337043334,57.05304967781572,40.82810647083196,65.49699247046048,67.5915474846766,60.36919032447029,42.35401694503579
68.26260894413488,37.405343620517215,70.40720102871839,56.63523360480069,58.74410630090013,53.53336190884412,38.56550935847978,63.85340762966138,60.51864552078868,67.23674810687241,67.76253750535791,62.317473924846404,59.02414630661523,55.57508215459352,47.5096442348907,56.34090584369196,62.31890270038577,55.57508215459352,40.641520217173884,66.12373196170881,69.05129304186312,57.5939419917131,41.72310330047149
66.90194173370101,36.14853762734144,73.0743402534684,65.39456200260041,59.8722656417437,51.79813970766835,47.58319164440126,65.4945777193559,63.76573461543957,68.9879838260298,68.82510108731373,58.56491734415408,59.66937661632542,62.39123290802841,56.24741030733401,63.05705182242924,60.15945362842732,62.39123290802841,40.52065324551001,71.78985269113718,64.91162897026676,63.4571146894512,50.335052651130894
74.92141509973138,52.61473395439218,71.89803966394238,69.34331599702806,63.1079613648054,52.596159341601414,46.383665771275076,70.59210150311482,69.46047893924673,71.19363319426188,67.75590101160199,64.2895925015717,64.49534205863863,69.48048236840602,66.05989598216837,68.49888552323256,55.323769789106706,69.48048236840602,40.42264388180831,73.00394353317712,69.21043607475568,63.54089272446705,51.08161399096988
75.48973380770714,57.99505622472745,72.82209553202738,66.25659050966608,72.20912455170246,54.95163387486247,44.39681655164531,72.07624273079286,71.13463929015388,73.42220698129653,68.05692485747353,62.69307157043451,65.45215540028863,68.3126866418049,69.47147327360796,68.17266063697544,50.77228628173804,68.3126866418049,40.671839055824655,70.86744681155072,72.04195064797749,60.54695872090531,58.89093688827925
77.35261337981882,64.02994884691223,70.15117309176121,67.31632040693853,67.43062898293944,62.682536507301464,44.17026262395336,77.3497556654188,72.39305003857915,77.73840482382191,68.65230188894922,65.63455548252507,72.17014831537736,70.72414482896579,65.94604635212757,72.51878947218015,47.23087474637785,70.72414482896579,40.5252479067242,70.751293115766,74.50204326579602,58.225930900465805,64.17283456691338
77.07508751875402,52.075444738158176,71.89254840322927,67.68450382224762,66.86718582553404,61.346002714867474,51.283846538543976,76.28634707437308,73.84868186039866,78.64256626419947,70.46795741944702,64.7438736872187,75.13038508251768,77.16796456383511,61.836107737372295,73.42716296349218,47.11295277559477,77.16796456383511,41.21597485175395,72.71129527755947,74.49024791026649,53.65149674930342,63.19211259555619
78.10213763145862,43.995770461819845,76.25457247370828,71.3634545038866,68.59710791037952,57.06447187928669,51.29601051668953,76.8304183813443,75.67872656607224,77.96925011431185,75.14431870141746,65.59927983539094,76.55606995884774,75.96307727480567,69.65735025148605,75.58299039780522,43.96576360310928,75.96307727480567,43.19272976680384,76.76183127572017,71.96073388203018,59.396433470507546,63.032978966620945
77.63599731363331,56.432276409985285,76.17707157452524,71.24158724261606,67.83218781704129,59.0686309532315,50.96094765871712,75.80269494019976,74.8867582127088,77.4502379149222,75.03822356858095,66.16178214709286,76.52715659517311,78.06038609376563,73.44640841347184,76.05847134304045,46.672763385393594,78.06038609376563,44.692282411442775,75.67552119800523,79.73507851906892,59.700212908849295,59.174370918651675
79.58475036437942,44.51716155582864,77.98005201337487,72.14855248492469,65.70975393672659,61.75873796119002,56.5302506358778,74.85639164356549,76.40679031751021,74.72921608413593,76.8240404675488,74.13191963647795,74.37483924437713,80.07630533565774,74.704924123346,77.53422308593639,54.48829699065474,80.07630533565774,43.53976736875197,72.49578463033352,78.24583464319396,63.64493726958361,61.98879711925924
80.76620797073491,58.52731455680828,76.85657535616811,73.76716537345851,63.59011731755762,65.8564467498321,57.628499164058816,76.830854088967,77.8711364513225,77.43673282748175,76.58507309126763,69.44313456509624,76.17210385676113,80.79907403438077,75.80057444163415,75.53764593246738,51.79405838727654,80.79907403438077,43.05883025392607,75.80914819736786,80.10317086066217,65.773567111073,69.24165130535431
