uncnormprop++decaytau : rwll0010,unc : rwll,uncnormprop++ : rwll0010,uncnormprop++kde : rwll0010,vopt : rwll0100,uncnormprop : rwll0010,uncnormprop++decaytaukde : rwll0010,unc : rwll0010,uncnormprop++switchKkde : rwll0010,mcvopt : rwll,uncnorm : rwll,uncnormkde : rwll0010,uncnorm : rwll0010,uncnormpropdecaytau : rwll0010,uncnormdecaytau : rwll0010,sopt : rwll0010,uncnormswitchK : rwll0010,random : rwll,uncnormdecaytaukde : rwll0010,uncnormprop++switchK : rwll0010,uncnormpropswitchK : rwll0010
43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774,43.89188108061774
45.95119721126922,50.98862792159552,44.092519572547005,48.234184810560606,43.77392993885365,46.33264757986171,47.55128864506543,46.506943253900225,45.67832447568433,43.77392993885365,39.63083604777416,46.291216640950914,46.50837190696611,47.63986513515058,46.32836162066404,45.25401451511515,46.50837190696611,42.47099834276244,46.195496885536315,45.60832047545574,40.8337619292531
45.95042503035931,51.1722265876134,44.3117365526109,52.1622973069505,43.368812058004146,47.18479891420816,46.28759197085506,46.803343095935425,46.59332809486392,42.65447531966569,35.75826844774627,45.72040860061433,46.303307379098506,52.97806986213301,46.093292378027,45.993285234659616,46.303307379098506,52.37088363454532,46.127580541467246,54.9582113008072,48.79205657546968
48.01554418950196,51.405834785838785,48.17698659885133,54.841843586593136,50.552904534674404,46.73114838414721,49.69711689573392,45.21244678115267,50.417178615309886,50.50290024859274,34.872989113352574,46.05109009343658,46.59827985255879,51.512986827442354,46.50112866817156,50.351458696459694,46.59827985255879,51.6887161756722,46.33682887104609,55.49761408120696,51.538703317427206
58.61157544325861,52.51953766805252,57.04999071335705,50.945094509450946,50.18787593045019,45.72885860014573,55.112654122555114,54.12541254125413,60.94895203806095,53.675367536753676,39.53109596673953,53.91967768205392,54.63117740345463,51.25941165545126,55.474118840455475,51.91804894775192,54.63117740345463,55.835583558355836,54.288285971454286,58.27725629705828,50.00500050005
61.73991313292948,51.211567036232715,57.73802720310893,53.92044805120585,49.594239341639046,50.73579837695737,61.317007658018056,56.383586695622355,61.40558921019545,54.189050177163104,40.61178420390902,52.77746028117499,51.38444393644988,51.800205737798606,58.963881586467025,55.72065378900446,51.38444393644988,52.79317636301292,52.34741113270088,59.03531832209396,53.02177391701909
59.98485519566801,50.7093769198897,61.877955737166204,54.54701318740981,52.69820405480705,50.89225757597406,63.98679830263891,58.363218128045034,60.74495292251861,60.13773199411353,43.34557300224314,53.22398594104956,50.69508936863311,50.92083267848724,56.76301238730694,55.89861553628324,50.69508936863311,54.06123644468575,50.95798031175437,56.48011887242645,54.27126344815762
62.91327332476068,51.34876410915845,61.491641663094725,57.8739819974282,57.4482068866981,51.345906558079726,64.87212458922703,61.11587369624232,59.681383054722104,59.07272467495356,43.73196170881555,52.791827403914844,54.81925989427061,58.28404057722532,60.64437776825261,56.30661523074725,54.81925989427061,54.296328046863835,51.235890841548795,55.840834404914986,56.402343191884555
63.83003043335381,54.68573632999471,61.34964065781766,57.10183028761663,59.29646087242281,50.387918101415934,67.49489205446571,57.30186172112761,59.566503307662636,58.56634614010773,43.39539070425352,55.75876209118576,57.38044549857835,64.97449599222735,64.28152995470717,57.990541370786836,57.38044549857835,53.89846975953364,54.774321679121,59.36932946605895,58.72351369500922
65.31119620506372,55.02943361719152,62.14922558152826,59.64308167114363,58.40144024689947,52.5104303594902,68.50745842144367,57.40126878893525,62.59215865576956,59.25730125164314,45.18631765445505,54.31216780019432,58.058524318454594,67.17723038235125,63.35514659655941,58.96582271246499,58.058524318454594,51.75315768417443,57.892781619706234,60.050294336171916,58.95439218151683
